canonical_sku,warehouse,channel_map,qty_end,channel_sales_qty,channel_sales_rev_rub,class,name,do_not_auto_accept,so_t
0-3073,Склад ИМ,IM,1.0,42.0,1480794.74,WH_STOCK_AND_CH_SALES,"Свитшот женский, черный, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",YES,N
0-3073,Склад оптовых продаж,B2B,0.0,6.0,68400.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, черный, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",YES,N
0-3073A,Склад ИМ,IM,5.0,3.0,96140.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, белый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",YES,N
0-3073B,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитшот женский, серый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",YES,N
0-3073C,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитшот женский, голубой, с декором принт ""MY YANINA COUTURE"", с коротким рукаво",YES,N
0-3075,Склад ИМ,IM,0.0,7.0,132030.0,WH_CH_SALES_NO_STOCK,"Футболка женская, черная, из трикотажа, с надписью ""MY YANINA COUTURE""",YES,N
0-3075B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, серая, из трикотажа, с надписью ""MY YANINA COUTURE""",YES,N
0-3076A,Склад ИМ,IM,0.0,3.0,90630.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, черный, с декором принт ""MY YANINA COUTURE""",YES,N
0-3076B,Склад ИМ,IM,0.0,1.0,35790.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, фуксия, с декором принт ""MY YANINA COUTURE""",YES,N
0-3077A,Склад ИМ,IM,1.0,4.0,45210.0,WH_STOCK_AND_CH_SALES,"Лонгслив женский, черный, из хлопкового трикотажа",YES,N
0-3078,Склад ИМ,IM,2.0,19.0,1145970.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из кружева",YES,N
0-3094,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Чокер женский, с серебряными стразами, широкий",YES,N
0-3182,Склад ИМ,IM,1.0,2.0,48800.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, серый из футера, с вышивкой ""Ришелье""",YES,N
0-3182A,Склад ИМ,IM,0.0,1.0,43920.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, белый, из футера, с вышивкой ""Ришелье""",YES,N
0-3183,Склад ИМ,IM,1.0,3.0,107300.0,WH_STOCK_AND_CH_SALES,"Юбка женская, серая, из футера, с вышивкой ""Ришелье""",YES,N
0-3184,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Бомбер женский, синий, из стрейч бархата, с вышивкой ""YANINA""",YES,N
0-3185,Склад ИМ,IM,0.0,3.0,108100.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из трикотажа, с вышивкой ""Ришелье""",YES,N
0-3208A,Склад ИМ,IM,1.0,3.0,109200.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, черный, из бархата, с декоративными оборками из кружева на рука",YES,N
0-3208B,Склад ИМ,IM,0.0,6.0,200382.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, коричневый, из бархата, с декоративными оборками на рукавах",YES,N
0-3209A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из бархата, с шелковым лампасом, прямого кроя",YES,N
0-3209C,Склад ИМ,IM,0.0,12.0,346285.0,WH_CH_SALES_NO_STOCK,"Брюки женсие, черные, из стрейч бархата, на широкой резинке, прямые",YES,N
0-3210,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, белое, из хлопка ""шитье"", с поясом",YES,N
0-3221,Склад ИМ,IM,4.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, розовая, из трикотажа, с декором принт ""Горох""",YES,N
0-3221A,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, белая, из трикотажа, с декором принт ""My real job""",YES,N
0-3221B,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футботка женская, белая, из трикотажа, с декором принт ""Couture""",YES,N
0-3221C,Склад ИМ,IM,6.0,3.0,51300.0,WH_STOCK_AND_CH_SALES,"Футболка женская, белая, из трикотажа, с декором принт ""Папайя""",YES,N
0-3221D,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, голубая, из трикотажа, с декором принт ""Арбуз""",YES,N
0-3240,Склад ИМ,IM,0.0,1.0,31450.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из сетки, с шелковым поясом, А-силуэт",YES,N
0-3243,Склад ИМ,IM,0.0,1.0,30250.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, черный, из футера, с капюшоном, с вышивкой ""Be a poem""",YES,N
0-3244,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, черная, из костюмной ткани, расклешенная к низу",YES,N
0-3246A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из дюшеса, со стрелками, без карманов",YES,N
0-3246B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из шерсти, с отворотами по низу",YES,N
0-3248,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, черная, из сетки, с боковым разрезом и шелковым поясом, А-силуэт",YES,N
0-3254,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из шелка, с декором ""буфы"", А-силуэт",YES,N
0-3255,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная, из шелка, с объемным рукавом и аппликацией ""Цветы""",YES,N
0-3337,Склад ИМ,IM,5.0,3.0,104000.0,WH_STOCK_AND_CH_SALES,"Блуза женская, черная, из органзы, с вышивкой ""YC"" на кармане",YES,N
0-3338,Склад ИМ,IM,1.0,2.0,126000.0,WH_STOCK_AND_CH_SALES,"Блуза женская, белая, из кружева, прямого силуэта, без карманов",YES,N
0-3338,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, белая, из кружева, прямого силуэта, без карманов",YES,N
0-3338A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная, из кружева, прямого силуэта, без карманов",YES,N
0-3338B,Склад ИМ,IM,1.0,1.0,59500.0,WH_STOCK_AND_CH_SALES,"Блуза женская, зеленая, из кружева, прямого силуэта, без карманов",YES,N
0-3339,Склад ИМ,IM,3.0,1.0,100725.0,WH_STOCK_AND_CH_SALES,"Платье женское, черное, из крепового шифона, с вышивкой из страз на воротнике",YES,N
0-3340,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная с принтом ""белые Y"", из шелка, с рукавами ""летучая мышь""",YES,N
0-3341,Склад ИМ,IM,2.0,2.0,68000.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из костюмной ткани, зауженные к низу",YES,N
0-3342,Склад ИМ,IM,5.0,1.0,36125.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из костюмной ткани, прямые",YES,N
0-3342A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, серые в полоску, из костюмной ткани, прямые",YES,N
0-3344,Склад ИМ,IM,0.0,1.0,100300.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное с принтом ""белые Y и балерины"", из шелка, со складками ""п",YES,N
0-3346,Склад ИМ,IM,1.0,3.0,273000.0,WH_STOCK_AND_CH_SALES,"Платье женское, черное, из стрейч-бархата, двубортное, с поясом",YES,N
0-3347,Склад ИМ,IM,4.0,5.0,532875.0,WH_STOCK_AND_CH_SALES,"Жакет женский, черный, из стрейч-бархата, с вышивкой ""Y"" на карманах и поясом",YES,N
0-3348,Склад ИМ,IM,3.0,5.0,195750.0,WH_STOCK_AND_CH_SALES,"Брюки-палаццо женские, черные, из стрейч-бархата, с широким поясом",YES,N
0-3348,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-палаццо женские, черные, из стрейч-бархата, с широким поясом",YES,N
0-3349,Склад ИМ,IM,2.0,2.0,184450.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из крепа, широкие, со складками по талии",YES,N
0-3351,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая, из хлопка, удлиненная со складками и вышивкой ""Yanina""",YES,N
0-3352,Склад ИМ,IM,1.0,2.0,127500.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из вискозы, расклешенная к низу",YES,N
0-3353,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Жакет женский, черный, из вискозы, со съемным белым воротником",YES,N
0-3355,Склад ИМ,IM,1.0,6.0,331500.0,WH_STOCK_AND_CH_SALES,"Блуза женская, белая с принтом ""черные листья"", из шифона, с объемными рукавами",YES,N
0-3355A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, серая с принтом ""розовые листья"", из шифона, с объемными рукавами",YES,N
0-3356,Склад ИМ,IM,0.0,1.0,81600.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное с принтом ""белые листья"", из шелка, с объемными рукавами ",YES,N
0-3357,Склад ИМ,IM,0.0,1.0,80750.0,WH_CH_SALES_NO_STOCK,"Пальто женское, серое, из хлопка, удлиненное, свободного силуэта",YES,N
0-3357A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто женское, черное, из костюмной ткани, удлиненное, свободного силуэта",YES,N
0-3358,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная, из крепового шифона, с кокеткой из сетки с камнями",YES,N
0-3362,Склад ИМ,IM,1.0,1.0,39950.0,WH_STOCK_AND_CH_SALES,"Блуза-топ женская, белая, из эко шелка, с вытачками",YES,N
0-3363,Склад ИМ,IM,1.0,1.0,11200.0,WH_STOCK_AND_CH_SALES,"Блуза-топ женская, черная, из эко-шелка, на тонких бретелях",YES,N
0-3363A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза-топ женская, белая, из эко-шелка, на тонких бретелях",YES,N
0-3364,Склад ИМ,IM,0.0,8.0,88065.0,WH_CH_SALES_NO_STOCK,"Брошь серая, из рафия, ""колосок""",YES,N
0-3364A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брошь бежевая, из рафия, ""колосок""",YES,N
0-3421,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пояс женский, черный, из стрейч бархата, с декором кисточка",YES,N
0-3422,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пояс женский, черный, из стрейч бархата, с декором бахрома",YES,N
0-3430,Склад ИМ,IM,2.0,1.0,29750.0,WH_STOCK_AND_CH_SALES,"Ободок черный, на металлической основе, декорирован бантом и сеткой",YES,N
0-3432,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитшот женский, голубой, из футера",YES,N
0-435A,Склад ИМ,IM,0.0,1.0,20000.0,WH_CH_SALES_NO_STOCK,"Блуза-парео женская, черная с принтом ""многоцветные разводы"", из батиста",YES,N
0-969,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, зеленое, из шелка, с расшивкой пайетками по лифу",YES,N
SS1730-PA,Склад ИМ,IM,0.0,1.0,15500.0,WH_CH_SALES_NO_STOCK,"Брюки женские, серые, из шерсти, с молнией, зауженные к низу",YES,N
SS1731,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из шерсти, с отделкой ""лампас"" из шелка",YES,N
T-1416,Склад ИМ,IM,0.0,4.0,75110.0,WH_CH_SALES_NO_STOCK,"Брюки-джоггеры женские, черные, из стрейч бархата, с шелковым лампасом",YES,N
T-1418,Склад ИМ,IM,6.0,4.0,105820.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, черный, из бархата, с декоративными оборками на рукавах",YES,N
T-1672F,Склад ИМ,IM,8.0,8.0,229680.0,WH_STOCK_AND_CH_SALES,"Рубашка женская, черная, из хлопка, прямого кроя, с вышивкой по планке и манжета",YES,N
T-1879C,Склад оптовых продаж,B2B,0.0,3.0,156522.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из натурального шелка, миди",YES,N
T-1879B,Склад оптовых продаж,B2B,0.0,3.0,113871.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из стрейч бархата, миди",YES,N
T-1960,Склад ИМ,IM,1.0,2.0,126856.0,WH_STOCK_AND_CH_SALES,"Блуза женская, черная, из шифона, с воротником ""стойка"", переходящая в бант",YES,N
T-1960,Склад оптовых продаж,B2B,0.0,4.0,160400.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из шифона, с воротником ""стойка"", переходящая в бант",YES,N
T-2032C,Остатки ЦУМ,TSUM,0.0,5.0,395780.0,WH_CH_SALES_NO_STOCK,"Блуза женская, зеленая с принтом ""капли"", из батиста",YES,N
T-2032C,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, зеленая с принтом ""капли"", из батиста",YES,N
T-2032C,Склад оптовых продаж,B2B,0.0,2.0,101600.0,WH_CH_SALES_NO_STOCK,"Блуза женская, зеленая с принтом ""капли"", из батиста",YES,N
T-2037C,Склад ИМ,IM,4.0,1.0,55476.0,WH_STOCK_AND_CH_SALES,"Брюки-капри женские, зеленые с принтом ""капли"", из батиста",YES,N
T-2050B,Остатки ЦУМ,TSUM,0.0,5.0,111297.65,WH_CH_SALES_NO_STOCK,"Шорты женские, зеленые с принтом ""капли"", из батиста",YES,N
T-2050B,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Шорты женские, зеленые с принтом ""капли"", из батиста",YES,N
T-2050M,Склад оптовых продаж,B2B,0.0,2.0,28000.0,WH_CH_SALES_NO_STOCK,"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста",YES,N
T-2234A,Склад ИМ,IM,0.0,5.0,356700.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое, изо льна, с ярусом по низу",YES,N
T-2251A,Склад ИМ,IM,0.0,2.0,154236.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""черные Y и девочки"", из хлопка, с разрезами по ",YES,N
T-2324B,Склад оптовых продаж,B2B,0.0,1.0,180870.0,WH_CH_SALES_NO_STOCK,"Пальто женское, бордовое, из шелкового бархата, с расшивкой по рукавам, миди",YES,N
T-2324C,Склад оптовых продаж,B2B,0.0,1.0,180870.0,WH_CH_SALES_NO_STOCK,"Пальто женское, синее, из шелкового бархата, с расшивкой по рукавам, миди",YES,N
T-2359,Склад ИМ,IM,3.0,6.0,185950.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina"", с белой об",YES,N
T-2381,Склад ИМ,IM,1.0,2.0,60800.0,WH_STOCK_AND_CH_SALES,"Блуза-топ женская, черная, из шелка, на тонких бретельках",YES,N
T-2381,Склад оптовых продаж,B2B,0.0,3.0,60000.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женская, черная, из шелка, на тонких бретельках",YES,N
T-2401B,Склад оптовых продаж,B2B,0.0,6.0,288000.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные с принтом ""белые балерины"", из шелка, с отделкой белым кан",YES,N
T-2401B,Склад ИМ,IM,1.0,1.0,92736.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные с принтом ""белые балерины"", из шелка, с отделкой белым кан",YES,N
T-2420A,Склад ИМ,IM,0.0,1.0,129056.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая с принтом ""черные балерины"", из шелка, с отделкой черным ка",YES,N
T-2420A,Склад оптовых продаж,B2B,0.0,6.0,400800.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная с принтом ""белые балерины"", из шелка, с отделкой белым кан",YES,N
T-2470,Склад ИМ,IM,2.0,2.0,53700.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""л",YES,N
T-2472,Склад ИМ,IM,0.0,1.0,24000.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""ла",YES,N
T-2475B,Склад ИМ,IM,3.0,3.0,163305.0,WH_STOCK_AND_CH_SALES,"Рубашка женская свободного силуэта, синяя, из батиста, с вышивкой YC на кармане",YES,N
T-2480B,Склад оптовых продаж,B2B,0.0,2.0,115000.0,WH_CH_SALES_NO_STOCK,"Блуза женская, голубая с принтом ""цветы"", из хлопка, с отделкой ""лампас""",YES,N
T-2481,Склад оптовых продаж,B2B,0.0,2.0,76000.0,WH_CH_SALES_NO_STOCK,"Брюки женские, голубые с принтом ""цветы"", из хлопка",YES,N
T-2495A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",YES,N
T-2495A,Склад оптовых продаж,B2B,0.0,5.0,189000.0,WH_CH_SALES_NO_STOCK,"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",YES,N
T-2495B,Склад ИМ,IM,0.0,3.0,527150.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное с принтом ""белые балерины"", из шелка, длина миди",YES,N
T-2531,Склад оптовых продаж,B2B,0.0,4.0,256000.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом «голубые цветы», из батиста, со съемным поясом",YES,N
T-2537,Склад оптовых продаж,B2B,0.0,2.0,96000.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом «голубые цветы», из батиста, длины миди",YES,N
T-2540,Склад ИМ,IM,1.0,3.0,414423.0,WH_STOCK_AND_CH_SALES,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",YES,N
T-2540,Склад оптовых продаж,B2B,0.0,1.0,78000.0,WH_CH_SALES_NO_STOCK,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",YES,N
T-2541,Склад ИМ,IM,1.0,4.0,346968.0,WH_STOCK_AND_CH_SALES,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",YES,N
T-2541,Склад оптовых продаж,B2B,1.0,1.0,48000.0,WH_STOCK_AND_CH_SALES,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",YES,N
T-2546,Остатки ЦУМ,TSUM,0.0,6.0,1079001.76,WH_CH_SALES_NO_STOCK,"Пальто-халат женское, черное с принтом ""пион"", из шелка",YES,N
T-2546,Склад ИМ,IM,4.0,1.0,163116.0,WH_STOCK_AND_CH_SALES,"Пальто-халат женское, серое с принтом ""пион"", из шелка",YES,N
T-2547,Остатки ЦУМ,TSUM,0.0,8.0,803330.94,WH_CH_SALES_NO_STOCK,"Брюки женские, черные с принтом ""пион"", из шелка",YES,N
T-2547,Склад ИМ,IM,1.0,1.0,104328.0,WH_STOCK_AND_CH_SALES,"Брюки женские, серые с принтом ""пион"", из шелка",YES,N
T-2547,Склад оптовых продаж,B2B,0.0,1.0,48000.0,WH_CH_SALES_NO_STOCK,"Брюки женские, серые с принтом ""пион"", из шелка",YES,N
T-2556B,Склад ИМ,IM,0.0,2.0,143520.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные с принтом ""белые Y и девочки"", из шелка, с отделкой ""лампа",YES,N
T-2560A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто-халат женское, белое с принтом ""оранжевые Y"", из шелка",YES,N
T-2560B,Склад ИМ,IM,1.0,1.0,105156.0,WH_STOCK_AND_CH_SALES,"Пальто-халат женское, зеленое с принтом ""капли"", из батиста",YES,N
T-2572,Склад ИМ,IM,1.0,2.0,76450.0,WH_STOCK_AND_CH_SALES,"Блуза женская, синяя с принтом ""белые Y и девочки"", из батиста, с отделкой ""ламп",YES,N
T-2572,Склад оптовых продаж,B2B,0.0,4.0,180486.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая с принтом ""черные Y и девочки"", из батиста, с отделкой ""лам",YES,N
T-2573,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Шорты женские, синие с принтом ""белые Y и девочки"", из батиста",YES,N
T-2573A,Склад оптовых продаж,B2B,0.0,5.0,69720.0,WH_CH_SALES_NO_STOCK,"Шорты женские, белые с принтом ""оранжевые Y"", из шелка, с отделкой ""лампас""",YES,N
T-2592,Склад оптовых продаж,B2B,0.0,9.0,422613.0,WH_CH_SALES_NO_STOCK,"Свитер женский, серый, из кашемира, с расшивкой ""серая Y""",YES,N
T-2593,Склад оптовых продаж,B2B,0.0,2.0,115044.0,WH_CH_SALES_NO_STOCK,"Свитер женский, черный, из кашемира, с расшивкой ""Черный мак""",YES,N
T-2604,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка-карандаш женская, черная, из стрейч бархата",YES,N
T-2699,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, черная, из пайеточной ткани, с вышивкой ""Ласточки""",YES,N
T-2701,Склад ИМ,IM,0.0,1.0,356450.0,WH_CH_SALES_NO_STOCK,"Куртка женская, коричневая, из натуральной кожи, двубортная, с поясом",YES,N
T-2701,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Куртка женская, коричневая, из натуральной кожи, двубортная, с поясом",YES,N
T-2702,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из джерси, с аппликацией ""Цветок""",YES,N
T-2702,Склад оптовых продаж,B2B,0.0,2.0,132200.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из джерси, с аппликацией ""Цветок""",YES,N
T-2703,Склад ИМ,IM,1.0,4.0,469123.0,WH_STOCK_AND_CH_SALES,"Блуза женская, черная, из шелка, с декором ""Цветок""",YES,N
T-2704,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из крепа, с аппликацией ""Цветок""",YES,N
T-2708,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, синие, из шелкового бархата, с отделкой белым кантом",YES,N
T-2720,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто женское, бежевое, из замши, на запах",YES,N
T-2720,Склад оптовых продаж,B2B,1.0,1.0,194500.0,WH_STOCK_AND_CH_SALES,"Пальто женское, бежевое, из замши, на запах",YES,N
T-2750A,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза-топ женская, белая с принтом ""оранжевые Y"", из шелка",YES,N
T-2750B,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза-топ женская, черная, из шелка, на бретелях",YES,N
T-2751,Склад ИМ,IM,0.0,2.0,64720.0,WH_CH_SALES_NO_STOCK,"Юбка женская, синяя с принтом ""белые Y и девочки"", из хлопка, с карманами",YES,N
T-2752,Склад ИМ,IM,1.0,7.0,464702.0,WH_STOCK_AND_CH_SALES,"Блуза женская, черная с принтом "" белые Y и девочки"", из шелка, с отделкой ""ламп",YES,N
T-2753,Склад ИМ,IM,0.0,3.0,227200.0,WH_CH_SALES_NO_STOCK,"Блуза женская, синяя с принтом ""белые Y и девочки"", из хлопка, со съемным бантом",YES,N
T-2754,Склад ИМ,IM,2.0,3.0,289919.0,WH_STOCK_AND_CH_SALES,"Платье женское, черное с принтом ""белые балерины"", из шелка, на бретелях",YES,N
T-2756,Склад оптовых продаж,B2B,0.0,4.0,364000.0,WH_CH_SALES_NO_STOCK,"Свитер женский, черный, из кашемира, с расшивкой ""Россыпь""",YES,N
T-2756,Склад ИМ,IM,0.0,1.0,154007.0,WH_CH_SALES_NO_STOCK,"Свитер женский, черный, из кашемира, с расшивкой ""Россыпь""",YES,N
T-2756A,Склад ИМ,IM,1.0,2.0,379350.0,WH_STOCK_AND_CH_SALES,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",YES,N
T-2756A,Склад оптовых продаж,B2B,0.0,2.0,182000.0,WH_CH_SALES_NO_STOCK,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",YES,N
T-2756B,Склад ИМ,IM,1.0,2.0,240000.0,WH_STOCK_AND_CH_SALES,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",YES,N
T-2756B,Склад оптовых продаж,B2B,6.0,2.0,182000.0,WH_STOCK_AND_CH_SALES,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",YES,N
T-2756C,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",YES,N
T-2756C,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",YES,N
T-2756D,Склад оптовых продаж,B2B,0.0,4.0,244000.0,WH_CH_SALES_NO_STOCK,"Свитер женский, белый, из кашемира, с расшивкой ""Ласточка""",YES,N
T-2757,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, коричневые, из натуральной замши",YES,N
T-2758,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, черная, из шелка, зауженная в области колена и расширенная к низу",YES,N
T-2792,Склад ИМ,IM,0.0,1.0,204750.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""черный горох"", из шифона, с поясом",YES,N
T-2792A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платья женское, серое с принтом ""белый горох"", из шифона, с поясом",YES,N
T-2846,Склад оптовых продаж,B2B,0.0,2.0,234912.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из хлопчатобумажного бархата, с вышивкой ""Ласточки""",YES,N
T-2847,Склад оптовых продаж,B2B,0.0,2.0,214782.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из дабл-крепа, с кружевным воротником",YES,N
T-2856,Склад оптовых продаж,B2B,0.0,2.0,181800.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое, из шифона, с вышивкой по горловине",YES,N
T-2857,Склад оптовых продаж,B2B,0.0,2.0,181800.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из вискозы, с вышивкой «Цветок»",YES,N
T-2858,Склад оптовых продаж,B2B,0.0,2.0,162800.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из вискозы, с отделкой ""белый лампас"" и вышивкой ""Цветок",YES,N
T-2861,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, белая с принтом ""цветы"", из трикотажа",YES,N
T-2865A,Склад ИМ,IM,0.0,1.0,233887.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное с принтом ""белый горох"", из хлопка, с пелериной",YES,N
