fabric_id,name,fabric_code,qty,amount_rub,unit_cost_rub,source_file,source_file_id,as_of,so_t,abc_rank,abc_value_rub,abc_cum_share_pct,abc_band
FAB-1070,Шифон бежевый креповый 18-012,18-012,3.0,5280.0,1760.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1005,5280.0,96.94,C
FAB-122,"Вечерняя ткань, черно-фиолетовые пайетки, мелкие 12-048",12-048,10.5,5250.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1006,5250.0,96.96,C
FAB-334,"Сетка, белая горошек белый 1см 22-009",22-009,10.5,5250.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1007,5250.0,96.97,C
FAB-339,"Сетка, коричневая 22-024",22-024,17.5,5250.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1008,5250.0,96.99,C
FAB-366,Синтетическая ткань красный 20-012,20-012,7.5,5250.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1009,5250.0,97.01,C
FAB-1058,"Шелк, золотой 16-009",16-009,3.5,5250.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1010,5250.0,97.03,C
FAB-617,"Х/Б штапель, черный 4Ш-010",,13.0,5200.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1011,5200.0,97.04,C
FAB-840,"Шерсть, серый 8-O-009",,2.6,5200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1012,5200.0,97.06,C
FAB-841,"Шерсть, серый 8-O-011",,2.6,5200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1013,5200.0,97.08,C
FAB-965,Бязь макетная 4-007,4-007,50.7,5119.69,100.98,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1014,5119.69,97.1,C
FAB-49,"Батист серо-бежевый атласный, 4-028",4-028,7.3,5110.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1015,5110.0,97.11,C
FAB-116,"Вечерняя ткань, трикотаж с люрексом серебро 12-071",12-071,17.0,5100.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1016,5100.0,97.13,C
FAB-475,"Трикотаж, рибана, черный 23-064",23-064,10.2,5100.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1017,5100.0,97.15,C
FAB-500,Х/Б батист микс крупный белый 4А-039,,5.1,5100.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1018,5100.0,97.16,C
FAB-1315,"Шерсть пальтовая, графит 9-004",9-004,1.7,5100.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1019,5100.0,97.18,C
FAB-1337,Шифон темно-синий 18-021,18-021,5.6,5040.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1020,5040.0,97.2,C
FAB-540,"Х/Б кайма,Yanina белая, 4А-107",,3.35,5025.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1021,5025.0,97.21,C
FAB-356,Синтетическая ткань  бордовый эко-шелк 20-021,20-021,10.0,5000.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1022,5000.0,97.23,C
FAB-502,Х/Б батист микс крупный черный 4А-040,,5.0,5000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1023,5000.0,97.25,C
FAB-833,"Шерсть, красный 8-O-002",,2.5,5000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1024,5000.0,97.26,C
FAB-997,Х/Б батист девочки Y на черном 4А-035,,5.0,5000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1025,5000.0,97.28,C
FAB-999,Х/Б батист микс крупный синий 4А-041,,5.0,5000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1026,5000.0,97.3,C
FAB-1052,"Шелк-кади, морская волна 16А-007",,2.0,5000.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1027,5000.0,97.32,C
FAB-1317,"Шерсть-кучерелли, розовый 8-053",8-053,2.0,5000.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1028,5000.0,97.33,C
FAB-298,"Органза, черный 21-026",21-026,16.6,4980.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1029,4980.0,97.35,C
FAB-291,"Органза, розовая 21-029",21-029,6.2,4960.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1030,4960.0,97.37,C
FAB-159,"Дюшес, золотой 5-003",5-003,2.25,4950.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1031,4950.0,97.38,C
FAB-257,"Кружево, черный 13-029",13-029,3.0,4950.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1032,4950.0,97.4,C
FAB-1192,"Кружево, белый 13-097",13-097,4.95,4950.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1033,4950.0,97.41,C
FAB-1194,"Кружево, молочный 13-045",13-045,3.0,4950.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1034,4950.0,97.43,C
FAB-471,"Трикотаж, рибана, розовый 23-070",23-070,9.8,4900.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1035,4900.0,97.45,C
FAB-275,"Мех, черный, короткий ворс 25-001",25-001,2.2,4840.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1036,4840.0,97.46,C
FAB-528,"Х/Б горошек, белый фон, 4А-088",,4.0,4840.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1037,4840.0,97.48,C
FAB-756,"Шелк, серый 16-007",16-007,2.2,4840.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1038,4840.0,97.5,C
FAB-101,"Вечерняя ткань, на темной сетке серебро 12-052",12-052,8.0,4800.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1039,4800.0,97.51,C
FAB-113,"Вечерняя ткань, трикотаж с люрексом бежевый 12-072",12-072,16.0,4800.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1040,4800.0,97.53,C
FAB-458,Трикотаж цветной 23-051,23-051,6.0,4800.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1041,4800.0,97.54,C
FAB-489,Х/Б батист балет на черном 4А-031,,4.8,4800.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1042,4800.0,97.56,C
FAB-507,Х/Б батист полоски к синим каплям  4А-028,,3.2,4800.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1043,4800.0,97.58,C
FAB-1232,"Х/Б горошек крупный, розовый фон, 4А-093",,3.9,4719.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1044,4719.0,97.59,C
FAB-532,Х/Б желтые цветы 4П-021,,5.2,4680.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1045,4680.0,97.61,C
FAB-504,"Х/Б батист полоска бел/синяя/белая 1,2/2/1,2 4А-048",,4.65,4650.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1046,4650.0,97.62,C
FAB-563,Х/Б синии листья на белом 4П-012,,7.75,4650.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1047,4650.0,97.64,C
FAB-1302,"Шелк, серый 16-006",16-006,3.1,4650.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1048,4650.0,97.66,C
FAB-569,Х/Б туфельки 4П-016,,11.6,4640.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1049,4640.0,97.67,C
FAB-1250,Х/Б Хлопок девочки Y синий 4А-057,,3.2,4640.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1050,4640.0,97.69,C
FAB-225,"Кружево, коричневый 13-012",13-012,2.8,4620.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1051,4620.0,97.7,C
FAB-1182,"Джерси, черный 23-031",23-031,3.8,4560.0,1200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1052,4560.0,97.72,C
FAB-121,"Вечерняя ткань, трикотаж с люрексом черный 12-078",12-078,15.0,4500.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1053,4500.0,97.73,C
FAB-294,"Органза, синий 21-001",21-001,9.0,4500.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1054,4500.0,97.75,C
FAB-358,Синтетическая ткань бежевый эко-шелк 20-018,20-018,9.0,4500.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1055,4500.0,97.76,C
FAB-424,Трикотаж бежевый 23-038,23-038,9.0,4500.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1056,4500.0,97.78,C
FAB-449,Трикотаж синий джерси 23-041,23-041,5.0,4500.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1057,4500.0,97.79,C
FAB-598,Х/Б черно-белые кружки 4П-026,,5.0,4500.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1058,4500.0,97.81,C
FAB-779,"Шерсть пальтовая, розовый 9-О-001",,1.5,4500.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1059,4500.0,97.82,C
FAB-1055,"Шелк, голубой 16-018",16-018,3.0,4500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1060,4500.0,97.84,C
FAB-1061,"Шелк, розовый 16-023",16-023,3.0,4500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1061,4500.0,97.85,C
FAB-1064,"Шелк, фиолетовый 16-036",16-036,3.0,4500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1062,4500.0,97.87,C
FAB-1291,"Шелк, желтый 16-030",16-030,3.0,4500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1063,4500.0,97.88,C
FAB-1295,"Шелк, красный, без стрейча 16-040",16-040,3.0,4500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1064,4500.0,97.9,C
FAB-1325,Шифон зеленый 18-024,18-024,5.0,4500.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1065,4500.0,97.91,C
FAB-1328,Шифон красный 18-036,18-036,5.0,4500.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1066,4500.0,97.93,C
FAB-331,"Сетка, белая 22-Ж-002",,44.5,4448.22,99.96,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1067,4448.22,97.94,C
FAB-1025,Х/Б Хлопок полоски роз/зел/роз 4А-074,,3.0,4443.75,1481.25,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1068,4443.75,97.96,C
FAB-289,"Органза, красный 21-028",21-028,14.7,4410.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1069,4410.0,97.97,C
FAB-316,"Парча, серебряный 15-016",15-016,2.2,4400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1070,4400.0,97.99,C
FAB-354,"Сетка, черный 22-022",22-022,4.0,4400.0,1100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1071,4400.0,98.0,C
FAB-342,"Сетка, розовый 22-053",22-053,43.8,4380.0,100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1072,4380.0,98.02,C
FAB-1032,"Шелк белый, принт микс крупный 17A-029",,1.5,4350.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1073,4350.0,98.03,C
FAB-1035,"Шелк белый, принт полоски серые 17A-055",,1.5,4350.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1074,4350.0,98.05,C
FAB-1038,"Шелк голубой, принт микс средний 17A-022",,1.5,4350.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1075,4350.0,98.06,C
FAB-1041,"Шелк розовый, принт микс крупный 17A-028",,1.5,4350.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1076,4350.0,98.08,C
FAB-362,Синтетическая ткань голубой 20-007,20-007,6.2,4340.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1077,4340.0,98.09,C
FAB-61,Бязь макетная 4-007,4-007,42.5,4291.64,100.98,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1078,4291.64,98.1,C
FAB-262,"Лен бирюзовый, 3-003",3-003,5.7,4275.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1079,4275.0,98.12,C
FAB-282,"Органза, голубой 21-027",21-027,14.25,4275.0,300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1080,4275.0,98.13,C
FAB-86,Вечерняя ткань синие пайетки на сетке 12-069,12-069,7.1,4260.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1081,4260.0,98.15,C
FAB-713,"Шелк-кади, зеленый 16А-009",,1.7,4250.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1082,4250.0,98.16,C
FAB-1153,"Бархат стрейч, светло-серый 6-048",6-048,10.35,4243.5,410.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1083,4243.5,98.18,C
FAB-35,"Бархат шелк, бордовый 6-018",6-018,3.25,4225.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1084,4225.0,98.19,C
FAB-76,Вечерняя ткань зеленое с пайетками 12-040,12-040,6.0,4200.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1085,4200.0,98.2,C
FAB-288,"Органза, красный 21-004",21-004,5.25,4200.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1086,4200.0,98.22,C
FAB-361,Синтетическая ткань бордовый эко-шелк 20-032,20-032,8.4,4200.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1087,4200.0,98.23,C
FAB-606,"Х/Б штапель, бежевый 4Ш-002",,10.5,4200.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1088,4200.0,98.25,C
FAB-824,"Шерсть, голубой в крапинку 8-O-006",,2.1,4200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1089,4200.0,98.26,C
FAB-1183,"Джинсовая ткань, молочная 4-042",4-042,5.1,4186.05,820.79,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1090,4186.05,98.27,C
FAB-93,Вечерняя ткань черный коричневый бисер 12-001,12-001,1.9,4180.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1091,4180.0,98.29,C
FAB-1160,"Бархат шелк, серый 6-031",6-031,3.2,4160.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1092,4160.0,98.3,C
FAB-1161,"Бархат шелк, фиолетовый 6-038",6-038,3.2,4160.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1093,4160.0,98.32,C
FAB-455,Трикотаж футер серый 23-019,23-019,6.9,4140.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1094,4140.0,98.33,C
FAB-83,Вечерняя ткань розовое кружево вышитое 12-039,12-039,5.9,4130.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1095,4130.0,98.34,C
FAB-1331,"Шифон розовый ""любовь"" 18-031",18-031,4.5,4050.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1096,4050.0,98.36,C
FAB-197,"Кружево, белый 13-003",13-003,2.45,4042.5,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1097,4042.5,98.37,C
FAB-219,"Кружево, золотой 13-013",13-013,2.45,4042.5,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1098,4042.5,98.38,C
FAB-450,Трикотаж темно-синий 23-034,23-034,5.0,4000.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1099,4000.0,98.4,C
FAB-478,"Трикотаж, темно-синий 23-029",23-029,5.0,4000.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1100,4000.0,98.41,C
FAB-494,Х/Б батист девочки Y на синем 4А-036,,4.0,4000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1101,4000.0,98.42,C
FAB-620,"Х/Б, белый 4-017",4-017,8.0,4000.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1102,4000.0,98.44,C
FAB-844,"Шерсть, серый в полоску 8-O-004",,2.0,4000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1103,4000.0,98.45,C
FAB-846,"Шерсть, синий 8-O-003",,2.0,4000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1104,4000.0,98.46,C
FAB-853,"Шерсть, темно-синий 8-O-013",,2.0,4000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1105,4000.0,98.48,C
FAB-855,"Шерсть, фиолетовый 8-O-010",,2.0,4000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1106,4000.0,98.49,C
FAB-390,Тафта искусственная черная 2-И-003,,7.7,3917.76,508.8,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1107,3917.76,98.5,C
FAB-866,"Шерсть, черный в крапинку 8-O-015",,2.6,3900.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1108,3900.0,98.52,C
FAB-380,Синтетическая ткань цветной атлас  20-036,20-036,7.7,3850.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1109,3850.0,98.53,C
FAB-987,Синтетическая ткань черный- атлас плотный 20-028,20-028,3.5,3850.0,1100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1110,3850.0,98.54,C
FAB-115,"Вечерняя ткань, трикотаж с люрексом бронзовая 12-063",12-063,4.8,3840.0,800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1111,3840.0,98.56,C
FAB-611,"Х/Б штапель, коралловый 4Ш-012",,9.6,3840.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1112,3840.0,98.57,C
FAB-346,"Сетка, телесная пшенка черная 22-004",22-004,7.6,3800.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1113,3800.0,98.58,C
FAB-961,"Бархат х/б, светло-голубой 6-013",6-013,2.3,3795.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1114,3795.0,98.59,C
FAB-474,"Трикотаж, рибана, фуксия 23-075",23-075,7.5,3750.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1115,3750.0,98.61,C
FAB-1056,"Шелк, голубой 16-019",16-019,2.5,3750.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1116,3750.0,98.62,C
FAB-369,Синтетическая ткань красный-морковный 20-005,20-005,5.3,3710.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1117,3710.0,98.63,C
FAB-426,Трикотаж бежевый масло  23-009,23-009,7.4,3700.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1118,3700.0,98.64,C
FAB-1230,Х/Б батист микс крупный синий 4А-041,,3.7,3700.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1119,3700.0,98.66,C
FAB-523,Х/Б большие цветы оранжевый 4П-010,,4.1,3690.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1120,3690.0,98.67,C
FAB-170,"Креп синтетический, бежевый 10А-003",,7.35,3675.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1121,3675.0,98.68,C
FAB-473,"Трикотаж, рибана, серый 23-067",23-067,7.3,3650.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1122,3650.0,98.69,C
FAB-1057,"Шелк, зеленый 16-035",16-035,2.5,3635.51,1454.2,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1123,3635.51,98.71,C
FAB-619,"Х/Б, бежевый 4-015",4-015,10.3,3605.0,350.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1124,3605.0,98.72,C
FAB-570,"Х/Б фуксия, 4-041",4-041,9.0,3600.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1125,3600.0,98.73,C
FAB-573,Х/Б хкрасный штапель с цветами 4П-007,,6.0,3600.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1126,3600.0,98.74,C
FAB-616,"Х/Б штапель, фуксия 4Ш-007",,9.0,3600.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1127,3600.0,98.75,C
FAB-1224,Тафта искусственная черная 2-И-003,,7.0,3561.6,508.8,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1128,3561.6,98.77,C
FAB-239,"Кружево, розовый 13-071",13-071,1.1,3520.0,3200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1129,3520.0,98.78,C
FAB-348,"Сетка, трикотажная светло-бежевая 22-059",22-059,3.2,3520.0,1100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1130,3520.0,98.79,C
FAB-1288,"Шелк, бирюзовый 16-041",16-041,2.2,3520.0,1600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1131,3520.0,98.8,C
FAB-343,"Сетка, салатовый 22-034",22-034,34.8,3480.0,100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1132,3480.0,98.81,C
FAB-1285,"Шелк черный, принт грибы 17A-010",,1.2,3480.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1133,3480.0,98.83,C
FAB-571,Х/Б хаки с цветами 4П-008,,5.75,3450.0,600.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1134,3450.0,98.84,C
FAB-1343,"Шифон, серый с принтом ""розовые листья"" 19A-017",,1.5,3450.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1135,3450.0,98.85,C
FAB-276,"Органза жатая, белый 21-015",21-015,2.0,3400.0,1700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1136,3400.0,98.86,C
FAB-67,"Вечерняя ткань белая сетка с перьями, расшивкой пайетками 12-090",12-090,0.45,3375.0,7500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1137,3375.0,98.87,C
FAB-525,"Х/Б вышитый  мелкими ромбиками, 4-011",4-011,4.8,3360.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1138,3360.0,98.88,C
FAB-565,"Х/Б синий плотный, 4-033",4-033,8.4,3360.0,400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,1139,3360.0,98.89,C
