article_norm,article_family,person_sources,person_lines_n,person_years,clients_sample,products_sample,cost_rub_sum_indicative,cost_lines_n,hours_sum,in_collection_sales,collection_sale_eur,collection_link_coverage,collection_priority,in_sku_master,in_stock_cost,bridge_value,so_t,do_not_auto_accept
0-3095,GOODS_STYLE,zhukova,4,2024,,НАКИДКА|ПАЛАНТИН,29631.0,3,,Y,1870.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3092,GOODS_STYLE,zhukova,4,2024,,НАКИДКА|ПАЛАНТИН,17246.0,3,,Y,3220.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3088,GOODS_STYLE,embroidery|zhukova,4,2024|2024-2026,Жукова,КЕЙП|КЕЙП С ДЕКОРОМ|кейп,10857.0,1,8.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3080,GOODS_STYLE,zhukova,4,2024,,ПЛАТЬЕ,12477.0,2,,Y,6580.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3024,GOODS_STYLE,embroidery|zhukova,4,2024|2024-2026,Резеда,ЮБКА|платье,7140.0,3,6.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
Т-1418,GOODS_STYLE,merkushina,4,ИМ|Площадки,,Пуловер бархат|Пуловер стрейч-бархат черный,65926.87,4,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2472,GOODS_STYLE,merkushina,4,ИМ|Площадки,,Брюки джерси|Брюки футер с принтом|Брюки футер черный,30490.5,4,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2973,GOODS_STYLE,embroidery|merkushina,4,2024-2026|ИМ|Площадки,ЦУМ,"Рубашка белый
вышивка на кармане|Рубашка с вышивка на кармане|рубашка",14130.77,2,4.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-2973А,GOODS_STYLE,merkushina,4,ИМ|Площадки,,"Рубашка розовый 
вышивка на карман|Рубашка с вышивка на кармане",20180.37,4,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2984,GOODS_STYLE,embroidery|merkushina,4,2024-2026|Площадки,ЦУМ,Куртка черный/белый дубленка 100%|дубленка,302202.79,1,19.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-2988,GOODS_STYLE,merkushina,4,ИМ|Площадки,,Брюки палаццо из тонкой шерсти|Брюки палаццо черные|Брюки черные 100% шерсть,56856.48,4,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3102,GOODS_STYLE,embroidery|merkushina,4,2024-2026|ИМ|Площадки,МД|ЦУМ,Пальто из темно-синего шелкового бархата|пальто халат,33287.96,2,28.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-3179A,GOODS_STYLE,embroidery|merkushina,4,2024-2026|ИМ|Площадки,ЦУМ горох,"футболка|футболка с вышивкой ""горох"", белый хлопо",20076.0,2,13.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3359,GOODS_STYLE,embroidery|merkushina,4,2024-2026|ИМ,Меркушина Т,Блуза пижамная из экошелка|жакет,3128.98,1,7.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3348,GOODS_STYLE,merkushina,4,ИМ,,Брюки бархатные|Брюки палаццо  из стрейч-бархата,8678.88,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
18-16,COLLECTION_STYLE,embroidery|mokeeva,4,2024-2026|2025,Элиза Дубай,"платье|платье""листья""",25435.0,1,37.5,N,,,,N,N,ORPHAN_COST,N,YES
39-12,COLLECTION_STYLE,embroidery|mokeeva,4,2024-2026|2025,Кузнецова О|Кулишова,"кафтан|кафтан""разводы""",22581.0,1,13.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3299,GOODS_STYLE,mokeeva,4,2025|2026,МД повтор НГ|НГ капсула,платье|платье S|платье М,100064.8,4,,Y,2352.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3069А,GOODS_STYLE,embroidery|mokeeva,4,2024-2026|2025,Ушакова,топ,11532.0,1,5.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3391,GOODS_STYLE,embroidery|mokeeva,4,2024-2026|2026,Круиз|Круиз 26,платье,56020.0,1,9.5,Y,5220.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3427А,GOODS_STYLE,mokeeva,4,2026,МД,блуза перья,186416.0,4,,N,,,,N,N,ORPHAN_COST,N,YES
0-3032A,GOODS_STYLE,embroidery,4,2024-2026,Жукова,"юбка""Герда""",,0,9.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3032B,GOODS_STYLE,embroidery,4,2024-2026,Жукова,"юбка""Герда""",,0,9.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3021,GOODS_STYLE,embroidery,4,2024-2026,Жукова,жакет,,0,22.2,Y,2240.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3042,GOODS_STYLE,embroidery,4,2024-2026,Жукова,блуза,,0,19.9,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3034А,GOODS_STYLE,embroidery,4,2024-2026,Жукова,блуза,,0,6.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3003,GOODS_STYLE,embroidery,4,2024-2026,Запас|Коллекция|Хоба,платье,,0,53.5,Y,3060.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-2940,GOODS_STYLE,embroidery,4,2024-2026,ЦУМ,платье,,0,12.5,N,,,,N,N,ORPHAN_COST,N,YES
38-02,COLLECTION_STYLE,embroidery,4,2024-2026,Харитонова,платье,,0,38.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-2847,GOODS_STYLE,embroidery,4,2024-2026,ЦУМ,платье,,0,34.5,N,,,,N,N,ORPHAN_COST,N,YES
44-02,COLLECTION_STYLE,embroidery,4,2024-2026,Коган,юбка,,0,74.5,Y,9895.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3291А,GOODS_STYLE,embroidery,4,2024-2026,Капсула,блузон(мех),,0,7.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-3179А,GOODS_STYLE,embroidery,4,2024-2026,ЦУМ|ЦУМ горох,футболка,,0,27.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3413,GOODS_STYLE,embroidery,4,2024-2026,Круиз,плате|платье,,0,6.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3315,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2026,Жукова А.,ПАЛЬТО|пальто,14167.0,2,2.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3332,GOODS_STYLE,zhukova,3,2026,,МИТЕНКИ,12459.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3351,GOODS_STYLE,zhukova,3,2026,,РУБАШКА,14617.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3397,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2026,Жукова|Жукова А.,ПЛАТЬЕ|блуза,7000.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3380,GOODS_STYLE,mokeeva|zhukova,3,2026,Гонтова|Круиз 26,ПЛАТЬЕ|платье|платье н/п,26461.0,2,,Y,1176.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3371С,GOODS_STYLE,mokeeva|zhukova,3,2026,Влада|Гонтова,БЛУЗА|рубашка,13638.0,2,,Y,2376.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3371А,GOODS_STYLE,mokeeva|zhukova,3,2026,Резеда,БЛУЗА|рубашка,15067.0,3,,Y,3928.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3372А,GOODS_STYLE,mokeeva|zhukova,3,2026,Резеда,БРЮКИ|брюки,8073.0,3,,Y,2713.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3059,GOODS_STYLE,zhukova,3,2024|2025,,БРЮКИ,3637.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3085,GOODS_STYLE,zhukova,3,2024|2025,,ПЕРЧАТКИ,2434.0,2,,Y,3010.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3055А,GOODS_STYLE,merkushina|zhukova,3,2025|ИМ,,БЛУЗА|Рубашка шелк Черный Игрик хаотичный,19876.85,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3077А,GOODS_STYLE,zhukova,3,2025,,БЛУЗА|ЛОНГСЛИВ,5060.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3123,GOODS_STYLE,mokeeva|zhukova,3,2025,Чилингарова,БРЮКИ|брюки н/п,17763.0,3,,Y,960.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-1487,GOODS_STYLE,merkushina|zhukova,3,2025|ИМ,,ЮБКА|Юбкасеребро Пайетки,7941.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3137,GOODS_STYLE,zhukova,3,2025,,КИМОНО|ПАЛЬТО,26882.0,3,,Y,3348.0,SKU_ONLY,MED,Y,N,SUPPORTS_COLLECTION,N,YES
0-3165,GOODS_STYLE,zhukova,3,2025,,ПЛАТЬЕ|ПОЯС,20404.0,3,,Y,3060.0,SKU_ONLY,MED,Y,N,SUPPORTS_COLLECTION,N,YES
0-3110В,GOODS_STYLE,mokeeva|zhukova,3,2025,Кулишова М,БРЮКИ|брюки,20779.0,3,,Y,3000.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3162,GOODS_STYLE,zhukova,3,2025,,КИМОНО,15414.0,3,,Y,1576.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3164,GOODS_STYLE,zhukova,3,2025,,ТОП,3944.0,2,,Y,536.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3145,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2025,Жукова,ПЛАТЬЕ|платье,8250.0,2,7.0,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3124,GOODS_STYLE,zhukova,3,2025,,ПЛАТЬЕ|ШОРТЫ,7665.0,3,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3121А,GOODS_STYLE,mokeeva|zhukova,3,2025,Филимонова,ПЛАТЬЕ|сарафан,27889.0,3,,Y,2970.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3043А,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2025,Жукова,БЛУЗА|поло,5091.0,2,2.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3146,GOODS_STYLE,zhukova,3,2025,,РУБАШКА,8054.0,3,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3133,GOODS_STYLE,mokeeva|zhukova,3,2025,Филимонова,ЖИЛЕТ|платье,12717.0,3,,Y,1629.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-2032,GOODS_STYLE,mokeeva|zhukova,3,2025,Батурина,БЛУЗА|куртка батист,18318.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2037,GOODS_STYLE,mokeeva|zhukova,3,2025,Батурина,БРЮКИ|брюки батист,12730.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3148,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2025,Жукова,ПЛАТЬЕ|платье,22589.0,2,3.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3138,GOODS_STYLE,zhukova,3,2025,,МАЙКА|ПЛАТЬЕ|ЮБКА,10050.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3168В,GOODS_STYLE,mokeeva|zhukova,3,2025,Кулишова Н,РУБАШКА|рубашка,14738.0,3,,Y,5609.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3147,GOODS_STYLE,mokeeva|zhukova,3,2025,Сиротова,ПЛАТЬЕ|платье,20621.0,3,,Y,1402.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3183,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2025,Жукова,ЮБКА|свитшот,16894.0,2,1.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2854А,GOODS_STYLE,zhukova,3,2025,,КАФТАН,25800.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3234,GOODS_STYLE,mokeeva|zhukova,3,2025,повтор осен. капсулы 25,ПЛАТЬЕ|платье М,53735.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3192,GOODS_STYLE,mokeeva|zhukova,3,2025,Уланова И|осен.капсула 25,КЕЙП|мех|накидка,55487.0,3,,Y,16120.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3259,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2025,Капсула,ПЛАТОК|платок,872.0,1,1.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3261,GOODS_STYLE,mokeeva|zhukova,3,2025,Ищеева Е|Медведева,ГАРЖЕТКА|накидка горжетка,17710.0,3,,Y,5390.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3250,GOODS_STYLE,mokeeva|zhukova,3,2025,Вита,ПЕРЕДЕЛКА юбка|ЮБКА,8776.0,3,,Y,1950.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3251,GOODS_STYLE,zhukova,3,2025,,БЛУЗА|ТОП,20734.0,3,,Y,900.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3281,GOODS_STYLE,embroidery|zhukova,3,2024-2026|2025,Жукова,ПЛАТЬЕ|платье,22077.0,2,4.0,Y,4060.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3307А,GOODS_STYLE,mokeeva|zhukova,3,2025,Резеда,ПЛАТЬЕ|платье,26318.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3098,GOODS_STYLE,zhukova,3,2024|2025,,ПЕРЧАТКИ,7677.0,2,,Y,1504.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2007А,GOODS_STYLE,zhukova,3,2024,,БРЮКИ,2875.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2137,GOODS_STYLE,zhukova,3,2024,,БЛУЗА,2931.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3093,GOODS_STYLE,zhukova,3,2024,,КОЛЬЕ|МАНИШКА|ПАЛАНТИН,20817.0,1,,Y,6300.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2471,GOODS_STYLE,zhukova,3,2024,,БРЮКИ|СВИТШОТ,8817.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3081,GOODS_STYLE,zhukova,3,2024,,КЕЙП|НАКИДКА,33763.0,1,,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3084,GOODS_STYLE,zhukova,3,2024,,КЕЙП|КЕЙП С БОА,21397.0,1,,Y,3360.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3029,GOODS_STYLE,merkushina|zhukova,3,2024|Площадки,,БРЮКИ|Брюки шелковые  на резинке,7550.0,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
Т-2699,GOODS_STYLE,embroidery|zhukova,3,2024|2024-2026,интернет магазин,ЮБКА|юбка,,0,11.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3091,GOODS_STYLE,zhukova,3,2024,,ТОП,,0,,N,,,,N,N,ORPHAN_COST,N,YES
0-3089,GOODS_STYLE,embroidery|zhukova,3,2024|2024-2026,Янина Даша,КЕЙП|КЕЙП С ДЕКОРОМ|кейп,11854.0,2,3.0,Y,2727.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3079,GOODS_STYLE,zhukova,3,2024,,ПЛАТЬЕ,9694.0,2,,Y,4480.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3096А,GOODS_STYLE,mokeeva|zhukova,3,2024|2025,Казьмина|Панченко,ТОП|топ,27607.0,3,,Y,950.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-2470,GOODS_STYLE,merkushina,3,ИМ|Площадки,,Юбка джерси|Юбка футер черный,34940.1,3,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2359,GOODS_STYLE,merkushina,3,ИМ|Площадки,,"Пуловер сердце
черный|Свитшот джерси Сердце",48855.27,3,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2359А,GOODS_STYLE,merkushina,3,ИМ|Площадки,,"Пуловер дерево
черный|Свитшот джерси Дерево",50449.9,3,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2865A,GOODS_STYLE,merkushina,3,ИМ|Площадки,,Платье из батиста|Платье из батиста (переделка готового пл,82913.16,3,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3152B,GOODS_STYLE,merkushina,3,ИМ|Площадки,,"кафтан длинный, с вышивкой ""папайя"", бат",84846.96,3,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3152A,GOODS_STYLE,merkushina,3,ИМ|Площадки,,"кафтан длинный, с вышивкой ""перец"", бати",77067.21,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3184,GOODS_STYLE,embroidery|merkushina,3,2024-2026|ИМ,,Бомбер из бархата с оборками из тафты на|блузон,4683.7,1,3.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
Т-2936,GOODS_STYLE,embroidery|merkushina,3,2024-2026|ИМ,ЦУМ|интернет магазин,"Жакет Черный
Шелковый бархат|жакет",11711.18,1,4.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3340,GOODS_STYLE,merkushina,3,ИМ,,Блуза с рукавом летучая мышь|Блуза с рукавом летучая мышь из натураль,32178.33,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3341,GOODS_STYLE,merkushina|mokeeva,3,2026|ИМ,ИМ,Брюки зауженные|Брюки зауженные из костюмной ткани|брюки,19684.13,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3342,GOODS_STYLE,merkushina,3,ИМ,,Брюки  прямые из костюмной ткани|Брюки прямые,9179.26,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3355,GOODS_STYLE,merkushina|mokeeva,3,2026|ИМ,ИМ,Блуза из натурального шифона без подклад|Блуза из шифона без подклада|блуза,91915.7,3,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
ИМ-3042,GOODS_STYLE,embroidery|mokeeva,3,2024-2026|2025,Запас|Хоба,блуза,14260.0,1,1.5,N,,,,N,N,ORPHAN_COST,N,YES
0-2050,GOODS_STYLE,mokeeva,3,2025,Батурина|Кузнецова О,пальто-халат|шорты|шорты батист,16210.0,3,,Y,329.0,FULL,LOW,Y,Y,SUPPORTS_COLLECTION,N,YES
29-15,COLLECTION_STYLE,mokeeva,3,2025,Влада|Луковникова,кейп|платье,78027.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
40-02,COLLECTION_STYLE,embroidery|mokeeva,3,2024-2026|2025,Ева Матвеевна|Матвеева,жакет,19535.0,1,24.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3272,GOODS_STYLE,mokeeva,3,2025|2026,Гонтова|Кузьмич|осен.капсула 25,юбка|юбка н/п,60078.0,3,,Y,2064.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-1283,GOODS_STYLE,mokeeva,3,2025,Баткаева Н|Влада|Воронина,брюки|брюки н/п,32942.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3310,GOODS_STYLE,mokeeva,3,2025,Казьмина А|Элисо,ПЕРЕДЕЛКА топа|топ н/п|топ со стойкой,30320.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3327,GOODS_STYLE,mokeeva,3,2026,Кузьмич М|МД пижамы,рубашка пжамная|рубашка пижамная,136699.6,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3333,GOODS_STYLE,mokeeva,3,2026,МД запуск,пальто б/п L|пальто б/п S,134907.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3334,GOODS_STYLE,mokeeva,3,2026,МД запуск|Шелудченко,брюки|брюки н/п L|брюки н/п S,53338.0,3,,N,,,,N,N,ORPHAN_COST,N,YES
0-3408,GOODS_STYLE,embroidery|mokeeva,3,2024-2026|2026,Круиз|Круиз 26,бомбер,26952.0,1,13.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3381,GOODS_STYLE,embroidery|mokeeva,3,2024-2026|2026,Круиз|Круиз 26,платье,64590.0,1,9.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3368А,GOODS_STYLE,mokeeva,3,2026,Владимирова|Кулишова|Чилингарова,блуза|блузон,21233.0,1,,Y,5428.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3369А,GOODS_STYLE,mokeeva,3,2026,Владимирова|Кулишова|Чилингарова,брюки,15660.0,1,,Y,3900.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
43-08,COLLECTION_STYLE,embroidery|mokeeva,3,2024-2026|2026,Борисевич|Геращенко,боди|жакет,65394.0,1,39.0,Y,30721.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
48-01,COLLECTION_STYLE,embroidery|mokeeva,3,2024-2026|2026,Коллекция|Коллекция 48,платье|шорты,704.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
48-03,COLLECTION_STYLE,embroidery|mokeeva,3,2024-2026|2026,Коллекция|Коллекция 48,брюки|комбинезон,,0,2.0,N,,,,N,N,ORPHAN_COST,N,YES
48-05,COLLECTION_STYLE,mokeeva,3,2026,Коллекция 48,камзол|корсет|шорты,,0,,N,,,,N,N,ORPHAN_COST,N,YES
25-16,COLLECTION_STYLE,embroidery,3,2024-2026,Повтор,платье,,0,230.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2665,GOODS_STYLE,embroidery,3,2024-2026,ЦУМ,блуза,,0,8.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
18-15,COLLECTION_STYLE,embroidery,3,2024-2026,Элиза Дубай,куртка,,0,22.5,N,,,,N,N,ORPHAN_COST,N,YES
0-2163А,GOODS_STYLE,embroidery,3,2024-2026,Сиротина,платье,,0,16.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3222С,GOODS_STYLE,embroidery,3,2024-2026,Запас|Капсула,свитер,,0,109.5,Y,2080.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
31-34,COLLECTION_STYLE,embroidery,3,2024-2026,Якунина,платье,,0,44.0,N,,,,N,N,ORPHAN_COST,N,YES
36-17,COLLECTION_STYLE,embroidery,3,2024-2026,Ищеева,Платье|платье,,0,7.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3388,GOODS_STYLE,embroidery,3,2024-2026,Жукова|Меркушина Т,пояс,,0,6.0,Y,960.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
41-08,COLLECTION_STYLE,embroidery,3,2024-2026,Борисевич,жакет,,0,74.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3317,GOODS_STYLE,zhukova,2,2026,,ПАЛЬТО,28247.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3313А,GOODS_STYLE,zhukova,2,2026,,ПАЛЬТО,24975.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3331,GOODS_STYLE,zhukova,2,2026,,БРАСЛЕТЫ,3720.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3314В,GOODS_STYLE,zhukova,2,2026,,ПАЛЬТО,42667.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3352,GOODS_STYLE,mokeeva|zhukova,2,2026,Хачатрян Т,ЮБКА|жакет н/п,47396.2,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3353,GOODS_STYLE,mokeeva|zhukova,2,2026,Хачатрян Т,ЖАКЕТ|юбка,36926.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3362,GOODS_STYLE,zhukova,2,2026,,ТОП,1637.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3367,GOODS_STYLE,mokeeva|zhukova,2,2026,Влада,ШОРТЫ|шорты-юбка,17849.0,2,,Y,752.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3405,GOODS_STYLE,zhukova,2,2026,,ЛЕКАЛА|САРАФАН,12197.0,2,,Y,6979.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3406,GOODS_STYLE,zhukova,2,2026,,ЛЕКАЛА|ПЛАТЬЕ,11484.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3376,GOODS_STYLE,embroidery|zhukova,2,2024-2026|2026,Жукова,ЮБКА|пояс,740.0,1,3.0,Y,603.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3389,GOODS_STYLE,zhukova,2,2026,,БЛУЗА|ЛЕКАЛА,1871.0,2,,Y,900.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3415,GOODS_STYLE,zhukova,2,2026,,БЛУЗА|ЛЕКАЛА,2325.0,2,,Y,469.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3374,GOODS_STYLE,zhukova,2,2026,,БЛУЗА|ЛЕКАЛА,3185.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3375,GOODS_STYLE,zhukova,2,2026,,ЛЕКАЛА|ЮБКА,2891.0,2,,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3094А,GOODS_STYLE,zhukova,2,2026,,ЧОКЕР,1280.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3038,GOODS_STYLE,zhukova,2,2025|2026,,ПЛАТЬЕ,8840.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3405А,GOODS_STYLE,zhukova,2,2026,,ПЛАТЬЕ,20594.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3414А,GOODS_STYLE,mokeeva|zhukova,2,2026,Кулишова,БЛУЗА|блуза,10396.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2546,GOODS_STYLE,zhukova,2,2025|2026,,КИМОНО,16890.0,2,,Y,1576.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3380С,GOODS_STYLE,zhukova,2,2026,,ПЛАТЬЕ,6096.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2540,GOODS_STYLE,zhukova,2,2025|2026,,БЛУЗА,11741.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2541,GOODS_STYLE,zhukova,2,2025|2026,,БРЮКИ,8538.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
48-33,COLLECTION_STYLE,mokeeva|zhukova,2,2026,Коллекция 48,ПЛАТЬЕ|платье,4950.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3075,GOODS_STYLE,zhukova,2,2024|2025,,ФУТБОЛКА,3357.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2686,GOODS_STYLE,zhukova,2,2025,,БЛУЗА,4674.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-1098В,GOODS_STYLE,zhukova,2,2024|2025,,БЛУЗА,5527.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2473,GOODS_STYLE,zhukova,2,2025,,КАРДИГАН,5860.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
