sku_row_id,name,article,article_norm,code_1c,unit,composition,source_file,source_file_id,so_t
SKU-1528,"Блуза женская, черная, из крепового шифона, с кокеткой из сетки с камнями",0-3358,0-3358,00-00001899,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1529,"Блуза-топ женская, белая, из эко шелка, с вытачками",0-3362,0-3362,00-00001875,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1530,"Блуза-топ женская, черная, из эко-шелка, на тонких бретелях",0-3363,0-3363,00-00001890,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1531,"Блуза-топ женская, белая, из эко-шелка, на тонких бретелях",0-3363A,0-3363A,00-00001891,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1532,"Брошь серая, из рафия, ""колосок""",0-3364,0-3364,00-00001903,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1533,"Брошь бежевая, из рафия, ""колосок""",0-3364A,0-3364A,00-00001902,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1534,"Брошь черная, из рафия, ""колосок""",0-3364B,0-3364B,00-00001910,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1535,"Пояс женский, черный, из стрейч бархата, с декором кисточка",0-3421,0-3421,00-00001913,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1536,"Пояс женский, черный, из стрейч бархата, с декором бахрома",0-3422,0-3422,00-00001914,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1537,"Ободок черный, на металлической основе, декорирован бантом и сеткой",0-3430,0-3430,00-00001917,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1538,"Свитшот женский, голубой, из футера",0-3432,0-3432,00-00001918,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1539,"Блуза женская, желтая, из тафты, с расшивкой бисером",0-37,0-37,00-00000363,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1540,"Блуза-парео женская, черная с принтом ""многоцветные разводы"", из батиста",0-435А,0-435А,00-00000744,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1541,"Платье женское, белое в полоску, из хлопка, декорировано воротником в морском стиле",0-482,0-482,00-00000687,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1542,"Юбка женская, черная, из бархата",0-4А,0-4А,00-00000350,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1543,"Юбка женская, синяя, из шерсти, с декоративной баской",0-504,0-504,00-00000382,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1544,"Пальто женское, красное, из твида, прямого силуэта",0-602,0-602,00-00000346,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1545,"Платье женское, красное, из твида, без рукавов",0-626,0-626,00-00000352,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1546,"Платье женское, коричневое, из шерсти, декорировано белыми манжетами",0-725,0-725,00-00000403,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1547,"Платье женское, черное, из крепа, отрезное по линии талии",0-764,0-764,00-00000101,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1548,"Платье женское, красное, из шерстяного крепа,декорировано деталью ""кокилье""по юбке",0-771,0-771,00-00000370,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1549,"Платье женское, черное, из шерстяного крепа, с рукавом в стиле ""баллон""",0-783,0-783,00-00000436,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1550,"Платье женское, коричневое, из шерсти с вышивкой ""ришелье""",0-799,0-799,00-00000387,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1551,"Платье женское, терракотовое с рисунком, из хлопка, без рукавов",0-804,0-804,00-00000212,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1552,"Платье женское, желтое с цветным рисунком из шелковой ткани прямого силуэта",0-807,0-807,00-00000393,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1553,"Платье женское, белое в горох, из хлопка, декорировано кружевной тесьмой",0-811 А,0-811А,00-00000254,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1554,"Рубашка женская, голубая в полоску, из хлопка, 4 накладных кармана",0-878,0-878,00-00000684,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1555,"Рубашка женская, голубая с рисунком, из хлопка, свободного силуэта",0-878,0-878,00-00000221,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1556,"Рубашка женская, белая в черную полоску,из хлопка, классическая",0-878А,0-878А,00-00000426,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1557,"Юбка-шорты женская, синяя, из хлопка, с мягкими складками",0-885,0-885,00-00000243,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1558,"Митенки-перчатки без пальцев, черные, из стрейч бархата, Basic",0-963,0-963,00-00000088,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1559,"Платье женское, зеленое, из шелка, с расшивкой пайетками по лифу",0-969,0-969,00-00001405,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1560,"Платье женское, черное с принтом ""капли"", из батиста, без рукавов, короткое",0-993В,0-993В,00-00000739,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1561,"Куртка-""бомбер"" женская, темно-бежевая, из хлопка, с декором ""Цветы"" на рукавах",0-999,0-999,00-00000218,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1562,"Юбка женская, серая, из костюмной ткани, с вышивкой из паеток",0-б/а,0-Б/А,00-00001880,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1563,"Куртка женская, черная, из бархата, с сеткой на капюшоне",01-К,01-К,00-00000353,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1564,"Платье женское, черное, из трикотажа, с асимметричной драпировкой",01265,01265,00-00000551,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1565,"Юбка женская, черная, из шелка, с вышивкой  ""Леопард""",36-07А,36-07А,00-00000538,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1566,"Юбка женская, черная, из шерсти, с вышивкой ""Гепард""",36-08,36-08,00-00000539,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1567,"Блуза-корсет женская, красная, из натуральной кожи",36-08А,36-08А,00-00000537,шт,100% натуральная кожа,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1568,"Блуза-корсет женская, черный, из натуральной кожи",36-08Б,36-08Б,00-00000536,шт,100% натуральная кожа,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1569,Маска,COV,COV,00-00000198,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1570,"Платье женское, черное, из крепа, отрезное по линии талии",FW 17-24,FW17-24,00-00000295,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1571,"Платье женское, серое, из шерсти с отделкой из кружева",FW15-28,FW15-28,00-00000396,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1572,"Юбка женская,черная с золотым рисунком,из парчи,с крупными складками",FW1513,FW1513,00-00000369,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1573,"Жакет женский, черный с золотым рисунком, из шелковой парчи",FW1528,FW1528,00-00000368,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1574,"Платье женское, серое, из шерстяного твида с отделкой из кружева",FW1542,FW1542,00-00000386,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1575,"Платье женское, коричневое, из шерсти средней длины",FW17-248,FW17-248,00-00000402,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1576,"Платье женское, черное, из крепа, с белым воротником",FW17-25,FW17-25,00-00000264,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1577,"Жакет женский, черный, из шерсти, двубортный",FW17-28,FW17-28,00-00000351,шт,"100% шерсть, подкладка: 100% полиэстер",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1578,"Платье женское, белое в черный горох, из хлопка с открытыми плечами",KP-039А,KP-039А,00-00000414,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1579,"Платье женское, белое, из сетки, с нижним кружевным платьем на подкладке",KP-63,KP-63,00-00001400,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1580,"Платье женское, голубое, из смесовой ткани, с фрагментами кружева",PSS15-19,PSS15-19,00-00000258,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1581,"Платье женское, серое, из смесовой ткани, с фрагментами из кружева",PSS1512,PSS1512,00-00000292,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1582,"Блуза-топ женская, белая, из хлопка, без рукавов",PSS17-24BL,PSS17-24BL,00-00000419,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1583,"Платье женское, серое,из шерсти с вышивкой",PSS1714DR,PSS1714DR,00-00000418,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1584,"Платье женское, серое, из шерсти с вышивкой",PSS1714DRA,PSS1714DRA,00-00000420,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1585,"Платье женское,черное, многоярусное из шифона",PSS19-06L,PSS19-06L,00-00000388,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1586,"Платье женское, белое, из хлопка с вышивкой на рукавах",SS10-01,SS10-01,00-00000377,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1587,"Платье женское, бежевое с коричневым рисунком из шифона прямого силуэта с цельнокроенным рукавом",SS16-02,SS16-02,00-00000394,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1588,"Блуза женская, красная с рисунком, из шелковой ткани, с бантом по горловине",SS16-07TP,SS16-07TP,00-00000342,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1589,"Платье женское, красное с цветным рисунком, из шелковой ткани многоярусное",SS16-11DR,SS16-11DR,00-00000391,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1590,"Платье женское, белое из хлопка с вышивкой",SS16-14DR,SS16-14DR,00-00000440,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1591,"Платье женское,черное, из шерстяного крепа на шелковой подкладке",SS16-20DR,SS16-20DR,00-00000398,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1592,"Платье женское, белое, из хлопка, с вышивкой на рукавах",SS1601,SS1601,00-00000427,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1593,"Брюки женские, черные, из шерсти с металлической застежкой ""молния""",SS1630,SS1630,00-00000379,шт,"100% шерсть, подкладка: 100% полиэстер",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1594,"Платье женское, синее, из хлопка, декорировано вышивкой",SS17-01DR,SS17-01DR,00-00000404,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1595,"Пальто женское, белое, из хлопка, с вышивкой в стиле ""Гжель""",SS17-02,SS17-02,00-00000344,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1596,"Юбка женская, белая, из плотного хлопка",SS17-30,SS17-30,00-00000405,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1597,"Платье женское, голубое, из хлопка",SS17-85,SS17-85,00-00000399,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1598,"Брюки женские, черные, из шерсти, со стрелками",SS1730,SS1730,00-00000376,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1599,"Брюки женские, серые, из шерсти, с молнией, зауженные к низу",SS1730-PA,SS1730-PA,00-00000372,шт,"98% шерсть, 2% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1600,"Брюки женские, черные, из шерсти, с молнией, зауженные к низу",SS1730-PA A,SS1730-PAA,00-00000374,шт,"98% шерсть, 2% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1601,"Брюки женские, черные, из шерсти, с отделкой ""лампас"" из шелка",SS1731,SS1731,00-00000354,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1602,"Брюки женские, серые, из шерсти, расклешенные от колена",SS1733,SS1733,00-00000375,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1603,"Платье женское, голубое, из хлопка, декорировано разноцветным шнуром",SS18-113,SS18-113,00-00000409,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1604,"Пальто женское, розовое, из хлопка, укороченное, с декором ""Шнур""",SS18-130,SS18-130,00-00000340,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1605,"Платье женское, красное, из хлопка без рукавов",SS18-75,SS18-75,00-00000416,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1606,"Платье женское, фиолетовое, из хлопка",SS18-93,SS18-93,00-00000392,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1607,"Брюки-джоггеры женские, черные, из стрейч бархата, с шелковым лампасом",T-1416,T-1416,00-00001617,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1608,"Свитшот женский, черный, из бархата, с декоративными оборками на рукавах",T-1418,T-1418,00-00001622,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1609,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", удлененный с капюшоном",T-1444A,T-1444A,00-00001616,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1610,"Рубашка женская, белая, из хлопка, прямого кроя, с вышивкой по планке и манжетам",T-1672F,T-1672F,00-00001782,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1611,"Рубашка женская, черная, из хлопка, прямого кроя, с вышивкой по планке и манжетам",T-1672F/1,T-1672F/1,00-00001783,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1612,"Юбка женская, черная, из натурального шелка, миди",T-1879C,T-1879C,00-00001540,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1613,"Юбка женская, черная, из стрейч бархата, миди",T-1879В,T-1879В,00-00001635,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1614,"Блуза женская, розовая, из шифона, воротник-стойка, переходящий в бант",T-1960,T-1960,00-00001459,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1615,"Блуза женская, черная, из шифона, с воротником ""стойка"", переходящая в бант",T-1960/1,T-1960/1,00-00001434,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1616,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",T-1984P,T-1984P,00-00001619,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1617,"Блуза женская, зеленая с принтом ""капли"", из батиста",T-2032C/3,T-2032C/3,00-00001305,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1618,"Блуза женская, белая с принтом ""черные Y и грибы"", из батиста",T-2032M/2,T-2032M/2,00-00001351,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1619,"Блуза женская, черная с принтом ""белые Y и грибы"", из батиста",T-2032M/3,T-2032M/3,00-00001357,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1620,"Брюки-капри женские, зеленые с принтом ""капли"", из батиста",T-2037C/3,T-2037C/3,00-00001325,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1621,"Брюки женские, голубые с принтом ""цветы"", из хлопка",T-2037D,T-2037D,00-00001719,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1622,"Брюки женские, черные, из шелка, с отделкой черной каймой по низу",T-2037E,T-2037E,00-00001728,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1623,"Шорты женские, зеленые с принтом ""капли"", из батиста",T-2050B/3,T-2050B/3,00-00001326,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1624,"Шорты женские, белые с принтом ""черные Y и грибы"", из батиста",T-2050M/2,T-2050M/2,00-00001352,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1625,"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста",T-2050M/3,T-2050M/3,00-00001358,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1626,"Платье женское, черное, изо льна, с ярусом по низу",T-2234,T-2234,00-00001759,шт,100% лен,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1627,"Платье женское, белое, изо льна, с ярусом по низу",T-2234A,T-2234A,00-00001760,шт,100% лен,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1628,"Платье женское, синее с принтом ""белые Y и девочки"", из хлопка, с разрезами по бокам",T-2251A,T-2251A,00-00001337,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1629,"Платье женское, белое с принтом ""черные Y и девочки"", из хлопка, с разрезами по бокам",T-2251A/1,T-2251A/1,00-00001336,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1630,"Пальто женское, бордовое, из шелкового бархата, с расшивкой по рукавам, миди",T-2324B,T-2324B,00-00001636,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1631,"Пальто женское, синее, из шелкового бархата, с расшивкой по рукавам, миди",T-2324С,T-2324С,00-00001637,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1632,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina"", с белой обтачкой",T-2359,T-2359,00-00001621,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1633,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", с белой обтачкой",T-2359A,T-2359A,00-00001620,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1634,"Блуза-топ женская, черная, из шелка, на тонких бретельках",T-2381,T-2381,00-00001467,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1635,"Брюки женские, белые с принтом ""серо-черные ""Y"", из шелка, с отделкой черным кантом",T-2401B/2,T-2401B/2,00-00001348,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1636,"Брюки женские, белые с принтом ""оранжевые ""Y"", из шелка",T-2401B/3,T-2401B/3,00-00001323,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1637,"Брюки женские, черные с принтом ""белые ""Y"", из шелка с кантом",T-2401B/4,T-2401B/4,00-00001350,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1638,"Брюки женские, белые с принтом ""черные балерины"", из шелка, с отделкой черным кантом",T-2401B/6,T-2401B/6,00-00001321,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1639,"Брюки женские, черные с принтом ""белые балерины"", из шелка, с отделкой белым кантом",T-2401B/7,T-2401B/7,00-00001322,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1640,"Блуза женская, белая с принтом ""черные балерины"", из шелка, с отделкой черным кантом",T-2420A/1,T-2420A/1,00-00001306,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1641,"Блуза женская, белая с принтом ""серо-черные ""Y"", из шелка, с отделкой черным кантом",T-2420A/2,T-2420A/2,00-00001347,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1642,"Блуза женская, белая с принтом ""оранжевые ""Y"", из шелка,  с отделкой черным кантом",T-2420A/3,T-2420A/3,00-00001308,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1643,"Блуза женская, черная с принтом ""белые ""Y"", из шелка, с отделкой кантом",T-2420A/4,T-2420A/4,00-00001349,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1644,"Блуза женская, черная с принтом ""белые балерины"", из шелка, с отделкой белым кантом",T-2420A/7,T-2420A/7,00-00001307,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1645,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""лампас"" прямая",T-2470,T-2470,00-00001623,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1646,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""лампас"", широкие",T-2472,T-2472,00-00001618,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1647,"Блуза женская, черная, из футера, с декором принт ""птицы"" и белой отделкой, с карманами",T-2473,T-2473,00-00001624,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1648,"Рубашка женская свободного силуэта, белая, из батиста, с вышивкой YC на кармане",T-2475B/1,T-2475B/1,00-00001313,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1649,"Рубашка женская свободного силуэта, розовая, из батиста, с вышивкой YC на кармане",T-2475B/2,T-2475B/2,00-00001312,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1650,"Рубашка женская свободного силуэта, синяя, из батиста, с вышивкой YC на кармане",T-2475B/3,T-2475B/3,00-00001311,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1651,"Блуза женская, голубая с принтом ""цветы"", из хлопка, с отделкой ""лампас""",T-2480B/3,T-2480B/3,00-00001359,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1652,"Брюки женские, голубые с принтом ""цветы"", из хлопка",T-2481/3,T-2481/3,00-00001360,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1653,"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",T-2495A,T-2495A,00-00001335,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1654,"Платье женское, черное с принтом ""белые балерины"", из шелка, длина миди",T-2495B,T-2495B,00-00001334,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1655,"Платье женское, белое с принтом «голубые цветы», из батиста, со съемным поясом",T-2531,T-2531,00-00001345,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1656,"Платье женское, белое с принтом «голубые цветы», из батиста, длины миди",T-2537,T-2537,00-00001346,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1657,"Блуза женская, черная с принтом ""большие синие капли"", из шелка",T-2540,T-2540,00-00001315,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1658,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",T-2540/2,T-2540/2,00-00001316,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1659,"Брюки женские, черные с принтом ""большие синие капли"", из шелка",T-2541,T-2541,00-00001317,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1660,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",T-2541/2,T-2541/2,00-00001318,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1661,"Пальто-халат женское, черное с принтом ""пион"", из шелка",T-2546,T-2546,00-00001330,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1662,"Пальто-халат женское, серое с принтом ""пион"", из шелка",T-2546/1,T-2546/1,00-00001331,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1663,"Брюки женские, черные с принтом ""пион"", из шелка",T-2547,T-2547,00-00001319,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1664,"Брюки женские, серые с принтом ""пион"", из шелка",T-2547/1,T-2547/1,00-00001320,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1665,"Брюки женские, черные с принтом ""белые Y и девочки"", из шелка, с отделкой ""лампас""",T-2556B,T-2556B,00-00001324,шт,"97% шелк, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1666,"Пальто-халат женское, белое с принтом ""оранжевые Y"", из шелка",T-2560A/1,T-2560A/1,00-00001333,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1667,"Пальто-халат женское, зеленое с принтом ""капли"", из батиста",T-2560B/3,T-2560B/3,00-00001329,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1668,"Блуза женская, синяя с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас""",T-2572/1,T-2572/1,00-00001310,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-1669,"Блуза женская, белая с принтом ""черные Y и девочки"", из батиста, с отделкой ""лампас""",T-2572/2,T-2572/2,00-00001362,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
