lineage_id,link_config_id,edge_id,domain,from_file,from_source_file_ids,target_token,from_field_candidates,to_file,to_source_file_ids,to_field_candidates,availability,current_status,current_join,target_join,missing_for_execution,transformation_rule,owner_role,integration_test_id,approval_status
LIN-0464,LCFG-140,PROD-EDGE-029,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,FILE-016,production_order_id,FLD-0143 Круиз 26!№ score=85 | FLD-0335 План сдач!№ ЗАКАЗА score=70,COST_FILES,,,From only,Частично,артикул/модель в калькуляции,operation_id + production_order_id + cost_component_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Производство,IT-140,Draft
LIN-0465,LCFG-140,PROD-EDGE-029,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,FILE-016,cost_component_id,FLD-0143 Круиз 26!№ score=85,COST_FILES,,,From only,Частично,артикул/модель в калькуляции,operation_id + production_order_id + cost_component_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Производство,IT-140,Draft
LIN-0466,LCFG-141,PROD-EDGE-030,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,FILE-016,production_order_id,FLD-0143 Круиз 26!№ score=85 | FLD-0335 План сдач!№ ЗАКАЗА score=70,MASTER_SKU,,,From only,Частично,свободный текст кода модели/заказа,production_order_id + canonical_sku + operation_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Производство,IT-141,Draft
LIN-0467,LCFG-141,PROD-EDGE-030,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,FILE-016,canonical_sku,FLD-0124 Sheet1!Наименование изделия score=85 | FLD-0127 Sheet1!Описание работы score=85,MASTER_SKU,,,From only,Частично,свободный текст кода модели/заказа,production_order_id + canonical_sku + operation_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Производство,IT-141,Draft
LIN-0468,LCFG-141,PROD-EDGE-030,Продукт/операции,Вышивка себестоимость 2024-2026.xlsx,FILE-016,operation_id,"FLD-0143 Круиз 26!№ score=85 | FLD-0129 Sheet1!Время, ч. score=70",MASTER_SKU,,,From only,Частично,свободный текст кода модели/заказа,production_order_id + canonical_sku + operation_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Производство,IT-141,Draft
LIN-0469,LCFG-142,PROD-EDGE-031,Продукт/операции,МД — копия.xlsx,FILE-051,canonical_sku,FLD-2348 салон!описание score=85 | FLD-2358 маг!размер score=85,MASTER_SKU,,,From only,Частично,артикул,canonical_sku + inventory_movement_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Склад,IT-142,Draft
LIN-0470,LCFG-142,PROD-EDGE-031,Продукт/операции,МД — копия.xlsx,FILE-051,inventory_movement_id,,MASTER_SKU,,,Neither side,Частично,артикул,canonical_sku + inventory_movement_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Склад,IT-142,Draft
LIN-0471,LCFG-143,PROD-EDGE-032,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-143,Draft
LIN-0472,LCFG-143,PROD-EDGE-032,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-143,Draft
LIN-0473,LCFG-143,PROD-EDGE-032,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-143,Draft
LIN-0474,LCFG-144,PROD-EDGE-033,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-144,Draft
LIN-0475,LCFG-144,PROD-EDGE-033,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-144,Draft
LIN-0476,LCFG-144,PROD-EDGE-033,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-144,Draft
LIN-0477,LCFG-145,PROD-EDGE-034,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-145,Draft
LIN-0478,LCFG-145,PROD-EDGE-034,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-145,Draft
LIN-0479,LCFG-145,PROD-EDGE-034,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-145,Draft
LIN-0480,LCFG-146,PROD-EDGE-035,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-146,Draft
LIN-0481,LCFG-146,PROD-EDGE-035,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-146,Draft
LIN-0482,LCFG-146,PROD-EDGE-035,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-146,Draft
LIN-0483,LCFG-147,PROD-EDGE-036,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-147,Draft
LIN-0484,LCFG-147,PROD-EDGE-036,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-147,Draft
LIN-0485,LCFG-147,PROD-EDGE-036,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-147,Draft
LIN-0486,LCFG-148,PROD-EDGE-037,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-148,Draft
LIN-0487,LCFG-148,PROD-EDGE-037,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-148,Draft
LIN-0488,LCFG-148,PROD-EDGE-037,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-148,Draft
LIN-0489,LCFG-149,PROD-EDGE-038,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-149,Draft
LIN-0490,LCFG-149,PROD-EDGE-038,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-149,Draft
LIN-0491,LCFG-149,PROD-EDGE-038,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-149,Draft
LIN-0492,LCFG-150,PROD-EDGE-039,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-150,Draft
LIN-0493,LCFG-150,PROD-EDGE-039,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-150,Draft
LIN-0494,LCFG-150,PROD-EDGE-039,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-150,Draft
LIN-0495,LCFG-151,PROD-EDGE-040,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-151,Draft
LIN-0496,LCFG-151,PROD-EDGE-040,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-151,Draft
LIN-0497,LCFG-151,PROD-EDGE-040,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-151,Draft
LIN-0498,LCFG-152,PROD-EDGE-041,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-152,Draft
LIN-0499,LCFG-152,PROD-EDGE-041,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-152,Draft
LIN-0500,LCFG-152,PROD-EDGE-041,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-152,Draft
LIN-0501,LCFG-153,PROD-EDGE-042,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-153,Draft
LIN-0502,LCFG-153,PROD-EDGE-042,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-153,Draft
LIN-0503,LCFG-153,PROD-EDGE-042,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-153,Draft
LIN-0504,LCFG-154,PROD-EDGE-043,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-154,Draft
LIN-0505,LCFG-154,PROD-EDGE-043,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-154,Draft
LIN-0506,LCFG-154,PROD-EDGE-043,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-154,Draft
LIN-0507,LCFG-155,PROD-EDGE-044,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-155,Draft
LIN-0508,LCFG-155,PROD-EDGE-044,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-155,Draft
LIN-0509,LCFG-155,PROD-EDGE-044,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-155,Draft
LIN-0510,LCFG-156,PROD-EDGE-045,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-156,Draft
LIN-0511,LCFG-156,PROD-EDGE-045,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-156,Draft
LIN-0512,LCFG-156,PROD-EDGE-045,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-156,Draft
LIN-0513,LCFG-157,PROD-EDGE-046,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-157,Draft
LIN-0514,LCFG-157,PROD-EDGE-046,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-157,Draft
LIN-0515,LCFG-157,PROD-EDGE-046,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-157,Draft
LIN-0516,LCFG-158,PROD-EDGE-047,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-158,Draft
LIN-0517,LCFG-158,PROD-EDGE-047,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-158,Draft
LIN-0518,LCFG-158,PROD-EDGE-047,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-158,Draft
LIN-0519,LCFG-159,PROD-EDGE-048,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-159,Draft
LIN-0520,LCFG-159,PROD-EDGE-048,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-159,Draft
LIN-0521,LCFG-159,PROD-EDGE-048,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-159,Draft
LIN-0522,LCFG-160,PROD-EDGE-049,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-160,Draft
LIN-0523,LCFG-160,PROD-EDGE-049,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-160,Draft
LIN-0524,LCFG-160,PROD-EDGE-049,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-160,Draft
LIN-0525,LCFG-161,PROD-EDGE-050,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-161,Draft
LIN-0526,LCFG-161,PROD-EDGE-050,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-161,Draft
LIN-0527,LCFG-161,PROD-EDGE-050,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-161,Draft
LIN-0528,LCFG-162,PROD-EDGE-051,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-162,Draft
LIN-0529,LCFG-162,PROD-EDGE-051,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-162,Draft
LIN-0530,LCFG-162,PROD-EDGE-051,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-162,Draft
LIN-0531,LCFG-163,PROD-EDGE-052,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-163,Draft
LIN-0532,LCFG-163,PROD-EDGE-052,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-163,Draft
LIN-0533,LCFG-163,PROD-EDGE-052,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-163,Draft
LIN-0534,LCFG-164,PROD-EDGE-053,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-164,Draft
LIN-0535,LCFG-164,PROD-EDGE-053,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-164,Draft
LIN-0536,LCFG-164,PROD-EDGE-053,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,bank_payment_id,FLD-0014 ДДС - доход!курс 95 / Jan score=70 | FLD-0015 ДДС - доход!курс 95 / Feb score=70,BANK_STATEMENTS,,,From only,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-164,Draft
LIN-0537,LCFG-165,PROD-EDGE-054,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,settlement_id,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-165,Draft
LIN-0538,LCFG-165,PROD-EDGE-054,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,sale_period,,BANK_STATEMENTS,,,Neither side,Подтверждено,месяц поступления + назначение платежа,settlement_id + sale_period + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,Финансы,IT-165,Draft
