warehouse,name,article_hint,docs_n,docs_in_n,docs_out_n,first_move_date,last_move_date,last_in_date,last_out_date,days_since_last_move,aging_band,last_doc,inv_match,inv_qty,inv_amount_rub,inv_abc_band,inv_as_of,risk_flag,move_end_leaf_ambiguous,as_of_analysis,do_not_auto_accept,so_t
Склад Жукова,"Шифон, черный с принтом ""листья"" 19A-015",,4,3,1,2025-02-25,2025-09-19,2025-05-06,2025-09-19,313,181_365_COOL,Списание запасов 2 от 19.09.2025,WH_NAME,31.0,71300.0,A,2026-05-31,AGING_WATCH,29900.0,2026-07-29,YES,N
Склад Жукова,"Эко кожа, белый 25-008",25-008,1,1,0,2025-09-18,2025-09-18,2025-09-18,,314,181_365_COOL,Оприходование запасов 14 от 18.09.2025,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,2700.0,2026-07-29,YES,N
Склад Жукова,"Эко кожа, черный 25-010",25-010,5,2,3,2025-01-09,2026-01-26,2025-03-10,2026-01-26,184,181_365_COOL,Списание запасов 2 от 26.01.2026,WH_ART,8.0,5600.0,C,2026-05-31,AGING_WATCH,4060.0,2026-07-29,YES,N
Склад Меркушина,Атлас (дюшес) темно-коричневый  20-006,20-006,2,1,1,2025-03-28,2025-12-05,2025-03-28,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,1.5,1050.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,Бархат стрейч голубой  6-026,6-026,3,1,2,2025-09-04,2026-06-03,2025-09-04,2026-06-03,56,0_90_HOT,Перемещение запасов 245 от 03.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,3182.5,2026-07-29,YES,N
Склад Меркушина,Бархат стрейч коричневый  6-029,6-029,2,1,1,2025-06-10,2026-02-02,2025-06-10,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,Бархат стрейч коричневый  6-056,6-056,3,1,2,2025-06-18,2026-05-21,2025-06-18,2026-05-21,69,0_90_HOT,Перемещение запасов 216 от 21.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,41.71,2026-07-29,YES,N
Склад Меркушина,Бархат стрейч плотный черный 6-028,6-028,2,1,1,2026-02-26,2026-06-04,2026-02-26,2026-06-04,55,0_90_HOT,Перемещение запасов 246 от 04.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Бархат стрейч, светло-серый 6-048",6-048,2,1,1,2025-09-02,2025-09-08,2025-09-02,2025-09-08,324,181_365_COOL,Перемещение запасов 278 от 08.09.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Бархат стрейч, синий 6-052",6-052,3,2,1,2025-09-03,2025-12-05,2025-09-04,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Бархат стрейч, темно-синий 6-051",6-051,3,1,2,2025-08-12,2026-05-21,2025-08-12,2026-05-21,69,0_90_HOT,Перемещение запасов 216 от 21.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,41.0,2026-07-29,YES,N
Склад Меркушина,"Бархат стрейч, черный 6-030",6-030,29,24,5,2024-12-03,2026-05-26,2026-04-30,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,WH_ART,88.1,44948.93,A,2026-05-31,OK_ACTIVE,6044.63,2026-07-29,YES,N
Склад Меркушина,"Бархат х/б, черный 6-001",6-001,5,4,1,2024-12-17,2026-05-13,2026-05-13,2025-12-05,77,0_90_HOT,Перемещение запасов 197 от 13.05.2026,WH_ART,8.0,17603.04,A,2026-05-31,OK_ACTIVE,11115.0,2026-07-29,YES,N
Склад Меркушина,"Бархат шелк, синий 6-032",6-032,3,1,2,2025-08-28,2025-12-05,2025-08-28,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Бархат шелк, темно-синий 6-033",6-033,2,1,1,2025-08-12,2026-06-03,2025-08-12,2026-06-03,56,0_90_HOT,Перемещение запасов 245 от 03.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,715.0,2026-07-29,YES,N
Склад Меркушина,"Бархат шелк, черный 6-046",6-046,13,9,4,2025-04-30,2026-06-23,2026-05-21,2026-06-23,36,0_90_HOT,Перемещение запасов 272 от 23.06.2026,WH_ART,3.0,5700.0,C,2026-05-31,OK_ACTIVE,15577.5,2026-07-29,YES,N
Склад Меркушина,"Бархат шелк, черный Италия 6-043",6-043,4,1,3,2025-06-27,2025-12-08,2025-06-27,2025-12-08,233,181_365_COOL,Списание запасов 11 от 08.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Бархат шелк,черный с люрексом 6-020",6-020,1,1,0,2026-06-09,2026-06-09,2026-06-09,,50,0_90_HOT,Приходная накладная 88 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,2400.0,2026-07-29,YES,N
Склад Меркушина,"Бархат, черный, шелк с люрексом (блестящий велюр) 6-021",6-021,1,1,0,2026-06-09,2026-06-09,2026-06-09,,50,0_90_HOT,Приходная накладная 88 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,6000.0,2026-07-29,YES,N
Склад Меркушина,"Батист бежевый, 4-059",4-059,1,1,0,2026-03-12,2026-03-12,2026-03-12,,139,91_180_WARM,Перемещение запасов 83 от 12.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,3000.0,2026-07-29,YES,N
Склад Меркушина,"Батист белый, 4-023",4-023,9,4,5,2025-03-12,2026-05-26,2025-12-26,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,WH_ART,29.0,5942.68,C,2026-05-31,OK_ACTIVE,1021.55,2026-07-29,YES,N
Склад Меркушина,"Батист белый, 4-026",4-026,5,2,3,2025-09-02,2026-02-24,2025-12-22,2026-02-24,155,91_180_WARM,Перемещение запасов 57 от 24.02.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,89.36,2026-07-29,YES,N
Склад Меркушина,"Батист розовый, 4-049",4-049,2,1,1,2025-03-12,2025-12-05,2025-03-12,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,3.0,945.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,Батист черный 4-025,4-025,4,2,2,2026-03-05,2026-05-26,2026-05-07,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Батист черный плотный, 4-022",4-022,2,1,1,2026-03-12,2026-05-26,2026-03-12,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,600.0,2026-07-29,YES,N
Склад Меркушина,"Батист черный, 4-024",4-024,7,4,3,2025-03-12,2026-02-02,2025-12-22,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,WH_ART,36.0,7252.69,B,2026-05-31,OK_ACTIVE,394.16,2026-07-29,YES,N
Склад Меркушина,Бязь макетная 4-007,4-007,15,11,4,2025-02-28,2026-05-26,2026-05-13,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,WH_ART,26.2,2645.68,C,2026-05-31,OK_ACTIVE,2183.02,2026-07-29,YES,N
Склад Меркушина,Вечерняя ткань черная сетка со стразами микс 12-086,12-086,3,1,2,2025-08-28,2026-05-21,2025-08-28,2026-05-21,69,0_90_HOT,Перемещение запасов 216 от 21.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,140.0,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, пайетки серебро 12-008",12-008,2,1,1,2025-10-28,2025-12-05,2025-10-28,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, светло-розовый креп с прозрачными пайетками 12-015",12-015,1,1,0,2026-06-09,2026-06-09,2026-06-09,,50,0_90_HOT,Приходная накладная 88 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,3600.0,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, сетка розовая со стразами 12-082",12-082,2,1,1,2025-03-12,2025-12-05,2025-03-12,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,12.95,18130.0,A,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, сетка с черными стразами 12-079",12-079,4,2,2,2026-02-10,2026-06-11,2026-06-11,2026-06-09,48,0_90_HOT,Перемещение запасов 261 от 11.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,4200.0,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, сетка черная со стразами 12-080",12-080,5,3,2,2025-03-12,2026-02-02,2025-11-28,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,WH_ART,4.1,5740.0,C,2026-05-31,OK_ACTIVE,1120.0,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, черные пайетки 12-018",12-018,3,1,2,2025-10-03,2026-02-02,2025-10-03,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, черные пайетки на атласе 12-093",12-093,2,1,1,2025-10-28,2026-02-02,2025-10-28,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Вечерняя ткань, черные пайетки на сетке 12-021",12-021,2,1,1,2024-12-03,2025-12-05,2024-12-03,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,13.0,19500.0,A,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Дабл-креп, розовый 11-027",11-027,2,1,1,2026-05-13,2026-06-09,2026-05-13,2026-06-09,50,0_90_HOT,Списание запасов 96 от 09.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Дабл-креп, черный 11-001",11-001,3,1,2,2026-05-13,2026-06-09,2026-06-09,2026-06-09,50,0_90_HOT,Списание запасов 96 от 09.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Джерси, черный 23-031",23-031,3,2,1,2025-07-18,2026-05-13,2026-05-13,2025-12-05,77,0_90_HOT,Перемещение запасов 197 от 13.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,17570.82,2026-07-29,YES,N
Склад Меркушина,"Искусственная шерсть, черная  8А-013",,5,5,0,2026-04-06,2026-05-20,2026-05-20,,70,0_90_HOT,Перемещение запасов 212 от 20.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,11320.0,2026-07-29,YES,N
Склад Меркушина,"Искусственная, серый в полоску 8А-011",,3,2,1,2026-02-26,2026-05-26,2026-03-12,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,790.0,2026-07-29,YES,N
Склад Меркушина,"Искусственная, черная костюмная 8А-012",,3,3,0,2026-02-26,2026-04-10,2026-04-10,,110,91_180_WARM,Перемещение запасов 141 от 10.04.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,6228.36,2026-07-29,YES,N
Склад Меркушина,Клеевая белая (DG 6040 W) 28-020,28-020,1,1,0,2026-05-20,2026-05-20,2026-05-20,,70,0_90_HOT,Перемещение запасов 212 от 20.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,5871.0,2026-07-29,YES,N
Склад Меркушина,Клеевая воротничковая черная 28-017,28-017,2,1,1,2026-05-19,2026-06-09,2026-05-19,2026-06-09,50,0_90_HOT,Списание запасов 96 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,2539.73,2026-07-29,YES,N
Склад Меркушина,"Клеевая паутинка, белая (FG 60011) 28-018",28-018,2,1,1,2026-05-20,2026-06-09,2026-05-20,2026-06-09,50,0_90_HOT,Списание запасов 96 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,5445.99,2026-07-29,YES,N
Склад Меркушина,"Клеевая паутинка, белая 28-001",28-001,4,3,1,2025-12-09,2026-02-02,2025-12-31,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,10646.38,2026-07-29,YES,N
Склад Меркушина,"Клеевая паутинка, черная  28-005",28-005,2,1,1,2025-12-22,2026-02-02,2025-12-22,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,9867.13,2026-07-29,YES,N
Склад Меркушина,"Клеевая средняя, белая 28-003",28-003,13,10,3,2025-08-07,2026-05-26,2026-03-31,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,7938.4,2026-07-29,YES,N
Склад Меркушина,"Клеевая средняя, черная 28-002",28-002,11,6,5,2025-10-03,2026-04-30,2026-03-17,2026-04-30,90,0_90_HOT,Закрытие месяца 16 от 30.04.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,4370.39,2026-07-29,YES,N
Склад Меркушина,"Клеевая средняя, черная плотная 28-009",28-009,4,4,0,2026-02-26,2026-03-31,2026-03-31,,120,91_180_WARM,Закрытие месяца 11 от 31.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,1841.43,2026-07-29,YES,N
Склад Меркушина,Клеевая черная (DG 6040 B) 28-019,28-019,2,1,1,2026-05-20,2026-06-09,2026-05-20,2026-06-09,50,0_90_HOT,Списание запасов 96 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,5597.67,2026-07-29,YES,N
Склад Меркушина,"Кожа натуральная, черный 26-001",26-001,2,1,1,2025-08-06,2025-12-05,2025-08-06,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Креп синтетический, белый 10А-002",,2,1,1,2026-02-26,2026-05-26,2026-02-26,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Креп синтетический, белый 10А-009",,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 264 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,1980.0,2026-07-29,YES,N
Склад Меркушина,"Креп синтетический, белый 10А-010",,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 265 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,870.0,2026-07-29,YES,N
Склад Меркушина,"Креп синтетический, молочный 10А-011",,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 265 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,870.0,2026-07-29,YES,N
Склад Меркушина,"Креп синтетический, розовый 10А-012",,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 268 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,11102.0,2026-07-29,YES,N
Склад Меркушина,"Креп синтетический, черный 10А-001",,5,4,1,2026-03-19,2026-06-23,2026-06-23,2026-06-11,36,0_90_HOT,Перемещение запасов 277 от 23.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,6882.65,2026-07-29,YES,N
Склад Меркушина,"Кружево плотное, белый 13-016",13-016,3,2,1,2026-02-10,2026-05-26,2026-04-03,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Кружево, зеленый 13-030",13-030,2,1,1,2026-04-14,2026-05-26,2026-04-14,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,2000.0,2026-07-29,YES,N
Склад Меркушина,"Кружево, черный 13-027",13-027,2,1,1,2026-04-03,2026-05-26,2026-04-03,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Кружево, черный 13-046",13-046,1,1,0,2026-06-30,2026-06-30,2026-06-30,,29,0_90_HOT,Перемещение запасов 290 от 30.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,1724.13,2026-07-29,YES,N
Склад Меркушина,"Кружево, черный 13-096",13-096,3,2,1,2025-05-29,2025-12-05,2025-06-11,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,1.2,1200.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Лен молочный, 3-002",3-002,2,1,1,2025-05-19,2025-12-05,2025-05-19,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,10.0,7500.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Лен черный, 3-001",3-001,3,2,1,2025-05-19,2025-12-05,2025-05-22,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,15.9,11925.0,B,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Мех, дубленка черный со светлым ворсом 27-002",27-002,3,1,2,2025-07-16,2025-12-05,2025-07-16,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Мех, норка черная не стриженная 27-013",27-013,1,1,0,2026-05-20,2026-05-20,2026-05-20,,70,0_90_HOT,Перемещение запасов 212 от 20.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,12800.0,2026-07-29,YES,N
Склад Меркушина,"Мех, норка черная стриженная 27-001",27-001,3,1,2,2025-09-02,2025-12-05,2025-09-02,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Мех, песец 27-006",27-006,1,1,0,2026-05-20,2026-05-20,2026-05-20,,70,0_90_HOT,Перемещение запасов 212 от 20.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,8900.0,2026-07-29,YES,N
Склад Меркушина,"Мех, чернобурка  27-008",27-008,1,1,0,2026-05-20,2026-05-20,2026-05-20,,70,0_90_HOT,Перемещение запасов 212 от 20.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,11000.0,2026-07-29,YES,N
Склад Меркушина,"Органза, белый 21-023",21-023,1,1,0,2026-02-10,2026-02-10,2026-02-10,,169,91_180_WARM,Перемещение запасов 37 от 10.02.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,600.0,2026-07-29,YES,N
Склад Меркушина,"Органза, белый 21-031",21-031,2,1,1,2026-06-11,2026-06-11,2026-06-11,2026-06-11,48,0_90_HOT,Списание запасов 100 от 11.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Органза, зеленый 21-018",21-018,2,1,1,2025-10-03,2025-12-05,2025-10-03,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Склад Меркушина,"Органза, розовая 21-033",21-033,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 267 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,2223.0,2026-07-29,YES,N
Склад Меркушина,"Органза, с блеском белый 21-032",21-032,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 269 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,1100.0,2026-07-29,YES,N
Склад Меркушина,"Органза, черный 21-026",21-026,5,3,2,2025-05-22,2026-05-26,2026-04-30,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,WH_ART,0.6,180.0,C,2026-05-31,OK_ACTIVE,462.88,2026-07-29,YES,N
Склад Меркушина,"Плательно-костюмная искусственная, розовый 8А-014",,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 266 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,4200.0,2026-07-29,YES,N
Склад Меркушина,Плащевка черная 24-010 с водоотталкивающей пропиткой,,2,1,1,2026-05-05,2026-05-26,2026-05-05,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,Подкатник белый 150 см 28-016,28-016,2,1,1,2026-05-13,2026-05-26,2026-05-13,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,752.0,2026-07-29,YES,N
Склад Меркушина,"СЕТКА лагатолла, пудра 22-Л-009",,2,1,1,2025-03-24,2025-12-05,2025-03-24,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_NAME,0.5,550.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"СЕТКА лагатолла, телесный 22-Л-003",,6,3,2,2025-05-26,2026-06-30,2026-06-30,2026-02-02,29,0_90_HOT,Перемещение запасов 289 от 30.06.2026,WH_NAME,1.2,1320.0,C,2026-05-31,OK_ACTIVE,12837.72,2026-07-29,YES,N
Склад Меркушина,"СЕТКА лагатолла, черный 22-Л-002",,7,6,1,2025-06-04,2026-06-30,2026-06-30,2025-12-05,29,0_90_HOT,Перемещение запасов 289 от 30.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,19324.99,2026-07-29,YES,N
Склад Меркушина,Сетка черная 22-Ж-001,,3,2,1,2025-03-21,2025-12-05,2025-03-24,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_NAME,12.5,1249.5,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Сетка, бежевый 22-033",22-033,2,1,1,2025-07-23,2026-06-03,2025-07-23,2026-06-03,56,0_90_HOT,Перемещение запасов 245 от 03.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,80.36,2026-07-29,YES,N
Склад Меркушина,"Сетка, белая 22-Ж-002",,1,1,0,2025-03-21,2025-03-21,2025-03-21,,495,365PLUS_STALE,Перемещение запасов 55 от 21.03.2025,WH_NAME,4.5,449.82,C,2026-05-31,DEAD_STOCK,449.82,2026-07-29,YES,N
Склад Меркушина,"Сетка, коричневая 22-024",22-024,2,1,1,2025-05-29,2025-12-05,2025-05-29,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,1.0,300.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,"Сетка, розовый 22-053",22-053,4,2,2,2025-03-12,2026-06-01,2025-10-23,2026-06-01,58,0_90_HOT,Перемещение запасов 239 от 01.06.2026,WH_ART,4.0,400.0,C,2026-05-31,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,"Сетка, черный 22-022",22-022,3,2,1,2025-05-29,2026-02-10,2026-02-10,2025-12-05,169,91_180_WARM,Перемещение запасов 37 от 10.02.2026,WH_ART,1.0,1100.0,C,2026-05-31,OK_ACTIVE,2750.0,2026-07-29,YES,N
Склад Меркушина,"Сетка, черный 22-032",22-032,2,1,1,2026-02-10,2026-06-09,2026-02-10,2026-06-09,50,0_90_HOT,Списание запасов 96 от 09.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,154.0,2026-07-29,YES,N
Склад Меркушина,"Синтепон, белый 28-004",28-004,3,2,1,2026-05-13,2026-06-05,2026-06-05,2026-05-26,54,0_90_HOT,Перемещение запасов 252 от 05.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,1206.81,2026-07-29,YES,N
Склад Меркушина,"Синтетическая ткань (плотная) фуксия, эко-шелк 20-044",20-044,1,1,0,2026-06-16,2026-06-16,2026-06-16,,43,0_90_HOT,Перемещение запасов 265 от 16.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,1560.0,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань белый атлас плотный  20-041,20-041,2,2,0,2026-04-06,2026-06-30,2026-06-30,,29,0_90_HOT,Перемещение запасов 289 от 30.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,5930.0,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань белый эко-шелк 20-015,20-015,12,8,4,2025-03-12,2026-05-26,2026-03-31,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,WH_ART,23.0,6577.74,B,2026-05-31,OK_ACTIVE,1452.46,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань жемчужный эко-шелк 20-026,20-026,2,1,1,2026-03-04,2026-05-26,2026-03-04,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,3700.0,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань розовый 20-013,20-013,1,1,0,2026-06-11,2026-06-11,2026-06-11,,48,0_90_HOT,Перемещение запасов 261 от 11.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,2100.0,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань серый эко-шелк 20-025,20-025,3,2,1,2025-05-29,2025-12-05,2025-10-28,2025-12-05,236,181_365_COOL,Списание запасов 10 от 05.12.2025,WH_ART,5.0,2500.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань темно-зеленый (изумрудный) атлас плотный  20-042,20-042,3,1,2,2026-04-17,2026-06-03,2026-04-17,2026-06-03,56,0_90_HOT,Перемещение запасов 245 от 03.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,820.29,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань фиолетовый эко-шелк 20-022,20-022,3,1,2,2025-07-29,2026-02-02,2025-07-29,2026-02-02,177,91_180_WARM,Списание запасов 4 от 02.02.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань фуксия эко-шелк 20-020,20-020,5,4,1,2026-02-26,2026-05-26,2026-04-24,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,950.0,2026-07-29,YES,N
Склад Меркушина,Синтетическая ткань черный атлас плотный  20-040,20-040,6,4,2,2026-02-26,2026-05-26,2026-04-03,2026-05-26,64,0_90_HOT,Списание запасов 82 от 26.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,592.03,2026-07-29,YES,N
