formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0462,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4597,#DIV/0!,J4597*G4597,,,,,Propagated from upstream error,J4597,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0463,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4605,#DIV/0!,J4605*G4605,,,,,Propagated from upstream error,J4605,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0464,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4613,#DIV/0!,J4613*G4613,,,,,Propagated from upstream error,J4613,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0465,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4621,#DIV/0!,J4621*G4621,,,,,Propagated from upstream error,J4621,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0466,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4629,#DIV/0!,J4629*G4629,,,,,Propagated from upstream error,J4629,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0467,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4637,#DIV/0!,J4637*G4637,,,,,Propagated from upstream error,J4637,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0468,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4645,#DIV/0!,J4645*G4645,,,,,Propagated from upstream error,J4645,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0469,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4653,#DIV/0!,J4653*G4653,,,,,Propagated from upstream error,J4653,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0470,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4661,#DIV/0!,J4661*G4661,,,,,Propagated from upstream error,J4661,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0471,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4669,#DIV/0!,J4669*G4669,,,,,Propagated from upstream error,J4669,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0472,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4677,#DIV/0!,J4677*G4677,,,,,Propagated from upstream error,J4677,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0473,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4685,#DIV/0!,J4685*G4685,,,,,Propagated from upstream error,J4685,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0474,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4693,#DIV/0!,J4693*G4693,,,,,Propagated from upstream error,J4693,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0475,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4701,#DIV/0!,J4701*G4701,,,,,Propagated from upstream error,J4701,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0476,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4709,#DIV/0!,J4709*G4709,,,,,Propagated from upstream error,J4709,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0477,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4717,#DIV/0!,J4717*G4717,,,,,Propagated from upstream error,J4717,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0478,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4725,#DIV/0!,J4725*G4725,,,,,Propagated from upstream error,J4725,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0479,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4733,#DIV/0!,J4733*G4733,,,,,Propagated from upstream error,J4733,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0480,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4741,#DIV/0!,J4741*G4741,,,,,Propagated from upstream error,J4741,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0481,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4749,#DIV/0!,J4749*G4749,,,,,Propagated from upstream error,J4749,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0482,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4757,#DIV/0!,J4757*G4757,,,,,Propagated from upstream error,J4757,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0483,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4765,#DIV/0!,J4765*G4765,,,,,Propagated from upstream error,J4765,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0484,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4773,#DIV/0!,J4773*G4773,,,,,Propagated from upstream error,J4773,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0485,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4781,#DIV/0!,J4781*G4781,,,,,Propagated from upstream error,J4781,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0486,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4789,#DIV/0!,J4789*G4789,,,,,Propagated from upstream error,J4789,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0487,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4797,#DIV/0!,J4797*G4797,,,,,Propagated from upstream error,J4797,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0488,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4805,#DIV/0!,J4805*G4805,,,,,Propagated from upstream error,J4805,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0489,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,K4813,#DIV/0!,J4813*G4813,,,,,Propagated from upstream error,J4813,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0490,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4341,#DIV/0!,J4341-N4341,,,,,Propagated from upstream error,J4341,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0491,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4365,#DIV/0!,J4365-N4365,,,,,Propagated from upstream error,J4365,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0492,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4373,#DIV/0!,J4373-N4373,,,,,Propagated from upstream error,J4373,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0493,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4381,#DIV/0!,J4381-N4381,,,,,Propagated from upstream error,J4381,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0494,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4429,#DIV/0!,J4429-N4429,,,,,Propagated from upstream error,J4429,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0495,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4437,#DIV/0!,J4437-N4437,,,,,Propagated from upstream error,J4437,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0496,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4445,#DIV/0!,J4445-N4445,,,,,Propagated from upstream error,J4445,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0497,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4453,#DIV/0!,J4453-N4453,,,,,Propagated from upstream error,J4453,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0498,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4461,#DIV/0!,J4461-N4461,,,,,Propagated from upstream error,J4461,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0499,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4469,#DIV/0!,J4469-N4469,,,,,Propagated from upstream error,J4469,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0500,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4477,#DIV/0!,J4477-N4477,,,,,Propagated from upstream error,J4477,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0501,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4485,#DIV/0!,J4485-N4485,,,,,Propagated from upstream error,J4485,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0502,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4493,#DIV/0!,J4493-N4493,,,,,Propagated from upstream error,J4493,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0503,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4501,#DIV/0!,J4501-N4501,,,,,Propagated from upstream error,J4501,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0504,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4509,#DIV/0!,J4509-N4509,,,,,Propagated from upstream error,J4509,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0505,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4517,#DIV/0!,J4517-N4517,,,,,Propagated from upstream error,J4517,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0506,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4525,#DIV/0!,J4525-N4525,,,,,Propagated from upstream error,J4525,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0507,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4533,#DIV/0!,J4533-N4533,,,,,Propagated from upstream error,J4533,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0508,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4541,#DIV/0!,J4541-N4541,,,,,Propagated from upstream error,J4541,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0509,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4549,#DIV/0!,J4549-N4549,,,,,Propagated from upstream error,J4549,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0510,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4557,#DIV/0!,J4557-N4557,,,,,Propagated from upstream error,J4557,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0511,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4565,#DIV/0!,J4565-N4565,,,,,Propagated from upstream error,J4565,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0512,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4573,#DIV/0!,J4573-N4573,,,,,Propagated from upstream error,J4573,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0513,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4581,#DIV/0!,J4581-N4581,,,,,Propagated from upstream error,J4581,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0514,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4589,#DIV/0!,J4589-N4589,,,,,Propagated from upstream error,J4589,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0515,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4597,#DIV/0!,J4597-N4597,,,,,Propagated from upstream error,J4597,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0516,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4605,#DIV/0!,J4605-N4605,,,,,Propagated from upstream error,J4605,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0517,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4613,#DIV/0!,J4613-N4613,,,,,Propagated from upstream error,J4613,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0518,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4621,#DIV/0!,J4621-N4621,,,,,Propagated from upstream error,J4621,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0519,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4629,#DIV/0!,J4629-N4629,,,,,Propagated from upstream error,J4629,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0520,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4637,#DIV/0!,J4637-N4637,,,,,Propagated from upstream error,J4637,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0521,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4645,#DIV/0!,J4645-N4645,,,,,Propagated from upstream error,J4645,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0522,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4653,#DIV/0!,J4653-N4653,,,,,Propagated from upstream error,J4653,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0523,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4661,#DIV/0!,J4661-N4661,,,,,Propagated from upstream error,J4661,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0524,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4669,#DIV/0!,J4669-N4669,,,,,Propagated from upstream error,J4669,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0525,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4677,#DIV/0!,J4677-N4677,,,,,Propagated from upstream error,J4677,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0526,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4685,#DIV/0!,J4685-N4685,,,,,Propagated from upstream error,J4685,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0527,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4693,#DIV/0!,J4693-N4693,,,,,Propagated from upstream error,J4693,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0528,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4701,#DIV/0!,J4701-N4701,,,,,Propagated from upstream error,J4701,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0529,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4709,#DIV/0!,J4709-N4709,,,,,Propagated from upstream error,J4709,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0530,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4717,#DIV/0!,J4717-N4717,,,,,Propagated from upstream error,J4717,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0531,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4725,#DIV/0!,J4725-N4725,,,,,Propagated from upstream error,J4725,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0532,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4733,#DIV/0!,J4733-N4733,,,,,Propagated from upstream error,J4733,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0533,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4741,#DIV/0!,J4741-N4741,,,,,Propagated from upstream error,J4741,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0534,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4749,#DIV/0!,J4749-N4749,,,,,Propagated from upstream error,J4749,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0535,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4757,#DIV/0!,J4757-N4757,,,,,Propagated from upstream error,J4757,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0536,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4765,#DIV/0!,J4765-N4765,,,,,Propagated from upstream error,J4765,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0537,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4773,#DIV/0!,J4773-N4773,,,,,Propagated from upstream error,J4773,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0538,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4781,#DIV/0!,J4781-N4781,,,,,Propagated from upstream error,J4781,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0539,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4789,#DIV/0!,J4789-N4789,,,,,Propagated from upstream error,J4789,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
