field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-2521,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,8,2025-07-01 00:00:00,2025_07_01_00_00_00,unclassified,Не классифицировано,number,16,17,94.1,16,100,Да,4,0,,,1580,297641.85000000003,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_07_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2522,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,9,2025-08-01 00:00:00,2025_08_01_00_00_00,unclassified,Не классифицировано,number,16,17,94.1,16,100,Да,4,0,,,1580,171313.2,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_08_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2523,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,10,2025-09-01 00:00:00,2025_09_01_00_00_00,unclassified,Не классифицировано,number,16,17,94.1,16,100,Да,4,0,,,1580,186196.5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_09_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2524,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,11,2025-10-01 00:00:00,2025_10_01_00_00_00,unclassified,Не классифицировано,number,16,17,94.1,16,100,Да,4,0,,,1580,275889.6,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_10_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2525,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,12,2025-11-01 00:00:00,2025_11_01_00_00_00,unclassified,Не классифицировано,number,16,17,94.1,16,100,Да,4,0,,,1580,179204.5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_11_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2526,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,13,2025-12-01 00:00:00,2025_12_01_00_00_00,unclassified,Не классифицировано,number,16,17,94.1,16,100,Да,4,0,,,1580,339891.69999999995,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_12_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2527,FILE-060,VER-017-001,Расходы 2024.xlsx,Финансы и денежные потоки,Лист3,visible,1,Высокая,14,Итого,итого,amount,Финансовая операция,number,16,17,94.1,16,100,Да,7,0,,,18960,2883043.0999999996,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2528,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,01-25,visible,3,Средняя,1,РАСХОДЫ за январь 2025 / Наименование,расходы_за_январь_2025_наименование,unclassified,Не классифицировано,text,99,115,86.1,98,99,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_январь_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2529,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,01-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,22,115,19.1,20,90.9,Нет,9,0,,,0,1175641.2799999998,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2530,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,01-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,text,15,115,13,8,53.3,Нет,4,0,,,0,325967.42,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2531,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,01-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,20,115,17.4,19,95,Нет,12,0,,,0,4337015.79,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2532,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,01-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,33,115,28.7,31,93.9,Нет,18,0,,,0,4304016.8,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2533,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,01-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,93,115,80.9,43,46.2,Нет,18,0,,,0,7298416.8,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2534,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,02-25,visible,3,Средняя,1,РАСХОДЫ за февраль 2025 / Наименование,расходы_за_февраль_2025_наименование,unclassified,Не классифицировано,text,105,117,89.7,102,97.1,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_февраль_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2535,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,02-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,28,117,23.9,26,92.9,Нет,10,0,,,0,1389900,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2536,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,02-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,text,19,117,16.2,6,31.6,Нет,4,0,,,0,269994.6,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2537,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,02-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,23,117,19.7,23,100,Да,12,0,,,0,3817285.45,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2538,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,02-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,39,117,33.3,37,94.9,Нет,16,0,,,0,3497267.25,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2539,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,02-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,95,117,81.2,51,53.7,Нет,17,0,,,0,6440967.25,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2540,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,03-25,visible,3,Средняя,1,РАСХОДЫ за март 2025 / Наименование,расходы_за_март_2025_наименование,unclassified,Не классифицировано,text,93,106,87.7,92,98.9,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_март_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2541,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,03-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,25,106,23.6,23,92,Нет,6,0,,,0,1751200,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2542,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,03-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,text,22,106,20.8,13,59.1,Нет,7,0,,,0,232872.82,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2543,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,03-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,24,106,22.6,23,95.8,Нет,17,0,,,0,2242579.0599999996,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2544,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,03-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,30,106,28.3,29,96.7,Нет,16,0,,,-43650,3328592.1,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2545,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,03-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,82,106,77.4,47,57.3,Нет,20,0,,,-43650,6565792.1,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2546,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,04-25,visible,3,Средняя,1,РАСХОДЫ за апрель 2025 / Наименование,расходы_за_апрель_2025_наименование,unclassified,Не классифицировано,text,97,108,89.8,97,100,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_апрель_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2547,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,04-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,31,108,28.7,29,93.5,Нет,13,0,,,0,2260300,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2548,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,04-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,text,23,108,21.3,11,47.8,Нет,5,0,,,0,483631.96,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2549,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,04-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,22,108,20.4,22,100,Да,16,0,,,0,5422350,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2550,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,04-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,31,108,28.7,30,96.8,Нет,20,0,,,0,2757885.3800000004,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2551,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,04-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,83,108,76.9,47,56.6,Нет,19,0,,,0,10201818.2,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2552,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,05-25,visible,3,Средняя,1,РАСХОДЫ за май 2025 / Наименование,расходы_за_май_2025_наименование,unclassified,Не классифицировано,text,98,112,87.5,97,99,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_май_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2553,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,05-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,24,112,21.4,22,91.7,Нет,8,0,,,0,1228500,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2554,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,05-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,text,20,112,17.9,10,50,Нет,5,0,,,0,374098.26,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2555,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,05-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,25,112,22.3,25,100,Да,16,0,,,0,3680000,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2556,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,05-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,36,112,32.1,36,100,Да,20,0,,,-10000,4672507.15,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2557,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,05-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,87,112,77.7,53,60.9,Нет,23,0,,,-10000,8647047.15,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2558,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,06-25,visible,3,Средняя,1,РАСХОДЫ за июнь 2025 / Наименование,расходы_за_июнь_2025_наименование,unclassified,Не классифицировано,text,91,96,94.8,91,100,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_июнь_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2559,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,06-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,22,96,22.9,20,90.9,Нет,10,0,,,0,1432269.2299999997,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2560,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,06-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,number,16,96,16.7,9,56.2,Нет,5,0,,,0,520900.36,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2561,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,06-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,23,96,24,23,100,Да,14,0,,,0,5307700,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2562,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,06-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,27,96,28.1,26,96.3,Нет,18,0,,,-30820,2399611.6,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2563,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,06-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,84,96,87.5,43,51.2,Нет,21,0,,,-30820,9052811.6,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2564,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,07-25,visible,3,Средняя,1,РАСХОДЫ за июль 2025 / Наименование,расходы_за_июль_2025_наименование,unclassified,Не классифицировано,text,96,105,91.4,94,97.9,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_июль_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2565,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,07-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,27,105,25.7,26,96.3,Нет,14,0,,,0,3255400,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2566,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,07-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,text,19,105,18.1,10,52.6,Нет,5,0,,,0,710283.56,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2567,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,07-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,24,105,22.9,24,100,Да,16,0,,,0,3241400,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2568,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,07-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,35,105,33.3,34,97.1,Нет,22,0,,,0,4786130.83,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2569,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,07-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,87,105,82.9,49,56.3,Нет,23,0,,,0,11282930.83,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2570,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,08-25,visible,3,Средняя,1,РАСХОДЫ за август 2025 / Наименование,расходы_за_август_2025_наименование,unclassified,Не классифицировано,text,91,97,93.8,90,98.9,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_август_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2571,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,08-25,visible,3,Средняя,2,Декор,декор,unclassified,Не классифицировано,number,16,97,16.5,14,87.5,Нет,7,0,,,0,1320046.85,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2572,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,08-25,visible,3,Средняя,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,number,16,97,16.5,11,68.8,Нет,8,0,,,0,518058,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2573,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,08-25,visible,3,Средняя,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,22,97,22.7,22,100,Да,13,0,,,0,3278029.82,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2574,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,08-25,visible,3,Средняя,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,26,97,26.8,25,96.2,Нет,15,0,,,0,6221881,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2575,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,08-25,visible,3,Средняя,6,Итого,итого,amount,Финансовая операция,number,88,97,90.7,43,48.9,Нет,18,0,,,0,8296087.82,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
