decision_id,object_type,object_id,issue,evidence,recommended_decision,owner,priority,analysis_unlocked,source_ref,decision,comment,status,due_date,source_stage,priority_score,wave
DEC-01145,Material master,MAT-DRAFT-0377,Unlinked,1 строк; 6000.00 руб.; 23-013,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01146,Material master,MAT-DRAFT-0378,Unlinked,1 строк; 2000.00 руб.; 23-028,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01147,Material master,MAT-DRAFT-0379,Несколько кодов; Несколько исходных наименований,2 строк; 4300.00 руб.; 23-068; 23-076,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01148,Material master,MAT-DRAFT-0380,Unlinked,1 строк; 500.00 руб.; 23-063,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01149,Material master,MAT-DRAFT-0381,Unlinked,1 строк; 2650.00 руб.; 23-069,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01150,Material master,MAT-DRAFT-0382,Unlinked,1 строк; 4900.00 руб.; 23-070,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01151,Material master,MAT-DRAFT-0383,Unlinked,1 строк; 2500.00 руб.; 23-065,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01152,Material master,MAT-DRAFT-0384,Unlinked,1 строк; 3650.00 руб.; 23-067,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01153,Material master,MAT-DRAFT-0385,Unlinked,1 строк; 3750.00 руб.; 23-075,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01154,Material master,MAT-DRAFT-0386,Unlinked,1 строк; 5100.00 руб.; 23-064,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01155,Material master,MAT-DRAFT-0387,Unlinked,1 строк; 16950.00 руб.; 23-058,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01156,Material master,MAT-DRAFT-0389,Unlinked,1 строк; 17225.00 руб.; 23-016,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01157,Material master,MAT-DRAFT-0390,Unlinked,1 строк; 4500.00 руб.; 23-041,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01158,Material master,MAT-DRAFT-0391,Unlinked,1 строк; 1500.00 руб.; 23-073,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01159,Material master,MAT-DRAFT-0392,Несколько кодов; Несколько исходных наименований,3 строк; 13360.00 руб.; 23-029; 23-034; 23-035,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01160,Material master,MAT-DRAFT-0393,Unlinked,1 строк; 5850.00 руб.; 23-046,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01161,Material master,MAT-DRAFT-0394,Несколько кодов; Несколько исходных наименований,2 строк; 31650.00 руб.; 23-027; 23-059,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01162,Material master,MAT-DRAFT-0395,Unlinked,1 строк; 15100.00 руб.; 23-047,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01163,Material master,MAT-DRAFT-0396,Unlinked,1 строк; 9900.00 руб.; 23-077,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01164,Material master,MAT-DRAFT-0397,Unlinked,1 строк; 4140.00 руб.; 23-019,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01165,Material master,MAT-DRAFT-0398,Unlinked,1 строк; 13380.00 руб.; 23-017,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01166,Material master,MAT-DRAFT-0399,Несколько кодов; Несколько исходных наименований,2 строк; 8050.00 руб.; 23-003; 23-051,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01167,Material master,MAT-DRAFT-0400,Несколько кодов; Несколько исходных наименований,4 строк; 55925.00 руб.; 23-022; 23-032; 23-049,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01168,Material master,MAT-DRAFT-0401,Unlinked,2 строк; 51350.00 руб.; 23-062,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01169,Material master,MAT-DRAFT-0402,Unlinked,1 строк; 37800.00 руб.; 4P-027,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01170,Material master,MAT-DRAFT-0403,Unlinked,1 строк; 3150.00 руб.; 4P-002,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01171,Material master,MAT-DRAFT-0404,Unlinked,1 строк; 8820.00 руб.; 4P-024,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01172,Material master,MAT-DRAFT-0405,Unlinked,3 строк; 69700.00 руб.; 4A-032,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01173,Material master,MAT-DRAFT-0406,Unlinked,1 строк; 4800.00 руб.; 4A-031,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01174,Material master,MAT-DRAFT-0407,Unlinked,2 строк; 49300.00 руб.; 4A-023,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01175,Material master,MAT-DRAFT-0408,Unlinked,1 строк; 34500.00 руб.; 4A-053,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01176,Material master,MAT-DRAFT-0409,Unlinked,1 строк; 14900.00 руб.; 4A-034,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01177,Material master,MAT-DRAFT-0410,Unlinked,1 строк; 22200.00 руб.; 4A-033,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01178,Material master,MAT-DRAFT-0411,Unlinked,2 строк; 22600.00 руб.; 4A-037,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01179,Material master,MAT-DRAFT-0412,Unlinked,2 строк; 10000.00 руб.; 4A-036,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01180,Material master,MAT-DRAFT-0413,Unlinked,2 строк; 37000.00 руб.; 4A-035,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01181,Material master,MAT-DRAFT-0414,Unlinked,1 строк; 67000.00 руб.; 4A-029,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01182,Material master,MAT-DRAFT-0415,Unlinked,1 строк; 6400.00 руб.; 4A-045,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01183,Material master,MAT-DRAFT-0416,Unlinked,2 строк; 34000.00 руб.; 4A-003,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01184,Material master,MAT-DRAFT-0417,Unlinked,1 строк; 6750.00 руб.; 4A-013,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01185,Material master,MAT-DRAFT-0418,Unlinked,1 строк; 13000.00 руб.; 4A-002,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01186,Material master,MAT-DRAFT-0419,Unlinked,1 строк; 5100.00 руб.; 4A-039,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01187,Material master,MAT-DRAFT-0421,Unlinked,2 строк; 8000.00 руб.; 4A-040,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01188,Material master,MAT-DRAFT-0422,Unlinked,1 строк; 13550.00 руб.; 4A-085,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01189,Material master,MAT-DRAFT-0424,Unlinked,1 строк; 47000.00 руб.; 4A-030,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01190,Material master,MAT-DRAFT-0425,Unlinked,1 строк; 1500.00 руб.; 4A-024,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01191,Material master,MAT-DRAFT-0426,Unlinked,1 строк; 4800.00 руб.; 4A-028,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01192,Material master,MAT-DRAFT-0427,Unlinked,1 строк; 18000.00 руб.; 4A-027,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01193,Material master,MAT-DRAFT-0428,Unlinked,1 строк; 6600.00 руб.; 4A-004,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01194,Material master,MAT-DRAFT-0429,Unlinked,1 строк; 26000.00 руб.; 4A-025,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01195,Material master,MAT-DRAFT-0430,Unlinked,1 строк; 57000.00 руб.; 4A-014,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01196,Material master,MAT-DRAFT-0431,Unlinked,1 строк; 15200.00 руб.; 4A-086,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01197,Material master,MAT-DRAFT-0432,Unlinked,1 строк; 17500.00 руб.; 4A-043,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01198,Material master,MAT-DRAFT-0434,Unlinked,1 строк; 10920.00 руб.; 4-001,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01199,Material master,MAT-DRAFT-0435,Unlinked,1 строк; 2380.00 руб.; 4-002,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01200,Material master,MAT-DRAFT-0436,Unlinked,1 строк; 6360.00 руб.; 4-004,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01201,Material master,MAT-DRAFT-0437,Unlinked,1 строк; 6440.00 руб.; 4-009,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01202,Material master,MAT-DRAFT-0438,Unlinked,1 строк; 4000.00 руб.; 4-017,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01203,Material master,MAT-DRAFT-0439,Unlinked,1 строк; 5880.00 руб.; 4-005,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01204,Material master,MAT-DRAFT-0440,Unlinked,1 строк; 1400.00 руб.; 4-012,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01205,Material master,MAT-DRAFT-0441,Unlinked,1 строк; 2310.00 руб.; 4-013,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01206,Material master,MAT-DRAFT-0442,Unlinked,1 строк; 32100.00 руб.; 4A-109,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01207,Material master,MAT-DRAFT-0443,Unlinked,1 строк; 6090.00 руб.; 4-014,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01208,Material master,MAT-DRAFT-0445,Unlinked,1 строк; 5400.00 руб.; 4P-009,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01209,Material master,MAT-DRAFT-0446,Unlinked,1 строк; 3690.00 руб.; 4P-010,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01210,Material master,MAT-DRAFT-0447,Unlinked,1 строк; 5400.00 руб.; 4P-011,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01211,Material master,MAT-DRAFT-0448,Unlinked,2 строк; 8960.00 руб.; 4-011,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01212,Material master,MAT-DRAFT-0449,Unlinked,1 строк; 7200.00 руб.; 4-010,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01213,Material master,MAT-DRAFT-0451,Unlinked,3 строк; 30250.00 руб.; 4A-090,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01214,Material master,MAT-DRAFT-0454,Unlinked,3 строк; 30250.00 руб.; 4A-087,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01215,Material master,MAT-DRAFT-0455,Unlinked,1 строк; 4680.00 руб.; 4P-021,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01216,Material master,MAT-DRAFT-0456,Unlinked,1 строк; 7000.00 руб.; 4-008,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01217,Material master,MAT-DRAFT-0457,Несколько кодов; Несколько исходных наименований,2 строк; 7260.00 руб.; 4-035; 4-040,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01218,Material master,MAT-DRAFT-0458,Unlinked,1 строк; 15540.00 руб.; 4P-006,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01219,Material master,MAT-DRAFT-0459,Unlinked,1 строк; 5025.00 руб.; 4A-107,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01220,Material master,MAT-DRAFT-0460,Unlinked,1 строк; 8250.00 руб.; 4A-106,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01221,Material master,MAT-DRAFT-0461,Unlinked,2 строк; 4033.20 руб.; 4A-103,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01222,Material master,MAT-DRAFT-0462,Unlinked,3 строк; 5041.50 руб.; 4A-102,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01223,Material master,MAT-DRAFT-0463,Unlinked,3 строк; 4033.20 руб.; 4A-104,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01224,Material master,MAT-DRAFT-0464,Unlinked,2 строк; 5041.50 руб.; 4A-101,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01225,Material master,MAT-DRAFT-0465,Unlinked,1 строк; 11600.00 руб.; 4A-113,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01226,Material master,MAT-DRAFT-0466,Unlinked,1 строк; 8250.00 руб.; 4A-108,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01227,Material master,MAT-DRAFT-0467,Unlinked,1 строк; 6520.00 руб.; 4P-014,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01228,Material master,MAT-DRAFT-0468,Unlinked,1 строк; 2840.00 руб.; 4-034,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01229,Material master,MAT-DRAFT-0469,Unlinked,1 строк; 8100.00 руб.; 4P-005,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01230,Material master,MAT-DRAFT-0470,Unlinked,2 строк; 30250.00 руб.; 4A-094,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
