canonical_sku,article_aliases,name_samples,seen_in_tsum,seen_in_cost,in_intersection,tsum_qty_total,tsum_amount_total
T-2940,T-2940/1,"Жакет женский,черный, из шелка(Черный/M-L)НЕ00902365 | Жакет женский,черный, из шелка(Черный/S-M)НЕ00902365",Y,N,N,4.0,469128.45
T-2941,T-2941,"Брюки женские, черные, из шелк(Черный/M-L)НЕ00902363 | Брюки женские, черные, из шелк(Черный/S-M)НЕ00902363",Y,N,N,3.0,161739.4
T-2945,T-2945,"Платье женское, черное, из даб(Черный/M-L)НЕ00902367 | Платье женское, черное, из даб(Черный/S-M)НЕ00902367",Y,N,N,2.0,328696.2
T-2949,Т-2949,Платье с вышивкой ласточка,N,Y,N,0.0,0.0
T-2956,T-2956,"Платье женское, черное, из стр(Черный/M-L)НЕ00904276",Y,N,N,2.0,200869.2
T-2960,T-2960,"Юбка женская, черная  из стрей(Черный/M-L)НЕ00902368 | Юбка женская, черная  из стрей(Черный/S-M)НЕ00902368",Y,N,N,3.0,157886.43
T-2963,T-2963,"Платье женское, черное, из пай(Черный/M-L)НЕ00909284",Y,N,N,1.0,118059.17
T-2964,T-2964,"Брюки женские, черные, из стре(Черный/M-L)НЕ00902359 | Брюки женские, черные, из стре(Черный/S-M)НЕ00902359",Y,N,N,5.0,273913.5
T-2966A,T-2966A,"Платье женское, черное, из стр(Черный/M-L)НЕ00904277 | Платье женское, черное, из стр(Черный/S-M)НЕ00904277",Y,N,N,2.0,255651.9
T-2967,T-2967,"Платье женское, черное, из стр(Черный/M-L)НЕ00909279 | Платье женское, черное, из стр(Черный/S-M)НЕ00909279",Y,N,N,2.0,383479.99
T-2973,T-2973 | Т-2973,"Блуза женская, белая, из хлопк(Белый/M-L)НЕ00912395 | Блуза женская, белая, из хлопк(Белый/S-M)НЕ00912395",Y,Y,Y,6.0,197219.99
T-2973A,T-2973A | Т-2973А,"Блуза женская, розовая, из хло(Розовый/M-L)НЕ00912399 | Блуза женская, розовая, из хло(Розовый/S-M)НЕ00912399",Y,Y,Y,5.0,164349.99
T-2973B,T-2973B | Т-2973В,"Блуза женская, голубая, из хло(Голубой/M-L)НЕ00912397 | Блуза женская, голубая, из хло(Голубой/S-M)НЕ00912397",Y,Y,Y,6.0,197219.99
T-2973C,Т-2973С,"Рубашка черный 
вышивка на кармане",N,Y,N,0.0,0.0
T-2974A,T-2974A | Т-2974A,"Рубашка женская , из хлопка, с(Белый/M-L)НЕ00912388 | Рубашка женская , из хлопка, с(Белый/S-M)НЕ00912388",Y,Y,Y,8.0,536871.97
T-2975,Т-2975,Шорты принт ЦВЕТЫ,N,Y,N,0.0,0.0
T-2984,Т-2984,Дубленка женская с аппликацией(Черно-Белы/S-M)НЕ00929715 | Куртка черный/белый дубленка 100%,Y,Y,Y,2.0,462000.0
T-2985,T-2985 | Т-2985 | Т-2985/1,"Юбка  из шифона  с аппликацией ЛИСТЬЯ | Юбка женская с аппликацией ""Ли(Розовый/M-L)НЕ00920224",Y,Y,Y,10.0,703500.0
T-2985A,T-2985А,Юбка  из шифона  с аппликацией ЛИСТЬЯ,N,Y,N,0.0,0.0
T-2987,Т-2987,"Жакет черный кожаный со съемным бантом | Куртка женская, черная, из нат(Черный/S-M)НЕ00924147",Y,Y,Y,1.0,180900.0
T-2988,Т-2988,Брюки палаццо из тонкой шерсти | Брюки палаццо черные,Y,Y,Y,5.0,301499.99
T-2988A,Т-2988А,Брюки палаццо в полоску серые,N,Y,N,0.0,0.0
T-3001,T-3001 | Т-3001,Куртка женская(Черный/M-L)НЕ00922134 | Куртка женская(Черный/S-M)НЕ00922134,Y,Y,Y,7.0,1335782.02
T-3013,Т-3013,Жакет Леопард из джерси,N,Y,N,0.0,0.0
T-3014A,Т-3014А,"Свитер женский с вышивкой ""Фан(Серый/M-L)НЕ00920222 | Свитер женский с вышивкой ""Фан(Серый/S-M)НЕ00920222",Y,Y,Y,3.0,296999.99
T-3014B,Т-3014В,Свитер женский(Т-Серый/M-L)НЕ00920223 | Свитер женский(Т-Серый/S-M)НЕ00920223,Y,Y,Y,2.0,197999.99
T-3014C,Т-3014С,"Свитер женский с вышивкой ""Гор(Розовый/M-L)НЕ00920220 | Свитер розовый вышивка ГОРТЕНЗИИ 
100% кашемир",Y,Y,Y,1.0,99000.0
T-3023,Т-3023,Платье женское с кружевом и ап(Т-Серый/M-L)НЕ00920213 | Платье женское с кружевом и ап(Т-Серый/S-M)НЕ00920213,Y,Y,Y,3.0,482100.0
T-3049,T-3049 | Т-3049,"Бомбер с вышивкой, из
черного стрейч бархата | Куртка-бомбер женская, черная,(Черный/M-L)НЕ00932229",Y,Y,Y,4.0,290600.02
T-3062,Т-3062,Блуза-топ женская без рукавов(Черный/M-L)НЕ00920221 | Блуза-топ женская без рукавов(Черный/S-M)НЕ00920221,Y,Y,Y,7.0,154700.01
T-3069,Т-3069,"топ на тонких бретельках, шелк",N,Y,N,0.0,0.0
T-3069A,T-3069A | Т-3069А,"Блуза-топ женская, белая, из ш(Белый/S-M)НЕ00938456 | Блуза-топ женская, белая, из ш(Белый/XL)НЕ00938456",Y,Y,Y,6.0,122700.0
T-3069B,T-3069B | Т-3069В,"Блуза-топ женская, голубая, из(Голубой/S-M)НЕ00938465 | топ на тонких бретельках, шелк",Y,Y,Y,1.0,20450.0
T-3069C,Т-3069С,"топ на тонких бретельках, шелк",N,Y,N,0.0,0.0
T-3079,T-3079 | Т-3079,"Платье длинное из черного стрейч бархата | Платье женское, черное, из стр(Черный/M-L)НЕ00932226",Y,Y,Y,3.0,339150.01
T-3086,Т-3086,"Накидка на синтепоне, из
черного шелкового бархата с вышивкой",N,Y,N,0.0,0.0
T-3088,T-3088 | Т-3088,"Кейп из черного шелкового бархата | Кейп-накидка женская, черная,(Черный/M-L)НЕ00932221",Y,Y,Y,2.0,278300.0
T-3090,T-3090 | Т-3090,"Кейп-накидка женская, черная,(Черный/S-M)НЕ00932217 | Кейп-накидка женская, черная,(Черный/XL)НЕ00932217",Y,Y,Y,2.0,452199.99
T-3091D,T-3091D | Т-3091D,"Блуза-топ женская, черная, из(Черный/M-L)НЕ00932224 | Блуза-топ женская, черная, из(Черный/XL)НЕ00932224",Y,Y,Y,2.0,84400.01
T-3092A,T-3092A | Т-3092А,"Кейп-накидка женская, черная,(Черный/M-L)НЕ00932227 | Кейп-накидка женская, черная,(Черный/S-M)НЕ00932227",Y,Y,Y,6.0,678300.02
T-3092B,Т-3092В,"Накидка с вышивкой и бахромой, из голубого стрейч бархата 6-048",N,Y,N,0.0,0.0
T-3092C,T-3092C | Т-3092 С,"НакидкаЧерныйСтрейч-Бархат | Палантин
Стрейч бархат",N,Y,N,0.0,0.0
T-3102,Т-3102,"Пальто из темно-синего шелкового бархата на
шелковой подкладке фуксия с вышитыми",N,Y,N,0.0,0.0
T-3108,T-3108 | Т-3108,"Брюки женские из хлопка, прямо(Белый/M-L)НЕ00914191 | Брюки женские из хлопка, прямо(Белый/S-M)НЕ00914191",Y,Y,Y,1.0,44283.0
T-3109,T-3109 | Т-3109,"Жилет женский, голубой с принт(Голубой/M-L)НЕ00938454 | Жилет женский, голубой с принт(Голубой/S-M)НЕ00938454",Y,Y,Y,2.0,84400.01
T-3109B,T-3109B | Т-3109B,"Жилет женский, белый с принтом(Белый/M-L)НЕ00938458 | Жилет женский, белый с принтом(Белый/S-M)НЕ00938458",Y,Y,Y,6.0,255841.31
T-3110,T-3110 | Т-3110,"Брюки женские, голубые с принт(Голубой/S-M)НЕ00938459 | Брюки женские, голубые с принт(Голубой/XL)НЕ00938459",Y,Y,Y,3.0,156600.01
T-3110B,T-3110B | Т-3110B,"Брюки женские, белые с принтом(Белый/M-L)НЕ00938460 | Брюки женские, белые с принтом(Белый/S-M)НЕ00938460",Y,Y,Y,3.0,158406.37
T-3118A,T-3118A | Т-3118A,"Платье-кафтан, женское, синее(Т-Синий/NS)НЕ00938479 | кафтан длинный, с воротником, темно-синий шелк с авторским принтом грибы",Y,Y,Y,4.0,290600.02
T-3120A,T-3120A | Т-3120А,"Платье
синий шелк принт мелкие девочким | Платье женское, синее с принто(Синий/M-L)НЕ00938463",Y,Y,Y,1.0,69600.0
T-3122,T-3122 | Т-3122,"Блуза женская, синяя с принтом(Синий/M-L)НЕ00938475 | Блуза женская, синяя с принтом(Синий/S-M)НЕ00938475",Y,Y,Y,5.0,319749.99
T-3133A,T-3133A | Т-3133А,"Платье женское, черное с принт(Черный/XL)НЕ00938474 | платье мини, без рукавов, батист с авторским принтом ""горох""",Y,Y,Y,2.0,73505.82
T-3133C,Т-3133C,"платье мини, с рукавом, батист с авторским принтом ""горох""",N,Y,N,0.0,0.0
T-3134C,Т-3134C,"шорты, батист с авторским принтом ""горох""
без отделки полосой",N,Y,N,0.0,0.0
T-3136A,T-3136A | Т-3136A,"Брюки женские, черные с принто(Черный/M-L)НЕ00938455 | Брюки женские, черные с принто(Черный/XL)НЕ00938455",Y,Y,Y,3.0,156600.01
T-3137A,T-3137A | Т-3137A,"Пальто-халат женское, черное с(Черный/M-L)НЕ00938462 | пальто-кимоно, черный шелк с авторским принтом белые ласточки",Y,Y,Y,2.0,171400.01
T-3140,T-3140 | Т-3140,"Платье женское, черное с принт(Черный/M-L)НЕ00938461 | Платье женское, черное с принт(Черный/S-M)НЕ00938461",Y,Y,Y,5.0,696000.01
T-3140A,T-3140A | Т-3140A,"Платье женское, белое с принто(Белый/M-L)НЕ00938457 | Платье женское, белое с принто(Белый/S-M)НЕ00938457",Y,Y,Y,5.0,693938.81
T-3152,T-3152,"Платье-кафтан женское, розовое(Розовый/NS)НЕ00938477 | кафтан длинный, батист с авторским принтом ""горох""",Y,Y,Y,2.0,112376.38
T-3152A,T-3152A | Т-3152A,"Платье-кафтан, женское, белое(Белый/NS)НЕ00938471 | кафтан длинный, с вышивкой ""перец"", батист с авторским принтом ""перец""",Y,Y,Y,2.0,113733.66
T-3152B,T-3152B | Т-3152B | Т-3152B/1,"Платье-кафтан женское, голубое(Голубой/NS)НЕ00938464 | кафтан длинный, с вышивкой ""папайя"", батист с авторским принтом ""папайя""",Y,Y,Y,2.0,109911.77
T-3156,T-3156 | Т-3156,"Брюки-капри женские, белые с п(Белый/XL)НЕ00938470 | брюки укороченные, батист с авторским принтом ""горох""",Y,Y,Y,1.0,29149.99
T-3156D,T-3156D | Т-3156D,"Брюки-капри женские, черные с(Черный/M-L)НЕ00938473 | Брюки-капри женские, черные с(Черный/XL)НЕ00938473",Y,Y,Y,3.0,85741.38
T-3168,T-3168 | Т-3168,"Рубашка женская, белая с принт(Белый/NS)НЕ00938472 | рубашка, батист с авторским принтом ""перец""",Y,Y,Y,5.0,189250.0
T-3168A,T-3168A | Т-3168A,"Рубашка женская, белая с принт(Белый/NS)НЕ00938468 | рубашка, батист с авторским принтом ""горох""",Y,Y,Y,3.0,113550.0
T-3168B,T-3168B | Т-3168B,"Рубашка женская, розовая с при(Розовый/NS)НЕ00938480 | рубашка длинная, батист с авторским принтом ""горох""",Y,Y,Y,3.0,113550.0
T-3178,T-3178 | Т-3178,"Майка женская, белая, из трико(Белый/M-L)НЕ00938469 | Майка женская, белая, из трико(Белый/S-M)НЕ00938469",Y,Y,Y,9.0,58950.04
T-3179,T-3179 | Т-3179,"Футболка женская, черная, из т(Черный/M-L)НЕ00938467 | Футболка женская, черная, из т(Черный/XL)НЕ00938467",Y,Y,Y,4.0,64399.99
T-3179A,T-3179A | Т-3179A,"Футболка женская, белая, из тр(Белый/S-M)НЕ00938466 | Футболка женская, белая, из тр(Белый/XL)НЕ00938466",Y,Y,Y,4.0,64399.99
T-3186,T-3186 | Т-3186,"Юбка длинная из черного стрейч бархата | Юбка женская, черная, из стрей(Черный/M-L)НЕ00932223",Y,Y,Y,5.0,261000.02
T-3187,T-3187 | Т-3187,"Платье женское, голубое, из ст(Голубой/M-L)НЕ00932219 | Платье женское, голубое, из ст(Голубой/S-M)НЕ00932219",Y,Y,Y,3.0,165750.01
T-3187A,T-3187A | Т-3187А,"Платье женское, темно-синее, и(Т-синий/M-L)НЕ00932222 | Платье женское, темно-синее, и(Т-синий/S-M)НЕ00932222",Y,Y,Y,4.0,220417.31
T-3194B,Т-3194В,Палантин с вышивкой решелье,N,Y,N,0.0,0.0
T-3196,Т-3196,Куртка с настроченными вышитыми цветами,N,Y,N,0.0,0.0
T-3197,Т-3197,Юбка с вышивкой,N,Y,N,0.0,0.0
T-3200,Т-3200,Пальто с норкой и вышивкой,N,Y,N,0.0,0.0
T-3202,Т-3202,Куртка с мехом и вышивкой,N,Y,N,0.0,0.0
T-3205,Т-3205,Куртка с мехом и вышивкой,N,Y,N,0.0,0.0
T-3229,Т-3229,Жакет из бархата с вышивкой,N,Y,N,0.0,0.0
T-3230,Т-3230,Брюки палаццо,N,Y,N,0.0,0.0
T-3232,Т-3232,Блузка черная с вышивкой как у синего,N,Y,N,0.0,0.0
T-3233,Т-3233,Юбка с вышивкой,N,Y,N,0.0,0.0
T-3258,Т-3258,Юбка с вышивкой,N,Y,N,0.0,0.0
T-3271A,Т-3271А,Жакет с вышивкой решелье,N,Y,N,0.0,0.0
T-3272,Т-3272,Юбка,N,Y,N,0.0,0.0
T-3274,Т-3274,Жакет с вышивкой,N,Y,N,0.0,0.0
T-3275,Т-3275,Брюки палаццо,N,Y,N,0.0,0.0
T-3276A,Т-3276А,Блузка розовая с вышивкой как у синего,N,Y,N,0.0,0.0
T-3292,Т-3292,Платье,N,Y,N,0.0,0.0
T-3292A,Т-3292А,Платье,N,Y,N,0.0,0.0
T-3296,Т-3296,Платье,N,Y,N,0.0,0.0
T-3297,Т-3297,Платье,N,Y,N,0.0,0.0
T-3307A,Т-3307А,Платье,N,Y,N,0.0,0.0
TOП,ТОП,ТОП,N,Y,N,0.0,0.0
YHAДУБЛEHKИ,Y НА ДУБЛЕНКИ,ВЫШИВКА,N,Y,N,0.0,0.0
БAKЛAЖ,баклаж,сумка,N,Y,N,0.0,0.0
БAБOЧKИ,БАБОЧКИ,ВЫШИВКА,N,Y,N,0.0,0.0
БOДИ,БОДИ,БОДИ,N,Y,N,0.0,0.0
БPЮKИ,БРЮКИ,БРЮКИ,N,Y,N,0.0,0.0
"ГOPOX,ПEPEЦ","ГОРОХ, ПЕРЕЦ",ВЫШИВКА,N,Y,N,0.0,0.0
ЗAKAЗ,ЗАКАЗ,КИМОНО,N,Y,N,0.0,0.0
ЗOЯ,ЗОЯ,КАФТАН,N,Y,N,0.0,0.0
ИM-3042,ИМ-3042,блуза,N,Y,N,0.0,0.0
ЛИCTЬЯ,ЛИСТЬЯ,ВЫШИВКА,N,Y,N,0.0,0.0
ЛУK,лук,сумка,N,Y,N,0.0,0.0
ПAЛЬTO,ПАЛЬТО,ИЩЕЕВА,N,Y,N,0.0,0.0
ПAПAЙЯ,ПАПАЙЯ,ВЫШИВКА,N,Y,N,0.0,0.0
"ПAПAЙЯ,ГOPOX,ПEPEЦ","ПАПАЙЯ, ГОРОХ, ПЕРЕЦ",ВЫШИВКА,N,Y,N,0.0,0.0
ПAПAЯ,папая,сумка,N,Y,N,0.0,0.0
ПEPEДEЛKA,переделка,платье | юбка,N,Y,N,0.0,0.0
ПEPEДEЛKAHИЗA,переделка низа,платье,N,Y,N,0.0,0.0
ПEPEДEЛKAБEЛЖAKET,переделка бел жакет,жакет,N,Y,N,0.0,0.0
ПEPEЦ,перец,сумка,N,Y,N,0.0,0.0
ПEPЦЫ,ПЕРЦЫ,ВЫШИВКА,N,Y,N,0.0,0.0
ПO0-2352,по 0-2352,пальто  S | пальто L,N,Y,N,0.0,0.0
ПO0-2600,по 0-2600,брюки,N,Y,N,0.0,0.0
ПO0-3012,по 0-3012,пальто,N,Y,N,0.0,0.0
ПO0-3278,по 0-3278,платье корот,N,Y,N,0.0,0.0
ПO29-15,по 29-15,платье,N,Y,N,0.0,0.0
ПO32-16,по 32-16,жакет,N,Y,N,0.0,0.0
ПO43-02,по 43-02,юбка,N,Y,N,0.0,0.0
ПO43-14,по 43-14,блузон,N,Y,N,0.0,0.0
ПO43-25,по 43-25,колье серебро,N,Y,N,0.0,0.0
ПO44-01,по 44-01,корсет,N,Y,N,0.0,0.0
ПO44-05,по 44-05,жакет | юбка,N,Y,N,0.0,0.0
ПO44-18,по 44-18,пальто,N,Y,N,0.0,0.0
ПO45-09,по 45-09,комбинезон+колье,N,Y,N,0.0,0.0
ПO45-13,по 45-13,платье,N,Y,N,0.0,0.0
ПOГOДИHA,ПОГОДИНА,ПЕРЕДЕЛКИ,N,Y,N,0.0,0.0
ПOЮЛE,ПО ЮЛЕ,КОЛЬЕ,N,Y,N,0.0,0.0
ФУTБOЛKИ,ФУТБОЛКИ,ФУТБОЛКИ,N,Y,N,0.0,0.0
ЮБKA,ЮБКА,ПЕРЕДЕЛКА | ЮБКА,N,Y,N,0.0,0.0
ЮЛИЯ,ЮЛИЯ,БЛУЗА | БРЮКИ,N,Y,N,0.0,0.0
