canonical_sku,name,class,priority,stock_qty_end,stock_im_qty,stock_tsum_qty,stock_b2b_qty,warehouses,sales_qty,sales_revenue_rub,sales_lines_n,sales_channels,im_sales_qty,im_sales_rev_rub,tsum_sales_qty,tsum_sales_rev_rub,b2b_sales_qty,sellthrough_proxy,align_flags,do_not_auto_accept,so_t
0-3432,"Свитшот женский, голубой, из футера",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-435A,"Блуза-парео женская, черная с принтом ""многоцветные разводы"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,20000.0,1,IM,1.0,20000.0,0.0,0.0,0.0,1.0,,YES,N
0-969,"Платье женское, зеленое, из шелка, с расшивкой пайетками по лифу",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
36-08Б,"Блуза-корсет женская, черный, из натуральной кожи",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
SS1730-PA,"Брюки женские, серые, из шерсти, с молнией, зауженные к низу",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,15500.0,2,IM,1.0,15500.0,0.0,0.0,0.0,1.0,,YES,N
SS1731,"Брюки женские, черные, из шерсти, с отделкой ""лампас"" из шелка",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
T-1416,"Брюки-джоггеры женские, черные, из стрейч бархата, с шелковым лампасом",STOCK_AND_SALES,LOW,2.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,18.0,591078.47,15,IM|TSUM,4.0,75110.0,14.0,515968.47,0.0,0.9,,YES,N
T-1418,"Свитшот женский, черный, из бархата, с декоративными оборками на рукавах",STOCK_AND_SALES,LOW,7.0,6.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,18.0,863821.89,16,IM|TSUM,4.0,105820.0,14.0,758001.89,0.0,0.72,IM_ALIGNED,YES,N
T-1444A,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", удлененный с капюшоном",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,5.0,259527.75,4,TSUM,0.0,0.0,5.0,259527.75,0.0,1.0,,YES,N
T-1672F,"Рубашка женская, черная, из хлопка, прямого кроя, с вышивкой по планке и манжетам",STOCK_AND_SALES,LOW,11.0,8.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,8.0,229680.0,16,IM,8.0,229680.0,0.0,0.0,0.0,0.4211,IM_ALIGNED,YES,N
T-1879B,"Юбка женская, черная, из стрейч бархата, миди",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,7.0,494626.75,5,B2B|TSUM,0.0,0.0,4.0,380755.75,3.0,1.0,,YES,N
T-1879C,"Юбка женская, черная, из натурального шелка, миди",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,3.0,156522.0,2,B2B,0.0,0.0,0.0,0.0,3.0,1.0,,YES,N
T-1960,"Блуза женская, черная, из шифона, с воротником ""стойка"", переходящая в бант",STOCK_AND_SALES,LOW,2.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),24.0,1903068.14,20,B2B|IM|TSUM,2.0,126856.0,18.0,1615812.14,4.0,0.9231,IM_ALIGNED,YES,N
T-1984P,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,11.0,383507.68,8,TSUM,0.0,0.0,11.0,383507.68,0.0,1.0,,YES,N
T-2032C,"Блуза женская, зеленая с принтом ""капли"", из батиста",STOCK_AND_SALES,LOW,3.0,2.0,0.0,0.0,Остатки ЦУМ|Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,7.0,497380.0,7,B2B|TSUM,0.0,0.0,5.0,395780.0,2.0,0.7,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2037C,"Брюки-капри женские, зеленые с принтом ""капли"", из батиста",STOCK_AND_SALES,LOW,5.0,4.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,7.0,395903.88,9,IM|TSUM,1.0,55476.0,6.0,340427.88,0.0,0.5833,IM_ALIGNED,YES,N
T-2037E,"Брюки женские, черные, из шелка, с отделкой черной каймой по низу",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,4.0,338167.43,4,TSUM,0.0,0.0,4.0,338167.43,0.0,1.0,,YES,N
T-2050B,"Шорты женские, зеленые с принтом ""капли"", из батиста",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,5.0,111297.65,5,TSUM,0.0,0.0,5.0,111297.65,0.0,0.7143,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2050M,"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,2.0,28000.0,2,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2234A,"Платье женское, белое, изо льна, с ярусом по низу",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,5.0,356700.0,9,IM,5.0,356700.0,0.0,0.0,0.0,0.8333,,YES,N
T-2251A,"Платье женское, белое с принтом ""черные Y и девочки"", из хлопка, с разрезами по бокам",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,25.0,2640729.77,19,IM|TSUM,2.0,154236.0,23.0,2486493.77,0.0,0.9615,,YES,N
T-2324B,"Пальто женское, бордовое, из шелкового бархата, с расшивкой по рукавам, миди",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,1.0,180870.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
T-2324C,"Пальто женское, синее, из шелкового бархата, с расшивкой по рукавам, миди",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,1.0,180870.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
T-2359,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina"", с белой обтачкой",STOCK_AND_SALES,LOW,5.0,3.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,30.0,1271714.58,25,IM|TSUM,6.0,185950.0,24.0,1085764.58,0.0,0.8571,IM_ALIGNED,YES,N
T-2359A,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", с белой обтачкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
T-2381,"Блуза-топ женская, черная, из шелка, на тонких бретельках",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,17.0,644339.32,15,B2B|IM|TSUM,2.0,60800.0,12.0,523539.32,3.0,0.9444,IM_ALIGNED,YES,N
T-2401B,"Брюки женские, черные с принтом ""белые балерины"", из шелка, с отделкой белым кантом",STOCK_AND_SALES,LOW,12.0,1.0,0.0,0.0,Aldo Coppola|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,27.0,2536451.77,20,B2B|IM|TSUM,1.0,92736.0,20.0,2155715.77,6.0,0.6923,IM_ALIGNED,YES,N
T-2420A,"Блуза женская, черная с принтом ""белые балерины"", из шелка, с отделкой белым кантом",STOCK_AND_SALES,LOW,13.0,0.0,0.0,0.0,Aldo Coppola|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,23.0,2803679.27,14,B2B|IM|TSUM,1.0,129056.0,16.0,2273823.27,6.0,0.6389,,YES,N
T-2470,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""лампас"" прямая",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,14.0,685174.77,11,IM|TSUM,2.0,53700.0,12.0,631474.77,0.0,0.875,IM_ALIGNED,YES,N
T-2472,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""лампас"", широкие",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,16.0,650294.14,9,IM|TSUM,1.0,24000.0,15.0,626294.14,0.0,1.0,,YES,N
T-2475B,"Рубашка женская свободного силуэта, синяя, из батиста, с вышивкой YC на кармане",STOCK_AND_SALES,LOW,8.0,3.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),28.0,1714271.14,20,IM|TSUM,3.0,163305.0,25.0,1550966.14,0.0,0.7778,IM_ALIGNED,YES,N
T-2480B,"Блуза женская, голубая с принтом ""цветы"", из хлопка, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,2.0,115000.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2481,"Брюки женские, голубые с принтом ""цветы"", из хлопка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,2.0,76000.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2495A,"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,15.0,2121873.9,13,B2B|TSUM,0.0,0.0,10.0,1932873.9,5.0,0.9375,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2495B,"Платье женское, черное с принтом ""белые балерины"", из шелка, длина миди",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,12.0,2763964.74,11,IM|TSUM,3.0,527150.0,9.0,2236814.74,0.0,1.0,,YES,N
T-2531,"Платье женское, белое с принтом «голубые цветы», из батиста, со съемным поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,4.0,256000.0,2,B2B,0.0,0.0,0.0,0.0,4.0,1.0,,YES,N
T-2537,"Платье женское, белое с принтом «голубые цветы», из батиста, длины миди",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,2.0,96000.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2540,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",STOCK_AND_SALES,LOW,4.0,1.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,20.0,3038703.55,17,B2B|IM|TSUM,3.0,414423.0,16.0,2546280.55,1.0,0.8333,IM_ALIGNED,YES,N
T-2541,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",STOCK_AND_SALES,LOW,5.0,1.0,0.0,1.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),19.0,1754672.26,17,B2B|IM|TSUM,4.0,346968.0,14.0,1359704.26,1.0,0.7917,IM_ALIGNED,YES,N
T-2546,"Пальто-халат женское, серое с принтом ""пион"", из шелка",STOCK_AND_SALES,LOW,9.0,4.0,0.0,0.0,Остатки ЦУМ|Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,7.0,1242117.76,7,IM|TSUM,1.0,163116.0,6.0,1079001.76,0.0,0.4375,IM_ALIGNED,YES,N
T-2547,"Брюки женские, серые с принтом ""пион"", из шелка",STOCK_AND_SALES,LOW,9.0,1.0,0.0,0.0,Остатки ЦУМ|Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,10.0,955658.94,10,B2B|IM|TSUM,1.0,104328.0,8.0,803330.94,1.0,0.5263,IM_ALIGNED,YES,N
T-2556B,"Брюки женские, черные с принтом ""белые Y и девочки"", из шелка, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),15.0,1482164.74,9,IM|TSUM,2.0,143520.0,13.0,1338644.74,0.0,1.0,,YES,N
T-2560A,"Пальто-халат женское, белое с принтом ""оранжевые Y"", из шелка",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,5.0,763868.93,2,TSUM,0.0,0.0,5.0,763868.93,0.0,0.8333,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2560B,"Пальто-халат женское, зеленое с принтом ""капли"", из батиста",STOCK_AND_SALES,LOW,2.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,5.0,582808.23,7,IM|TSUM,1.0,105156.0,4.0,477652.23,0.0,0.7143,IM_ALIGNED,YES,N
T-2572,"Блуза женская, белая с принтом ""черные Y и девочки"", из батиста, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,10.0,660796.0,10,B2B|IM|TSUM,2.0,76450.0,4.0,403860.0,4.0,0.9091,IM_ALIGNED,YES,N
T-2573,"Шорты женские, белые с принтом ""черные Y и девочки"", из батиста",STOCK_NO_SALES,MED,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
T-2573A,"Шорты женские, белые с принтом ""оранжевые Y"", из шелка, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Aldo Coppola|Салон (Лена М.)|Склад оптовых продаж,21.0,571950.77,19,B2B|IM|TSUM,2.0,33810.0,14.0,468420.77,5.0,0.9545,,YES,N
T-2592,"Свитер женский, серый, из кашемира, с расшивкой ""серая Y""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж|Склад производства (Захарова),9.0,422613.0,3,B2B,0.0,0.0,0.0,0.0,9.0,1.0,,YES,N
T-2593,"Свитер женский, черный, из кашемира, с расшивкой ""Черный мак""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж|Склад производства (Захарова),2.0,115044.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2604,"Юбка-карандаш женская, черная, из стрейч бархата",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,7.0,547308.35,4,TSUM,0.0,0.0,7.0,547308.35,0.0,0.7778,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2699,"Юбка женская, черная, из пайеточной ткани, с вышивкой ""Ласточки""",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),3.0,977000.56,3,TSUM,0.0,0.0,3.0,977000.56,0.0,0.6,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2701,"Куртка женская, коричневая, из натуральной кожи, двубортная, с поясом",STOCK_AND_SALES,LOW,1.0,0.0,0.0,1.0,Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),5.0,1896544.0,4,IM|TSUM,1.0,356450.0,4.0,1540094.0,0.0,0.8333,,YES,N
T-2702,"Платье женское, черное, из джерси, с аппликацией ""Цветок""",STOCK_AND_SALES,LOW,4.0,3.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),12.0,1678340.0,10,B2B|TSUM,0.0,0.0,10.0,1546140.0,2.0,0.75,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2703,"Блуза женская, черная, из шелка, с декором ""Цветок""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,15.0,1727263.53,12,IM|TSUM,4.0,469123.0,11.0,1258140.53,0.0,0.9375,IM_ALIGNED,YES,N
T-2704,"Платье женское, черное, из крепа, с аппликацией ""Цветок""",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),4.0,804663.56,4,TSUM,0.0,0.0,4.0,804663.56,0.0,0.6667,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2705,"Платье женское, черное, из крепа, с декором ""белая Y"" из кожи",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж|Склад производства (Захарова),2.0,263814.18,2,TSUM,0.0,0.0,2.0,263814.18,0.0,1.0,,YES,N
T-2707,"Жакет женский, синий, из шелкового бархата, с вышивкой ""Птицы""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж|Склад производства (Захарова),7.0,1614035.6,4,TSUM,0.0,0.0,7.0,1614035.6,0.0,1.0,,YES,N
T-2708,"Брюки женские, синие, из шелкового бархата, с отделкой белым кантом",STOCK_AND_SALES,LOW,1.0,0.0,0.0,1.0,Склад оптовых продаж|Склад производства (Захарова),6.0,662413.16,3,TSUM,0.0,0.0,6.0,662413.16,0.0,0.8571,,YES,N
T-2719,"Пальто женское, серое, из натуральной кожи, с поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,4.0,1860850.89,4,TSUM,0.0,0.0,4.0,1860850.89,0.0,1.0,,YES,N
T-2720,"Пальто женское, бежевое, из замши, на запах",STOCK_AND_SALES,LOW,3.0,1.0,0.0,1.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),3.0,1076410.0,2,B2B|TSUM,0.0,0.0,2.0,881910.0,1.0,0.5,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2750A,"Блуза-топ женская, белая с принтом ""оранжевые Y"", из шелка",STOCK_NO_SALES,HIGH,7.0,0.0,0.0,1.0,Салон (Лена М.)|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
T-2750B,"Блуза-топ женская, черная, из шелка, на бретелях",STOCK_AND_SALES,LOW,3.0,2.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,22.0,1009708.33,15,TSUM,0.0,0.0,22.0,1009708.33,0.0,0.88,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2750C,"Блуза-топ женская, мятная, из шелка, на бретелях",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,7.0,309700.0,9,TSUM,0.0,0.0,7.0,309700.0,0.0,1.0,,YES,N
T-2750D,"Блуза-топ женская, голубая, из шелка, на бретелях",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,4.0,166630.98,2,TSUM,0.0,0.0,4.0,166630.98,0.0,1.0,,YES,N
T-2751,"Юбка женская, синяя с принтом ""белые Y и девочки"", из хлопка, с карманами",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,8.0,401668.16,8,IM|TSUM,2.0,64720.0,6.0,336948.16,0.0,0.8889,,YES,N
T-2752,"Блуза женская, черная с принтом "" белые Y и девочки"", из шелка, с отделкой ""лампас""",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),18.0,1998951.62,18,IM|TSUM,7.0,464702.0,11.0,1534249.62,0.0,0.9474,IM_ALIGNED,YES,N
T-2753,"Блуза женская, синяя с принтом ""белые Y и девочки"", из хлопка, со съемным бантом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,10.0,1128572.4,10,IM|TSUM,3.0,227200.0,7.0,901372.4,0.0,1.0,,YES,N
T-2754,"Платье женское, черное с принтом ""белые балерины"", из шелка, на бретелях",STOCK_AND_SALES,LOW,3.0,2.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова)|Склад производства (Захарова),28.0,2911212.92,15,IM|TSUM,3.0,289919.0,25.0,2621293.92,0.0,0.9032,IM_ALIGNED,YES,N
T-2754A,"Платье женское, белое с принтом ""черные балерины"", из шелка, на бретелях",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова)|Склад производства (Захарова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
T-2756,"Свитер женский, черный, из кашемира, с расшивкой ""Россыпь""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),12.0,1373750.83,10,B2B|IM|TSUM,1.0,154007.0,7.0,855743.83,4.0,1.0,,YES,N
T-2756A,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",STOCK_AND_SALES,LOW,2.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),5.0,770880.0,5,B2B|IM|TSUM,2.0,379350.0,1.0,209530.0,2.0,0.7143,IM_ALIGNED,YES,N
T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",STOCK_AND_SALES,LOW,8.0,1.0,0.0,6.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),5.0,513100.0,6,B2B|IM|TSUM,2.0,240000.0,1.0,91100.0,2.0,0.3846,IM_ALIGNED,YES,N
T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",STOCK_NO_SALES,HIGH,6.0,3.0,0.0,2.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
T-2756D,"Свитер женский, белый, из кашемира, с расшивкой ""Ласточка""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж|Склад производства (Захарова),10.0,948601.72,6,B2B|TSUM,0.0,0.0,6.0,704601.72,4.0,1.0,,YES,N
T-2757,"Брюки женские, коричневые, из натуральной замши",STOCK_AND_SALES,LOW,2.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,6.0,825424.37,4,TSUM,0.0,0.0,6.0,825424.37,0.0,0.75,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2758,"Юбка женская, черная, из шелка, зауженная в области колена и расширенная к низу",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,10.0,1064009.89,5,TSUM,0.0,0.0,10.0,1064009.89,0.0,0.9091,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2759,"Юбка женская, коричневая, из натуральной замши, мини",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,1.0,96840.0,1,TSUM,0.0,0.0,1.0,96840.0,0.0,1.0,,YES,N
T-2760,"Юбка женская, черная, из натуральной кожи",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж|Склад производства (Захарова),9.0,775496.08,5,TSUM,0.0,0.0,9.0,775496.08,0.0,1.0,,YES,N
T-2788,"Платье женское, белое с принтом ""черный горох"", из шифона, с коротким рукавом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,4.0,671322.88,3,TSUM,0.0,0.0,4.0,671322.88,0.0,1.0,,YES,N
T-2792,"Платье женское, белое с принтом ""черный горох"", из шифона, с поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,8.0,1956623.2,8,IM|TSUM,1.0,204750.0,7.0,1751873.2,0.0,1.0,,YES,N
T-2792A,"Платья женское, серое с принтом ""белый горох"", из шифона, с поясом",STOCK_NO_SALES,MED,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
T-2804,"Жакет женский, черный с принтом ""белый горох"", из шелка, с кливанте",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,5.0,838334.39,2,TSUM,0.0,0.0,5.0,838334.39,0.0,1.0,,YES,N
T-2805,"Жилет женский, черный в белый горох, из шифона",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,3.0,526200.0,2,TSUM,0.0,0.0,3.0,526200.0,0.0,1.0,,YES,N
T-2806,"Брюки женские, черные с принтом ""белый горох"", из шелка, широкие",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,5.0,608418.64,5,TSUM,0.0,0.0,5.0,608418.64,0.0,1.0,,YES,N
T-2846,"Платье женское, черное, из хлопчатобумажного бархата, с вышивкой ""Ласточки""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,5.0,1138651.6,3,B2B|TSUM,0.0,0.0,3.0,903739.6,2.0,1.0,,YES,N
T-2847,"Платье женское, черное, из дабл-крепа, с кружевным воротником",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад оптовых продаж,3.0,463378.51,3,B2B|TSUM,0.0,0.0,1.0,248596.51,2.0,1.0,,YES,N
T-2856,"Платье женское, розовое, из шифона, с вышивкой по горловине",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,181800.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2857,"Платье женское, черное, из вискозы, с вышивкой «Цветок»",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,181800.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2858,"Платье женское, черное, из вискозы, с отделкой ""белый лампас"" и вышивкой ""Цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,162800.0,1,B2B,0.0,0.0,0.0,0.0,2.0,1.0,,YES,N
T-2861,"Футболка женская, белая с принтом ""цветы"", из трикотажа",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,5.0,284252.24,4,TSUM,0.0,0.0,5.0,284252.24,0.0,0.8333,IM_STOCK_SOLD_ELSEWHERE,YES,N
T-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,85034.28,1,TSUM,0.0,0.0,2.0,85034.28,0.0,0.6667,,YES,N
T-2862,"Рубашка женская, белая  из хлопка, с декором принт ""дерево""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,9.0,859995.03,6,TSUM,0.0,0.0,9.0,859995.03,0.0,0.9,,YES,N
T-2865A,"Платье женское, черное с принтом ""белый горох"", из хлопка, с пелериной",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,8.0,2366745.72,7,IM|TSUM,1.0,233887.0,7.0,2132858.72,0.0,1.0,,YES,N
