material_movement_id,material_id,name,article_hint,qty,amount_rub,unit_cost_rub,snapshot_date,warehouse,movement_type,source_file_id,source_row_id
MAT-bf81afbea9a7276c,MAT-bf81afbea9a7276c,"Шифон серый, принт горох 19A-014",,8.3,19090.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1084
MAT-bdea8f8b8acd7c6a,MAT-bdea8f8b8acd7c6a,Шифон синий 18-020,18-020,6.0,6520.8,1086.8,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1085
MAT-89b2984d828260ce,MAT-89b2984d828260ce,"Шифон синий, принт крупный микс 19A-007",,13.5,31050.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1086
MAT-9024932e0f8bf366,MAT-9024932e0f8bf366,Шифон черный 18-039,18-039,55.0,62044.42,1128.08,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1087
MAT-4a869e1a07c3633b,MAT-4a869e1a07c3633b,"Шифон, белый с принтом ""листья"" 19A-016",,10.35,23805.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1088
MAT-4f6a48e4e0df10eb,MAT-4f6a48e4e0df10eb,"Шифон, серый с принтом ""розовые листья"" 19A-017",,16.0,36800.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1089
MAT-196912acf1e239ea,MAT-196912acf1e239ea,"Шифон, черный с принтом ""листья"" 19A-015",,31.0,71300.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1090
MAT-4aef2abe5eae2aad,MAT-4aef2abe5eae2aad,"Эко кожа, черный 25-010",25-010,8.0,5600.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1091
MAT-5ac968311dec2c6a,MAT-5ac968311dec2c6a,Атлас (дюшес) темно-коричневый  20-006,20-006,1.5,1050.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1093
MAT-cb2dc898b2338b09,MAT-cb2dc898b2338b09,"Бархат стрейч, черный 6-030",6-030,88.1,44948.93,510.2,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1094
MAT-83b83544008ae983,MAT-83b83544008ae983,"Бархат х/б, черный 6-001",6-001,8.0,17603.04,2200.38,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1095
MAT-85342e03ecd70b0f,MAT-85342e03ecd70b0f,"Бархат шелк, черный 6-046",6-046,3.0,5700.0,1900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1096
MAT-a9f66ec16f78c34b,MAT-a9f66ec16f78c34b,"Батист белый, 4-023",4-023,29.0,5942.68,204.92,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1097
MAT-f1f5e56c4cf861fa,MAT-f1f5e56c4cf861fa,"Батист розовый, 4-049",4-049,3.0,945.0,315.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1098
MAT-d4b53c99ac93fc62,MAT-d4b53c99ac93fc62,"Батист черный, 4-024",4-024,36.0,7252.69,201.46,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1099
MAT-70a7a59485477aab,MAT-70a7a59485477aab,Бязь макетная 4-007,4-007,26.2,2645.68,100.98,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1100
MAT-1cef8318c3a46504,MAT-1cef8318c3a46504,"Вечерняя ткань, сетка розовая со стразами 12-082",12-082,12.95,18130.0,1400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1101
MAT-7632a1a3365d65d7,MAT-7632a1a3365d65d7,"Вечерняя ткань, сетка черная со стразами 12-080",12-080,4.1,5740.0,1400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1102
MAT-8cadf70205d3594f,MAT-8cadf70205d3594f,"Вечерняя ткань, черные пайетки на сетке 12-021",12-021,13.0,19500.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1103
MAT-804fd341f6894519,MAT-804fd341f6894519,"Кружево, черный 13-096",13-096,1.2,1200.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1104
MAT-21ec412065ff9fdd,MAT-21ec412065ff9fdd,"Лен молочный, 3-002",3-002,10.0,7500.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1105
MAT-705ee2df4ee271c8,MAT-705ee2df4ee271c8,"Лен черный, 3-001",3-001,15.9,11925.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1106
MAT-8ad573f71975a6e8,MAT-8ad573f71975a6e8,"Органза, черный 21-026",21-026,0.6,180.0,300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1107
MAT-d7c1f9dcf633b014,MAT-d7c1f9dcf633b014,"СЕТКА лагатолла, пудра 22-Л-009",,0.5,550.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1108
MAT-ff1f32a16f11bf9c,MAT-ff1f32a16f11bf9c,"СЕТКА лагатолла, телесный 22-Л-003",,1.2,1320.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1109
MAT-09fa1432e1395b2a,MAT-09fa1432e1395b2a,Сетка черная 22-Ж-001,,12.5,1249.5,99.96,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1110
MAT-39ad9107202d00b1,MAT-39ad9107202d00b1,"Сетка, белая 22-Ж-002",,4.5,449.82,99.96,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1111
MAT-3820d491e828d009,MAT-3820d491e828d009,"Сетка, коричневая 22-024",22-024,1.0,300.0,300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1112
MAT-8ac0802a196c325d,MAT-8ac0802a196c325d,"Сетка, розовый 22-053",22-053,4.0,400.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1113
MAT-d48b9f596c9c8e05,MAT-d48b9f596c9c8e05,"Сетка, черный 22-022",22-022,1.0,1100.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1114
MAT-7406b5d822900aea,MAT-7406b5d822900aea,Синтетическая ткань белый эко-шелк 20-015,20-015,23.0,6577.74,285.99,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1115
MAT-fd006e20e63e01fe,MAT-fd006e20e63e01fe,Синтетическая ткань серый эко-шелк 20-025,20-025,5.0,2500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1116
MAT-63d2a29fc40d679a,MAT-63d2a29fc40d679a,Синтетическая ткань черный- атлас плотный 20-028,20-028,3.0,2590.76,863.59,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1117
MAT-bb5ef6a1099e4b0a,MAT-bb5ef6a1099e4b0a,"Синтетическая ткань, черный армани 20-016",20-016,28.3,8369.94,295.76,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1118
MAT-fb7d1fdc62314459,MAT-fb7d1fdc62314459,Тафта искусственная черная 2-И-003,,0.3,152.64,508.8,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1119
MAT-4a365d5a98bc0341,MAT-4a365d5a98bc0341,Х/Б батист балет на белом 4А-032,,35.0,41207.77,1177.36,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1120
MAT-3f14ef06256de537,MAT-3f14ef06256de537,"Х/Б рубашка-дерево, 4А-110",,21.0,26460.0,1260.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1121
MAT-564f2dedc00702ef,MAT-564f2dedc00702ef,"Х/Б рубашка-цветок, 4А-111",,21.0,26460.0,1260.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1122
MAT-ffc99f80dc800c6b,MAT-ffc99f80dc800c6b,"Х/Б цветы,  белый фон, 4А-079",,15.0,21750.0,1450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1123
MAT-b7f73f93190de73e,MAT-b7f73f93190de73e,"Х/Б цветы, розовый фон, 4А-082",,18.0,26100.0,1450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1124
MAT-f9a6f829c1b52275,MAT-f9a6f829c1b52275,"Хлопок белый, 4-057",4-057,20.0,15000.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1125
MAT-f222296d4794c919,MAT-f222296d4794c919,"Хлопок голубой, 4-053",4-053,18.0,19252.8,1069.6,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1126
MAT-b0d183e6bb50503f,MAT-b0d183e6bb50503f,"Хлопок желтый, 4-050",4-050,15.0,11250.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1127
MAT-4486e77a23146616,MAT-4486e77a23146616,"Хлопок молочный, 4-051",4-051,36.0,27000.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1128
MAT-4ff76ea57e60d38c,MAT-4ff76ea57e60d38c,"Хлопок розовый, 4-052",4-052,18.0,11001.6,611.2,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1129
MAT-11740a470385d216,MAT-11740a470385d216,"Хлопок черный, 4-058",4-058,20.0,15000.0,750.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1130
MAT-21e8cf42f3f9612d,MAT-21e8cf42f3f9612d,"Шелк белый, принт ""Y"" в ряд серые с черным 17A-057",,7.3,21170.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1131
MAT-c52de874b66107e7,MAT-c52de874b66107e7,"Шелк белый, принт полоски серые 17A-055",,2.0,5800.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1132
MAT-8cc53ed4d7aa9fe8,MAT-8cc53ed4d7aa9fe8,"Шелк черный, принт белый  горох 17A-007",,50.9,91620.0,1800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1133
MAT-6d033159065639cc,MAT-6d033159065639cc,"Шелк черный, принт белый хаотичные ""Y"" 17А-015",,38.0,103205.91,2715.95,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1134
MAT-7b5776e8dfaa593a,MAT-7b5776e8dfaa593a,"Шелк, белый 16-001",16-001,23.85,38718.24,1623.41,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1135
MAT-7ef77273d543a133,MAT-7ef77273d543a133,"Шелк, голубой 16-019",16-019,8.0,12000.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1136
MAT-45b31c49424439fc,MAT-45b31c49424439fc,"Шелк, мятный 16-016",16-016,10.0,15000.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1137
MAT-04461b7329b3e05b,MAT-04461b7329b3e05b,"Шелк, розовый 16-023",16-023,13.0,19500.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1138
MAT-ede795d470216cb6,MAT-ede795d470216cb6,"Шелк, светло-серый 16-003",16-003,18.0,36000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1139
MAT-6ed2dca42737533d,MAT-6ed2dca42737533d,"Шелк, черный 16-038",16-038,43.2,64704.45,1497.79,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1140
MAT-b8dd3a1eec49b149,MAT-b8dd3a1eec49b149,"Шелк, черный без стрейча 16-046",16-046,12.0,24000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1141
MAT-5711fb19a951edde,MAT-5711fb19a951edde,"Шелк, черный с принтом ""белые ласточки"" 17A-053",,0.9,2610.0,2900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1142
MAT-b2513b6878cff7c6,MAT-b2513b6878cff7c6,"Шерсть, черная 8-063",8-063,18.5,37000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1143
MAT-77825266d221a7c6,MAT-77825266d221a7c6,Шифон белый 18-015,18-015,1.0,1165.9,1165.9,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1144
MAT-31e12b97e325586b,MAT-31e12b97e325586b,"Шифон белый, принт горох 19A-012",,60.5,128017.5,2115.99,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1145
MAT-0e905583a2545b26,MAT-0e905583a2545b26,"Шифон искусственный, бежевый, 18-И-001",,20.0,2810.86,140.54,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1146
MAT-392c94884e600bc7,MAT-392c94884e600bc7,"Шифон креповой искусственный, черный, 18-И-002",,5.0,1605.0,321.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1147
MAT-bf81afbea9a7276c,MAT-bf81afbea9a7276c,"Шифон серый, принт горох 19A-014",,32.0,73600.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1148
MAT-9024932e0f8bf366,MAT-9024932e0f8bf366,Шифон черный 18-039,18-039,57.65,67955.79,1178.76,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1149
MAT-b778c1663de4e420,MAT-b778c1663de4e420,"Шифон черный, принт горох 19A-001",,20.0,39900.0,1995.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1150
MAT-300f63c5e156ec4c,MAT-300f63c5e156ec4c,"Бархат стрейч, бирюзовый 6-049",6-049,3.0,1230.0,410.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1152
MAT-cd09e21ee38a0733,MAT-cd09e21ee38a0733,"Бархат стрейч, светло-серый 6-048",6-048,10.35,4243.5,410.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1153
MAT-cb2dc898b2338b09,MAT-cb2dc898b2338b09,"Бархат стрейч, черный 6-030",6-030,19.0,9735.59,512.4,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1154
MAT-83fb085039a72119,MAT-83fb085039a72119,"Бархат х/б, бежевый 6-039",6-039,0.45,1125.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1155
MAT-f12c47ca7fe90da3,MAT-f12c47ca7fe90da3,"Бархат х/б, светло-коричневый 6-009",6-009,1.0,1650.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1156
MAT-83b83544008ae983,MAT-83b83544008ae983,"Бархат х/б, черный 6-001",6-001,11.95,28278.96,2366.44,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1157
MAT-40398dd324162b46,MAT-40398dd324162b46,"Бархат шелк, зеленый 6-035",6-035,2.5,3250.0,1300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1158
MAT-06faf0d3a1382a0d,MAT-06faf0d3a1382a0d,"Бархат шелк, красный 6-044",6-044,8.7,21750.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1159
MAT-2d251c9ce803518a,MAT-2d251c9ce803518a,"Бархат шелк, серый 6-031",6-031,3.2,4160.0,1300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1160
MAT-6901b5ecaffc3002,MAT-6901b5ecaffc3002,"Бархат шелк, фиолетовый 6-038",6-038,3.2,4160.0,1300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1161
MAT-85342e03ecd70b0f,MAT-85342e03ecd70b0f,"Бархат шелк, черный 6-046",6-046,4.5,8550.0,1900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1162
MAT-a9f66ec16f78c34b,MAT-a9f66ec16f78c34b,"Батист белый, 4-023",4-023,31.0,5794.16,186.91,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1163
MAT-c56030f41c72c48f,MAT-c56030f41c72c48f,"Батист серый, 4-039",4-039,1.6,640.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1164
MAT-d4b53c99ac93fc62,MAT-d4b53c99ac93fc62,"Батист черный, 4-024",4-024,6.4,1222.19,190.97,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1165
MAT-12b6b3f7d5d54052,MAT-12b6b3f7d5d54052,Бифлекс бежевыфй 23-011,23-011,3.1,3100.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1166
MAT-70a7a59485477aab,MAT-70a7a59485477aab,Бязь макетная 4-007,4-007,65.0,6563.7,100.98,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1167
MAT-bc2ad3198a7615ba,MAT-bc2ad3198a7615ba,Вечерняя ткань белые пайетки на трикотаже 12-053,12-053,2.3,1035.0,450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1168
MAT-8af724e0cf1a2d09,MAT-8af724e0cf1a2d09,"Вечерняя ткань серая сетка с перьями, расшивкой пайетками 12-088",12-088,6.4,119680.0,18700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1169
MAT-49577d55cbfb7d92,MAT-49577d55cbfb7d92,Вечерняя ткань черная сетка с перьями и пайетками 12-094,12-094,5.15,39340.28,7638.89,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1170
MAT-522a890adb3f4dd0,MAT-522a890adb3f4dd0,"Вечерняя ткань черная сетка с перьями, расшивкой пайетками 12-087",12-087,3.9,28860.0,7400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1171
MAT-bd3e129d9de7960f,MAT-bd3e129d9de7960f,Вечерняя ткань черные пайетки матовые 12-024,12-024,2.85,51300.0,18000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1172
MAT-2f5895aba316019b,MAT-2f5895aba316019b,"Вечерняя ткань, черные пайетки 12-018",12-018,2.2,1870.0,850.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1173
MAT-8cadf70205d3594f,MAT-8cadf70205d3594f,"Вечерняя ткань, черные пайетки на сетке 12-021",12-021,1.8,2700.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1174
MAT-8c8eb27367eb872b,MAT-8c8eb27367eb872b,"Дабл-креп, васильковый 11-009",11-009,8.4,19320.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1175
MAT-8ad8c9c22d57e30f,MAT-8ad8c9c22d57e30f,"Дабл-креп, голубой 11-011",11-011,10.0,23000.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1176
MAT-80f1c693c6d2f41a,MAT-80f1c693c6d2f41a,"Дабл-креп, деним 11-010",11-010,20.2,46460.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1177
MAT-0c76de0af7903f0e,MAT-0c76de0af7903f0e,"Дабл-креп, молочный 11-005",11-005,11.15,25645.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1178
MAT-d96d93345bbd8c45,MAT-d96d93345bbd8c45,"Дабл-креп, розовый 11-028",11-028,3.3,7590.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1179
MAT-c0a989e974676032,MAT-c0a989e974676032,"Дабл-креп, фуксия 11-017",11-017,2.5,5750.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1180
MAT-b6894f6f718abb27,MAT-b6894f6f718abb27,"Дабл-креп, черный 11-001",11-001,13.4,30820.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1181
MAT-6747b109b1dc7fb8,MAT-6747b109b1dc7fb8,"Джерси, черный 23-031",23-031,3.8,4560.0,1200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1182
MAT-2ca6001714de8a84,MAT-2ca6001714de8a84,"Джинсовая ткань, молочная 4-042",4-042,5.1,4186.05,820.79,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1183
MAT-6da47f58d728476c,MAT-6da47f58d728476c,"Джинсовая ткань, черная 4-043",4-043,13.9,11259.58,810.04,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1184
MAT-697172a32e39dcb5,MAT-697172a32e39dcb5,"Дюшес-дабл, темно-синий 5-015",5-015,7.0,35000.0,5000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1185
MAT-1dd8238920a18fae,MAT-1dd8238920a18fae,"Дюшес, желтый 5-018",5-018,2.0,7000.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1186
MAT-f1c1257ab474f574,MAT-f1c1257ab474f574,"Дюшес, розовый 5-002",5-002,9.7,21340.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1187
MAT-511779ca83c6f090,MAT-511779ca83c6f090,"Дюшес, фиолетовый 5-020",5-020,5.6,19600.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1188
MAT-16e1d96752cbd1cf,MAT-16e1d96752cbd1cf,"Креп синтетический, черный 10А-001",,21.8,8059.58,369.71,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1189
MAT-9d5e1a6b575acef6,MAT-9d5e1a6b575acef6,Креп тонкий шерсть черный 10-001,10-001,22.0,44000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1190
MAT-6e9226421541e3f6,MAT-6e9226421541e3f6,"Креп тонкий шерсть, фуксия 10-007",10-007,1.3,2600.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1191
MAT-9bad00d3a53a50cc,MAT-9bad00d3a53a50cc,"Кружево, белый 13-097",13-097,4.95,4950.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1192
MAT-51f1476d37357fcd,MAT-51f1476d37357fcd,"Кружево, золотой, на серой сетке 13-019",13-019,3.7,6105.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1193
MAT-deafa76a012ce173,MAT-deafa76a012ce173,"Кружево, молочный 13-045",13-045,3.0,4950.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1194
MAT-67785609cfc87937,MAT-67785609cfc87937,"Кружево, розовый 13-018",13-018,3.7,6105.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1195
MAT-e5e702a8bfedcf00,MAT-e5e702a8bfedcf00,"Органза, белый 21-023",21-023,0.5,150.0,300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1196
MAT-f717c5564c9936fe,MAT-f717c5564c9936fe,"Органза, синий 21-001",21-001,1.0,500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1197
MAT-8ad573f71975a6e8,MAT-8ad573f71975a6e8,"Органза, черный 21-026",21-026,2.0,600.0,300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1198
MAT-942297bf617dcbbd,MAT-942297bf617dcbbd,"Органза, черный, принт полоски 21-010",21-010,3.5,8750.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1199
MAT-556bb527287453a0,MAT-556bb527287453a0,"СЕТКА лагатолла, зеленый 22-Л-007",,1.2,1320.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1200
MAT-7170cd2640932465,MAT-7170cd2640932465,"СЕТКА лагатолла, серый 22-Л-012",,1.6,1760.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1201
MAT-ff1f32a16f11bf9c,MAT-ff1f32a16f11bf9c,"СЕТКА лагатолла, телесный 22-Л-003",,39.7,43670.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1202
MAT-5ca9c22bcfddc3c2,MAT-5ca9c22bcfddc3c2,"Сетка, бежевый 22-033",22-033,16.9,1987.57,117.61,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1203
MAT-39ad9107202d00b1,MAT-39ad9107202d00b1,"Сетка, белая 22-Ж-002",,1.0,99.96,99.96,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1204
MAT-8dcf77edeafb4516,MAT-8dcf77edeafb4516,"Сетка, желтая 22-035",22-035,0.6,60.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1205
MAT-e828da432bb55a74,MAT-e828da432bb55a74,"Сетка, коралловый 22-037",22-037,15.3,1530.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1206
MAT-63f9d84315909a59,MAT-63f9d84315909a59,"Сетка, красный 22-045",22-045,2.0,200.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1207
MAT-7aa6dca17aa9c507,MAT-7aa6dca17aa9c507,"Сетка, молочный 22-052",22-052,4.0,400.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1208
MAT-ba965c0dfe3bdecc,MAT-ba965c0dfe3bdecc,"Сетка, салатовый 22-034",22-034,0.5,50.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1209
MAT-d0e8a2e8f51fc07d,MAT-d0e8a2e8f51fc07d,"Сетка, серый 22-056",22-056,1.0,100.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1210
MAT-09d3e3737a913874,MAT-09d3e3737a913874,"Сетка, синий 22-042",22-042,4.0,400.0,100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1211
MAT-743ca5e0c4c80969,MAT-743ca5e0c4c80969,"Сетка, черный 22-032",22-032,53.0,6078.0,114.68,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1212
MAT-4f0a06c148b1ac78,MAT-4f0a06c148b1ac78,Синтетическая ткань  белый эко-шелк 20-027,20-027,5.5,6050.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1213
MAT-7406b5d822900aea,MAT-7406b5d822900aea,Синтетическая ткань белый эко-шелк 20-015,20-015,3.5,1000.96,285.99,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1214
MAT-07ecd06382b8eea1,MAT-07ecd06382b8eea1,Синтетическая ткань белый-атлас  20-031,20-031,14.0,9100.0,650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1215
MAT-35abd105b94c775c,MAT-35abd105b94c775c,Синтетическая ткань зеленый светлый 20-009,20-009,1.0,700.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1216
MAT-8544c0592fa561af,MAT-8544c0592fa561af,Синтетическая ткань красный атлас плотный 20-030,20-030,19.4,21340.0,1100.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1217
MAT-329a27a3cc56bd86,MAT-329a27a3cc56bd86,Синтетическая ткань красный эко-шелк 20-019,20-019,0.1,30.0,300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1218
MAT-21bac1dc9fb5bc32,MAT-21bac1dc9fb5bc32,Синтетическая ткань розовый 20-003,20-003,1.0,700.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1219
MAT-11aa868f55ed7bde,MAT-11aa868f55ed7bde,Синтетическая ткань черный эко-шелк 20-029,20-029,11.1,5550.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r1220
