stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_begin,qty_in,qty_out,qty_end,source_file_id,source_row_id
SW-fe7f0beab0f546ed,T-2756A,T-2756A,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",Склад производства (Захарова) (Основное подразделение),,16.0,16.0,,FILE-098,r6706
SW-2ab1bdc21777a7d6,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r6725
SW-fde50909d982874b,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Склад ИМ (Основное подразделение),,3.0,2.0,1.0,FILE-098,r6725
SW-9855f5dac0908b54,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Склад оптовых продаж (Основное подразделение),,30.0,24.0,6.0,FILE-098,r6725
SW-8fca33464347e57f,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Склад производства (Захарова) (Основное подразделение),,16.0,16.0,,FILE-098,r6725
SW-095be740af88244b,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r6743
SW-a8ccd7f127fa602b,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Склад ИМ (Основное подразделение),,3.0,,3.0,FILE-098,r6743
SW-f97d6edd93173415,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Склад оптовых продаж (Основное подразделение),,23.0,21.0,2.0,FILE-098,r6743
SW-0f099c045b3eecbb,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Склад производства (Захарова) (Основное подразделение),,14.0,14.0,,FILE-098,r6743
SW-df05b9217172d4f3,T-2756D,T-2756D,"Свитер женский, фуксия, из кашемира, с расшивкой ""Ласточка""",Склад оптовых продаж (Основное подразделение),,8.0,8.0,,FILE-098,r6757
SW-9db8181950732517,T-2756D,T-2756D,"Свитер женский, фуксия, из кашемира, с расшивкой ""Ласточка""",Склад производства (Захарова) (Основное подразделение),,7.0,7.0,,FILE-098,r6757
SW-7e56be595f5ae226,T-2756D/1,T-2756D,"Свитер женский, серый, из кашемира, с расшивкой ""Ласточка""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r6764
SW-462ef251b3aa94c1,T-2756D/1,T-2756D,"Свитер женский, серый, из кашемира, с расшивкой ""Ласточка""",Склад производства (Захарова) (Основное подразделение),,2.0,2.0,,FILE-098,r6764
SW-14d2e4fcc38bd52a,T-2756D/2,T-2756D,"Свитер женский, белый, из кашемира, с расшивкой ""Ласточка""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r6768
SW-56a827fe93d651cf,T-2756D/2,T-2756D,"Свитер женский, белый, из кашемира, с расшивкой ""Ласточка""",Склад производства (Захарова) (Основное подразделение),,2.0,2.0,,FILE-098,r6768
SW-cd2617663a79c6e7,T-2757,T-2757,"Брюки женские, коричневые, из натуральной замши",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r6772
SW-174a803886541475,T-2757,T-2757,"Брюки женские, коричневые, из натуральной замши",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r6772
SW-194e8149190d5a9f,T-2757,T-2757,"Брюки женские, коричневые, из натуральной замши",Склад оптовых продаж (Основное подразделение),,12.0,12.0,,FILE-098,r6772
SW-f0514ccd1bec4080,T-2758,T-2758,"Юбка женская, черная, из шелка, зауженная в области колена и расширенная к низу",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r6783
SW-cade6f6581058e0c,T-2758,T-2758,"Юбка женская, черная, из шелка, зауженная в области колена и расширенная к низу",Склад оптовых продаж (Основное подразделение),,15.0,15.0,,FILE-098,r6783
SW-05b55aa27d2a8ef5,T-2759,T-2759,"Юбка женская, коричневая, из натуральной замши, мини",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r6789
SW-a243dc6187cf46bd,T-2760,T-2760,"Юбка женская, черная, из натуральной кожи",Склад оптовых продаж (Основное подразделение),,9.0,9.0,,FILE-098,r6792
SW-f7cd2ee30380d8ce,T-2760,T-2760,"Юбка женская, черная, из натуральной кожи",Склад производства (Захарова) (Основное подразделение),,9.0,9.0,,FILE-098,r6792
SW-563eb3a5e94c2e98,T-2788,T-2788,"Платье женское, белое с принтом ""черный горох"", из шифона, с коротким рукавом",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6797
SW-06564f108e1b847d,T-2792,T-2792,"Платье женское, белое с принтом ""черный горох"", из шифона, с поясом",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r6800
SW-ea5ec1efca8899a6,T-2792,T-2792,"Платье женское, белое с принтом ""черный горох"", из шифона, с поясом",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r6800
SW-319476fad1733ec2,T-2792,T-2792,"Платье женское, белое с принтом ""черный горох"", из шифона, с поясом",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r6800
SW-9c6f599960e37045,T-2792A,T-2792A,"Платья женское, серое с принтом ""белый горох"", из шифона, с поясом",Склад ИМ (Основное подразделение),,2.0,,2.0,FILE-098,r6808
SW-fdea89fe7c072a12,T-2792A,T-2792A,"Платья женское, серое с принтом ""белый горох"", из шифона, с поясом",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r6808
SW-4be5ca35ee299765,T-2804,T-2804,"Жакет женский, черный с принтом ""белый горох"", из шелка, с кливанте",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6813
SW-64bcf50f7016500c,T-2805,T-2805,"Жилет женский, черный в белый горох, из шифона",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6819
SW-6ef59cf52639588d,T-2806,T-2806,"Брюки женские, черные с принтом ""белый горох"", из шелка, широкие",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r6823
SW-40f8600f28b95f2f,T-2846,T-2846,"Платье женское, черное, из хлопчатобумажного бархата, с вышивкой ""Ласточка""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r6827
SW-f7cdae2d3fbd6a4e,T-2846/1,T-2846,"Платье женское, черное, из хлопчатобумажного бархата, с вышивкой ""Ласточки""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r6830
SW-279411ce32952192,T-2847,T-2847,"Платье женское, черное, из дабл-крепа, с кружевным воротником",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6833
SW-4eabedb7ddbec9ce,T-2856,T-2856,"Платье женское, розовое, из шифона, с вышивкой по горловине",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r6839
SW-2e0ccad19b5fb9c6,T-2856,T-2856,"Платье женское, розовое, из шифона, с вышивкой по горловине",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r6839
SW-6a81f926093a6ac4,T-2856,T-2856,"Платье женское, розовое, из шифона, с вышивкой по горловине",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r6839
SW-5bf1e7a50af65d13,T-2857,T-2857,"Платье женское, черное, из вискозы, с вышивкой «Цветок»",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r6846
SW-62b14c84cdc832d8,T-2857,T-2857,"Платье женское, черное, из вискозы, с вышивкой «Цветок»",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r6846
SW-ba37d86b6a180f3f,T-2857,T-2857,"Платье женское, черное, из вискозы, с вышивкой «Цветок»",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r6846
SW-1d0e5752e6689e31,T-2858,T-2858,"Платье женское, черное, из вискозы, с отделкой ""белый лампас"" и вышивкой ""Цветок""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r6853
SW-acbb40bdc4f390b3,T-2858,T-2858,"Платье женское, черное, из вискозы, с отделкой ""белый лампас"" и вышивкой ""Цветок""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r6853
SW-24f8e3f86f180d84,T-2858,T-2858,"Платье женское, черное, из вискозы, с отделкой ""белый лампас"" и вышивкой ""Цветок""",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r6853
SW-beb828add7f8c54a,T-2861,T-2861,"Футболка женская, белая с принтом ""цветы"", из трикотажа",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r6860
SW-a393d4939e76135e,T-2861,T-2861,"Футболка женская, белая с принтом ""цветы"", из трикотажа",Склад оптовых продаж (Основное подразделение),,9.0,9.0,,FILE-098,r6860
SW-b02598f0d088be37,T-2861A,T-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r6866
SW-ec446dd75cc47b9b,T-2861A,T-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r6866
SW-8b0ef1d39c00b843,T-2861A,T-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",Склад оптовых продаж (Основное подразделение),,9.0,9.0,,FILE-098,r6866
SW-c951307c553a7c4a,T-2862,T-2862,"Рубашка женская, белая  из хлопка, с декором принт ""дерево""",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r6873
SW-3e78b99ca1d7bceb,T-2862,T-2862,"Рубашка женская, белая  из хлопка, с декором принт ""дерево""",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r6873
SW-747878a22ec60563,T-2862,T-2862,"Рубашка женская, белая  из хлопка, с декором принт ""дерево""",Склад оптовых продаж (Основное подразделение),,11.0,11.0,,FILE-098,r6873
SW-6118989a9ff80940,T-2865,T-2865,"Платье женское, белое с принтом ""черные Y и балерины"", из хлопка",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6882
SW-d8848090527b39aa,T-2865A,T-2865A,"Платье женское, черное с принтом ""белый горох"", из хлопка, с пелериной",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r6886
SW-46d975a897fa2039,T-2865A,T-2865A,"Платье женское, черное с принтом ""белый горох"", из хлопка, с пелериной",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r6886
SW-439e670da47ca1a4,T-2865A,T-2865A,"Платье женское, черное с принтом ""белый горох"", из хлопка, с пелериной",Склад оптовых продаж (Основное подразделение),,8.0,8.0,,FILE-098,r6886
SW-60a209c31a88ef4e,T-2871,T-2871,"Блуза женская, желтая, из хлопка, с коротким рукавом и декором ""Бант""",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6895
SW-5f9618541250bf69,T-2871A,T-2871A,"Блуза женская, белая, из хлопка, с коротким рукавом и декором ""Бант""",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r6899
SW-8bf0d7f6472ca48b,T-2871A,T-2871A,"Блуза женская, белая, из хлопка, с коротким рукавом и декором ""Бант""",Склад оптовых продаж (Основное подразделение),,8.0,8.0,,FILE-098,r6899
SW-46418f6fbbe063ad,T-2872,T-2872,"Блуза женская, черная с принтом ""хаотичные Y"", из шелка",Склад ИМ (Основное подразделение),,2.0,,2.0,FILE-098,r6905
SW-460167c3e413b6b9,T-2872,T-2872,"Блуза женская, черная с принтом ""хаотичные Y"", из шелка",Склад оптовых продаж (Основное подразделение),,12.0,12.0,,FILE-098,r6905
SW-852764e9551549c9,T-2873,T-2873,"Брюки женские, черные с принтом ""хаотичные Y"", из шелка",Склад ИМ (Основное подразделение),,2.0,,2.0,FILE-098,r6914
SW-9aa033ce0edfc056,T-2873,T-2873,"Брюки женские, черные с принтом ""хаотичные Y"", из шелка",Склад оптовых продаж (Основное подразделение),,13.0,13.0,,FILE-098,r6914
SW-dfc7d0980e6917fc,T-2873C,T-2873C,"Брюки женские, бежевые с принтом ""голубые капли"", из шелка",Склад ИМ (Основное подразделение),,3.0,,3.0,FILE-098,r6924
SW-f7eebc3ec9623e57,T-2873C,T-2873C,"Брюки женские, бежевые с принтом ""голубые капли"", из шелка",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r6924
SW-cf1d6646dcb86843,T-2885,T-2885,"Пальто-халат женское, розовое с принтом ""цветы"", из хлопка",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r6932
SW-fe39c56efb237a9b,T-2888,T-2888,"Платье женское, белое с принтом ""Y и балерины"", из хлопка, без рукавов",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6936
SW-9fe99f050c344e38,T-2892,T-2892,"Жакет женский, черный с принтом ""белый горох"", из шелка",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r6940
SW-562552c62f8b39a4,T-2893,T-2893,"Брюки женские, черные с принтом ""белый горох"", из шелка",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r6944
SW-0023f139b8c51ed9,T-2894,T-2894,"Платье женское, белое с принтом ""цветы"", из хлопка, с рукавом ""фонарик""",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6948
SW-c06689f1a2d7680e,T-2909,T-2909,"Брюки женские, розовые, из шелка",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6952
SW-52c95e864e299318,T-2910,T-2910,"Блуза-топ женский, розовый, из шелка, с декором ""сетка с камнями""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r6956
SW-93e17e3cb7e2de8b,T-2910,T-2910,"Блуза-топ женский, розовый, из шелка, с декором ""сетка с камнями""",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r6956
SW-1c4977b947ee9eaa,T-2911,T-2911,"Пальто-халат женское, розовое, из сетки со стразами",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r6963
SW-e8671760f346f356,T-2921,T-2921,"Шорты женские, черные, из шелка, с закруглением по боковому шву",Склад оптовых продаж (Основное подразделение),,8.0,8.0,,FILE-098,r6970
SW-6b8eccbe8b86a93d,T-2923,T-2923,"Блуза-топ женский, черный, из шелка, с декором ""сетка с камнями""",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r6976
SW-7b886cfa58b42b6c,T-2924,T-2924,"Пальто-халат женское, черное, из шифона",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r6980
SW-c072c8d29e95f1e4,T-2928,T-2928,"Блуза женская, бежевая с принтом ""голубые капли"", из шелка, с камнями по планке",Склад ИМ (Основное подразделение),,3.0,,3.0,FILE-098,r6985
SW-e7290f169831680f,T-2928,T-2928,"Блуза женская, бежевая с принтом ""голубые капли"", из шелка, с камнями по планке",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r6985
SW-3cbcd4a6269aaee6,T-2933,T-2933,"Блуза женская, черная, из шелка, с бантом и апликацией ""Цветок""",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r6993
SW-7b9314cb06e104f8,T-2936,T-2936,"Жакет женский, черный, из шелк бархата, приталенного силуэта",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r6997
SW-4a99a091e6a610c9,T-2936,T-2936,"Жакет женский, черный, из шелк бархата, приталенного силуэта",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r6997
SW-8c0fdaecb91aaa5e,T-2937,T-2937,"Брюки женские, черные, из шелк бархата",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r7003
SW-8e2e270602d09211,T-2937,T-2937,"Брюки женские, черные, из шелк бархата",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r7003
SW-7e4c006ea0527f62,T-2938,T-2938,"Блуза женская, белая, с вышивкой гладью ""Цветы""",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r7009
SW-a953f37057afd677,T-2939,T-2939,"Юбка женская, черная, из шелка, макси, с бантом",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7014
SW-77faa4d73db44fe0,T-2940,T-2940,"Жакет женский,черный, из шелка, с вышивкой ""Ласточка"", с поясом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r7019
SW-9ef5381737353ccd,T-2940/1,T-2940,"Жакет женский,черный, из шелка, с вышивкой ""Ласточки"", с поясом",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r7022
SW-cb6c0933491e442e,T-2941,T-2941,"Брюки женские, черные, из шелкового бархата, с белым кантом",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r7028
SW-a14b40e58b9a2f94,T-2944,T-2944,"Платье женское, черное, из стрейч бархата, с вышивками ""Птица"" и белыми манжетами",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r7036
SW-d3973e2bb5931cbb,T-2945,T-2945,"Платье женское, черное, из дабл крепа, с вышивкой ""Птица""",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r7039
SW-d884078d02a6a162,T-2947/1,T-2947,"Жакет женский, черный, из хлопкового бархата, приталенного силуэта",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r7047
SW-522a2afdfb7b68e6,T-2948,T-2948,"Юбка женская, бежевая, миди с апликацией ""Цветок""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7052
SW-f5734b515ede73b8,T-2949,T-2949,"Платье женское, черное, из хлопкового бархата, с вышивками ""Птица""",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r7056
SW-8b34cd300ce330bb,T-2949,T-2949,"Платье женское, черное, из хлопкового бархата, с вышивками ""Птица""",Склад ИМ (Основное подразделение),,3.0,3.0,,FILE-098,r7056
SW-ec5fca3aeeb50ef4,T-2949,T-2949,"Платье женское, черное, из хлопкового бархата, с вышивками ""Птица""",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r7056
SW-3e791543fbcf7389,T-2956,T-2956,"Платье женское, черное, из стрейч бархата с апликацией ""Цветы""",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r7071
SW-9ad78cc045545f79,T-2960,T-2960,"Юбка женская, черная  из стрейч-бархата, длина макси",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r7077
SW-caa6f3881fbac48c,T-2960,T-2960,"Юбка женская, черная  из стрейч-бархата, длина макси",Склад оптовых продаж (Основное подразделение),,7.0,7.0,,FILE-098,r7077
SW-68d4cc0bb4418b7d,T-2963,T-2963,"Платье женское, черное, из пайеточной ткани, с вышивкой ""Цветок""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7084
SW-f4725adb2674dec1,T-2964,T-2964,"Брюки женские, черные, из стрейч-бархата, расклешённые",Склад оптовых продаж (Основное подразделение),,9.0,9.0,,FILE-098,r7087
SW-54f8ce6b0fadaa82,T-2966A,T-2966A,"Платье женское, черное, из стрейч-бархата, на одно плечо, с вышивкой ""Ласточка""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7092
SW-e480a446e8af9c1b,T-2967,T-2967,"Платье женское, черное, из стрейч бархата, с объемными рукавами",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r7097
SW-7a92038a0d150ec2,T-2967,T-2967,"Платье женское, черное, из стрейч бархата, с объемными рукавами",Склад оптовых продаж (Основное подразделение),,8.0,8.0,,FILE-098,r7097
SW-f5265e69a441d1cb,T-2973,T-2973,"Блуза женская, белая, из хлопка, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r7104
SW-f751274eefaa24e4,T-2973,T-2973,"Блуза женская, белая, из хлопка, с вышивкой ""YC"" на кармане",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7104
SW-f361827bf93a0efc,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r7111
SW-676042f0cd256656,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r7111
SW-4683b1d213ad0dcf,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),,8.0,5.0,3.0,FILE-098,r7111
SW-9f70b5ac9a8784ae,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Склад оптовых продаж (Основное подразделение),,18.0,18.0,,FILE-098,r7111
SW-be7c7b868ea83635,T-2973B,T-2973B,"Блуза женская, голубая, из хлопка, с вышивкой ""YC"" на кармане",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r7133
SW-0cc4449bd6ac416e,T-2973B,T-2973B,"Блуза женская, голубая, из хлопка, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r7133
SW-553af34c26204d8b,T-2973B,T-2973B,"Блуза женская, голубая, из хлопка, с вышивкой ""YC"" на кармане",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7133
SW-f551f46c9e01e310,T-2973C,T-2973C,"Блуза женская, черная, из хлопка, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r7141
SW-bb96f838b601cf33,T-2973C,T-2973C,"Блуза женская, черная, из хлопка, с вышивкой ""YC"" на кармане",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r7141
SW-222ceb2fbd3d520c,T-2974A,T-2974A,"Рубашка женская, белая, из хлопка, с декором принт ""цветы""",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7146
SW-c814d3d9a65709ef,T-2975,T-2975,"Шорты женские, голубые с принтом ""цветы"", из хлопка",Склад оптовых продаж (Основное подразделение),,6.0,6.0,,FILE-098,r7153
SW-8f9e104e15f34410,T-2984,T-2984,"Дубленка женская, черная, из овчины, с аппликацией ""Y"" на рукаве",Склад оптовых продаж (Основное подразделение),,7.0,5.0,2.0,FILE-098,r7157
SW-899354f22af4d268,T-2985,T-2985,"Юбка женская, черная, из натурального шелка, с аппликацией ""Листья""",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r7161
SW-cb3fd41f3bffb3bb,T-2985,T-2985,"Юбка женская, черная, из натурального шелка, с аппликацией ""Листья""",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r7161
SW-0fc1a3aaf3634970,T-2985,T-2985,"Юбка женская, черная, из натурального шелка, с аппликацией ""Листья""",Склад оптовых продаж (Основное подразделение),,9.0,9.0,,FILE-098,r7161
SW-f22be0457d0fa618,T-2985/1,T-2985,"Юбка женская, розовая, из натурального шелка, с аппликацией ""Листья""",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r7171
SW-5830f09eeb4ed10b,T-2987,T-2987,"Куртка женская, черная, из натуральной кожи, со съемным декором ""Бант""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r7176
SW-dbb5867cd7ce4ff4,T-2988,T-2988,"Брюки-палаццо женские, черные, из шерсти",Склад ИМ (Основное подразделение),,3.0,1.0,2.0,FILE-098,r7179
SW-f10249e575ab6313,T-2988,T-2988,"Брюки-палаццо женские, черные, из шерсти",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7179
SW-c0ea1bdcd1056ace,T-2988A,T-2988A,"Брюки-палаццо женские, серые в полоску, из шерсти",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r7189
SW-113a14f6c175cc6f,T-2988A,T-2988A,"Брюки-палаццо женские, серые в полоску, из шерсти",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r7189
SW-a5848afbc488edea,T-3001,T-3001,"Куртка женская, черная, из шелкового бархата, с вышитым декором ""Цветы""",Склад ИМ (Основное подразделение),,3.0,2.0,1.0,FILE-098,r7193
SW-71cc9af9f8ffe4e8,T-3001,T-3001,"Куртка женская, черная, из шелкового бархата, с вышитым декором ""Цветы""",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7193
SW-c8cc193b9db74e0e,T-3013,T-3013,"Жакет женский, коричневый с принтом ""леопард"", из джерси",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7204
SW-fdeb0116b8b3d1e6,T-3014A,T-3014A,"Свитер женский, серый, из кашемира, с вышивкой ""Фантазийная""",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r7207
SW-226ff086f671361a,T-3014B,T-3014B,"Свитер женский, черный, из кашемира, с расшивкой камнями на рукавах",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7210
SW-50bd63759b0a445d,T-3014C,T-3014C,"Свитер женский, розовый, из кашемира, с вышивкой ""Гортензии""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r7215
SW-85706aff9374d223,T-3017,T-3017,"Юбка женская, коричневая с принтом ""леопард"", из джерси",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r7218
SW-b4a8fd3724fd2588,T-3023,T-3023,"Платье женское, черное, из шелкового бархата, с кружевом и аппликацией ""Цветы""",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r7221
SW-e160b2738edafc83,T-3023,T-3023,"Платье женское, черное, из шелкового бархата, с кружевом и аппликацией ""Цветы""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7221
SW-36f0a6be44b58b33,T-3049,T-3049,"Куртка-бомбер женская, черная, из стрейч бархата, с вышивкой ""Мушка""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r7226
SW-3c7cd7d6b0166864,T-3062,T-3062,"Блуза-топ женская, черная, из шелка, без рукавов",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r7229
SW-ace807f598eb9375,T-3062,T-3062,"Блуза-топ женская, черная, из шелка, без рукавов",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r7229
SW-34b2eb90904e74c7,T-3062,T-3062,"Блуза-топ женская, черная, из шелка, без рукавов",Склад оптовых продаж (Основное подразделение),,13.0,13.0,,FILE-098,r7229
SW-e0fb1f2cb7711d58,T-3069A,T-3069A,"Блуза-топ женская, белая, из шелка, на тонких бретелях c вытачками",Склад ИМ (Основное подразделение),,3.0,,3.0,FILE-098,r7237
SW-44aac6aff31f125c,T-3069A,T-3069A,"Блуза-топ женская, белая, из шелка, на тонких бретелях c вытачками",Склад оптовых продаж (Основное подразделение),,13.0,13.0,,FILE-098,r7237
SW-0631cf40ed4630ff,T-3069B,T-3069B,"Блуза-топ женская, голубая, из шелка, на тонких бретелях с вытачками",Склад ИМ (Основное подразделение),,2.0,,2.0,FILE-098,r7242
SW-f1a497c5b116f363,T-3069B,T-3069B,"Блуза-топ женская, голубая, из шелка, на тонких бретелях с вытачками",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7242
SW-76a7cf41cf9282a2,T-3069C,T-3069C,"Блуза-топ женская, светло-голубая, из шелка, на тонких бретелях с вытачками",Склад ИМ (Основное подразделение),,10.0,1.0,9.0,FILE-098,r7247
SW-c92431c654c1adc2,T-3069C,T-3069C,"Блуза-топ женская, светло-голубая, из шелка, на тонких бретелях с вытачками",Склад оптовых продаж (Основное подразделение),,10.0,10.0,,FILE-098,r7247
SW-ba5f5340e0f7f526,T-3079,T-3079,"Платье женское, черное, из стрейч бархата, длинное",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r7251
